,m-network-i(kb),m-network-o(kb),m-peak-memory(kb),s1-network-i(kb),s1-network-o(kb),s1-peak-memory(kb),s2-network-i(kb),s2-network-o(kb),s2-peak-memory(kb),m-branches,m-branches(M/sec),m-branches(%),m-branch-misses,m-branch-misses(% of all),m-branch-misses(%),m-bus-cycles,m-bus-cycles(M/sec),m-bus-cycles(%),m-cache-misses,m-cache-misses(% of all),m-cache-misses(%),m-cache-references,m-cache-references(M/sec),m-cache-references(%),m-cpu-cycles,m-cpu-cyclesGHz,m-cpu-cycles(%),m-instructions,m-instructions(per cycle),m-instructions(%),m-ref-cycles,m-ref-cycles(M/sec),m-ref-cycles(%),m-context-switches,m-context-switches(K/sec),m-cpu-clock,m-cpu-clock(M/sec),m-cpu-migrations,m-cpu-migrations(K/sec),m-emulation-faults,m-emulation-faults(K/sec),m-major-faults,m-major-faults(K/sec),m-minor-faults,m-minor-faults(M/sec),m-page-faults,m-page-faults(M/sec),m-task-clock(msec),m-CPUs,m-duration(s),s1-branches,s1-branches(M/sec),s1-branches(%),s1-branch-misses,s1-branch-misses(% of all),s1-branch-misses(%),s1-bus-cycles,s1-bus-cycles(M/sec),s1-bus-cycles(%),s1-cache-misses,s1-cache-misses(% of all),s1-cache-misses(%),s1-cache-references,s1-cache-references(M/sec),s1-cache-references(%),s1-cpu-cycles,s1-cpu-cyclesGHz,s1-cpu-cycles(%),s1-instructions,s1-instructions(per cycle),s1-instructions(%),s1-ref-cycles,s1-ref-cycles(M/sec),s1-ref-cycles(%),s1-context-switches,s1-context-switches(K/sec),s1-cpu-clock,s1-cpu-clock(M/sec),s1-cpu-migrations,s1-cpu-migrations(K/sec),s1-emulation-faults,s1-emulation-faults(K/sec),s1-major-faults,s1-major-faults(K/sec),s1-minor-faults,s1-minor-faults(M/sec),s1-page-faults,s1-page-faults(M/sec),s1-task-clock(msec),s1-CPUs,s2-branches,s2-branches(M/sec),s2-branches(%),s2-branch-misses,s2-branch-misses(% of all),s2-branch-misses(%),s2-bus-cycles,s2-bus-cycles(M/sec),s2-bus-cycles(%),s2-cache-misses,s2-cache-misses(% of all),s2-cache-misses(%),s2-cache-references,s2-cache-references(M/sec),s2-cache-references(%),s2-cpu-cycles,s2-cpu-cyclesGHz,s2-cpu-cycles(%),s2-instructions,s2-instructions(per cycle),s2-instructions(%),s2-ref-cycles,s2-ref-cycles(M/sec),s2-ref-cycles(%),s2-context-switches,s2-context-switches(K/sec),s2-cpu-clock,s2-cpu-clock(M/sec),s2-cpu-migrations,s2-cpu-migrations(K/sec),s2-emulation-faults,s2-emulation-faults(K/sec),s2-major-faults,s2-major-faults(K/sec),s2-minor-faults,s2-minor-faults(M/sec),s2-page-faults,s2-page-faults(M/sec),s2-task-clock(msec),s2-CPUs
375,97732,39586,3434728,19830,51508,3346548,19888,46272,723478,9086459321,361.767,0.768,330218578,0.036000000000000004,0.767,614402694,24.462,0.759,3565861161292483,310.237,0.7490000000000001,1149399510476769,45762073.911000006,0.489,1943613856228596,77382.842,0.506,46713749291,0.0,0.648,63154781916,2514.438,0.7659999999999999,61912,0.002,25100.611443,999.3530000000001,5546,0.221,0,0.0,40,0.002,455132,0.018000000000000002,455230,0.018000000000000002,25116.857962000002,2.2969999999999997,10.936967317999999,1862321347577441,3564599.883,0.604,110075406,0.0,0.625,363061262,0.695,0.75,2814090095764207,136.328,0.75,2064210184500731,3951027.7819999997,0.75,10542048953684590,20178.143,0.52,16647951713,0.0,0.624,36537052621,69.934,0.7490000000000001,55422,0.106,522334.014911,999.78,2229,0.004,0,0.0,0,0.0,180396,0.345,180401,0.345,522448.916702,48.202,3661684379227833,7014828.794,0.615,105193482,0.0,0.589,325181381,0.623,0.75,2438883573306717,38.222,0.75,6380764467866708,12223874.502999999,0.7490000000000001,16216330475234550,31066.244,0.546,15210691571,0.0,0.625,34709843835,66.495,0.75,37456,0.07200000000000001,522106.334912,1000.2189999999999,1911,0.004,0,0.0,0,0.0,158683,0.304,158687,0.304,521991.98106499994,48.165
376,211638,100043578,3714464,21160,47238,3353036,81376876,134970,730492,9318657802,408.031,0.7609999999999999,334254173,0.035,0.7609999999999999,557238031,24.399,0.764,2765125852312917,195.908,0.763,1411441930799020,61802078.088,0.498,3099545554884975,135718.199,0.499,49509960888,0.0,0.626,57840391463,2532.627,0.75,62369,0.003,22822.704471,999.326,4664,0.204,0,0.0,40,0.002,444606,0.019,444683,0.019,22838.09824,2.213,10.317788385,919296780379195,1918038.4980000001,0.612,127056920,0.0,0.594,379418740,0.792,0.75,1875988887135671,76.898,0.75,2439574639190263,5089975.487,0.75,10861873129282938,22662.421000000002,0.544,20469927416,0.0,0.624,39219540223,81.828,0.7490000000000001,57353,0.12,479277.366987,999.9739999999999,2221,0.005,0,0.0,0,0.0,196166,0.409,196169,0.409,479290.056573,48.231,818003743688363,1656331.957,0.516,102501323,0.0,0.7340000000000001,304885870,0.617,0.75,937746082986281,21.733,0.75,4314889002326348,8736987.572999999,0.75,9849588137512866,19943.903000000002,0.5,13980830245,0.0,0.624,32276544204,65.355,0.7490000000000001,34797,0.07,493761.321805,999.791,1794,0.004,0,0.0,0,0.0,163124,0.33,163126,0.33,493864.61479399994,48.233999999999995
377,293656,189408632,3646396,36084,56462,3346360,164643626,226040,726042,9468864515,389.13800000000003,0.754,337221823,0.035,0.7509999999999999,594522031,24.433000000000003,0.7509999999999999,2612684194508501,479.039,0.754,545400914875080,22414142.577,0.516,3522821147924170,144776.096,0.519,48301583680,0.0,0.647,61483141289,2526.75,0.763,62437,0.003,24317.150026,999.3530000000001,4669,0.192,0,0.0,40,0.002,450626,0.019,450714,0.019,24332.892191,2.273,10.706601255,1205624546259803,2306551.705,0.583,141571815,0.0,0.6409999999999999,389315396,0.745,0.75,2626328083888689,58.32,0.75,4503288491850989,8615507.855,0.75,10972899568649130,20992.904,0.525,18964884364,0.0,0.624,39937979263,76.408,0.7490000000000001,58888,0.113,522528.093833,999.679,2550,0.005,0,0.0,0,0.0,192783,0.369,192786,0.369,522695.651586,48.224,1784693322855767,3512219.3639999996,0.63,116120677,0.0,0.596,319659145,0.629,0.7490000000000001,563006431220684,10.343,0.7490000000000001,5443449048335920,10712533.582,0.7490000000000001,11556581896035848,22742.982999999997,0.523,14065476841,0.0,0.625,33232432878,65.4,0.7490000000000001,36008,0.071,508026.77288999996,999.78,1908,0.004,0,0.0,0,0.0,169606,0.33399999999999996,169608,0.33399999999999996,508138.34158599994,48.221000000000004
378,233678,69935560,3562660,20446,46566,3352644,25484092,84666,727143,9603821193,352.50199999999995,0.76,337018217,0.035,0.7559999999999999,666881289,24.476999999999997,0.754,3745582848627123,1344.5410000000002,0.7509999999999999,278577148138849,10224999.676,0.505,2975475236906292,109212.954,0.52,48599123444,0.0,0.649,69240270543,2541.4210000000003,0.7659999999999999,62406,0.002,27229.168802999997,999.43,4878,0.179,0,0.0,40,0.001,473692,0.017,473774,0.017,27244.709726999998,2.6,10.478790618,1622439344829543,3286456.215,0.607,123349178,0.0,0.601,364771548,0.7390000000000001,0.7490000000000001,2626433574793812,99.99799999999999,0.75,2626490773419579,5320289.447,0.75,8051677148916264,16309.691,0.541,17684664214,0.0,0.624,37579447722,76.122,0.7490000000000001,55160,0.11199999999999999,493672.313342,999.9960000000001,2192,0.004,0,0.0,0,0.0,182333,0.369,182339,0.369,493674.413687,48.218,1807783731116420,3660798.185,0.622,105709567,0.0,0.601,353642203,0.716,0.7490000000000001,375151321540643,7.692,0.75,4877008426236058,9876039.532,0.75,9363994907936178,18962.277,0.526,14187490142,0.0,0.624,36691219334,74.3,0.7490000000000001,35137,0.071,493698.70981400006,999.75,1789,0.004,0,0.0,0,0.0,163172,0.33,163175,0.33,493822.28678500006,48.23
379,216420,110065342,3708360,20308,49862,3354768,37030482,93754,727878,9431409536,398.134,0.7490000000000001,339953103,0.036000000000000004,0.746,576054877,24.316999999999997,0.75,3884879427636134,722.622,0.76,537608481633748,22694383.014000002,0.523,1894127587300039,79957.922,0.52,48598292980,0.0,0.638,60077398824,2536.083,0.7559999999999999,62332,0.003,23672.504161,999.301,5567,0.235,0,0.0,40,0.002,466230,0.02,466316,0.02,23689.054744999998,2.154,10.99638301,1946046292243068,3724050.86,0.578,138188451,0.0,0.664,374736056,0.7170000000000001,0.75,3752221754463096,35.074,0.75,10698149111726182,20472509.598,0.7490000000000001,28822639571442084,55156.435,0.507,20100297844,0.0,0.625,39005930088,74.64399999999999,0.75,61957,0.11900000000000001,522333.1777020001,999.563,2238,0.004,0,0.0,0,0.0,189685,0.363,189689,0.363,522561.68499700003,48.217,1967378972493415,3662317.313,0.5,108419117,0.0,0.7490000000000001,330483607,0.615,0.7490000000000001,6754375147290318,70.583,0.75,9569355720793946,17813556.827,0.75,25601013605583620,47656.825,0.5,14979541052,0.0,0.625,34372436904,63.985,0.7490000000000001,39529,0.07400000000000001,537031.1819430001,999.695,1845,0.003,0,0.0,0,0.0,164100,0.305,164103,0.305,537195.1157119999,48.218999999999994
380,94802,39290,3646696,19670,45498,3345604,20148,49616,723872,9222684871,388.20300000000003,0.755,332820567,0.036000000000000004,0.7490000000000001,578594606,24.354,0.752,2969289390810579,182.002,0.758,1631460710060931,68671714.66399999,0.517,2435473720341042,102514.364,0.52,47727547271,0.0,0.642,60364278215,2540.863,0.755,62069,0.003,23741.206706999998,999.319,5026,0.212,0,0.0,40,0.002,457359,0.019,457451,0.019,23757.390041,2.204,10.778284501,723366883679196,1384353.679,0.583,130480121,0.0,0.687,431789603,0.826,0.75,1500796321985858,29.906,0.75,5018373174265612,9603983.155,0.7290000000000001,10416685312876414,19935.08,0.499,17089034920,0.0,0.624,43627589452,83.493,0.75,56192,0.10800000000000001,522362.575743,999.679,2134,0.004,0,0.0,0,0.0,177765,0.34,177768,0.34,522530.401503,48.218,1115542179286069,2195035.875,0.63,99297411,0.0,0.62,302318979,0.595,0.7490000000000001,1126079333049462,21.425,0.7490000000000001,5255891216047466,10341939.54,0.7490000000000001,9281511316925010,18263.093,0.5,14888122463,0.0,0.625,31292527429,61.574,0.7490000000000001,35086,0.069,508101.006511,999.783,1767,0.003,0,0.0,0,0.0,159625,0.314,159628,0.314,508211.365545,48.228
381,139444,32462040,3681840,20552,50150,3350936,36756,51982,726376,8990985323,369.155,0.7559999999999999,321982208,0.035,0.7609999999999999,592807128,24.34,0.765,2398615449589602,426.436,0.762,562479348459613,23094487.243,0.5,4454895412987224,182910.76,0.505,46328140052,0.0,0.634,61614203238,2529.779,0.757,61890,0.003,24340.179416,999.368,5041,0.207,0,0.0,40,0.002,461224,0.019,461294,0.019,24355.567740000002,2.302,10.577920082999999,695555754494111,1409105.642,0.607,114826193,0.0,0.622,342266957,0.693,0.75,1312964472242871,29.159000000000002,0.75,4502751019124998,9121988.893,0.75,10267361306909332,20800.341,0.52,16626299106,0.0,0.624,35327980204,71.57,0.7490000000000001,54217,0.11,493496.428586,999.76,2282,0.005,0,0.0,0,0.0,178412,0.361,178421,0.361,493615.051708,48.22,1763280323713549,3469401.298,0.638,98611722,0.0,0.612,295443497,0.581,0.75,1125989690334195,28.566,0.7490000000000001,3941688781457012,7755601.869,0.7490000000000001,8439482958930176,16605.388,0.5,13640676249,0.0,0.625,30362571615,59.74100000000001,0.75,34865,0.069,507997.88685699995,999.528,1627,0.003,0,0.0,0,0.0,163123,0.321,163126,0.321,508237.638779,48.225
382,115860,12649496,3694764,19514,45186,3347564,36806,55770,729013,9412755106,371.599,0.7609999999999999,333525456,0.035,0.754,616079910,24.322,0.746,4120036253019084,752.6389999999999,0.7509999999999999,547411731615266,21610822.888,0.514,1868864683060143,73779.39,0.527,47976664253,0.0,0.648,64150536039,2532.547,0.7659999999999999,62201,0.002,25314.951207,999.388,4876,0.192,0,0.0,40,0.002,458988,0.018000000000000002,459074,0.018000000000000002,25330.44366,2.416,10.483157945,729255420366932,1434998.719,0.579,134945923,0.0,0.6559999999999999,363220571,0.715,0.7490000000000001,1313747523016359,31.811,0.7490000000000001,4129811207143619,8126472.05,0.7490000000000001,9000705991819268,17711.218,0.516,20000879256,0.0,0.625,38132477368,75.036,0.7490000000000001,55510,0.109,507971.334679,999.565,2173,0.004,0,0.0,0,0.0,191013,0.376,191016,0.376,508192.384284,48.22,1124598377107518,2277588.252,0.5,105329281,0.0,0.7490000000000001,297757807,0.603,0.75,562651022290365,10.71,0.75,5253708342864620,10640051.277,0.75,7882359080252586,15963.715,0.499,14525939553,0.0,0.624,31023390891,62.83,0.7490000000000001,34671,0.07,493630.80600299995,999.7239999999999,1632,0.003,0,0.0,0,0.0,158401,0.321,158408,0.321,493767.20148900006,48.232
383,93832,39988,3501064,19856,46564,3360780,19976,46380,722982,9169255155,391.347,0.757,335006079,0.036000000000000004,0.7509999999999999,570423855,24.346,0.754,2779775073868424,1014.949,0.759,273883233115808,11689418.334,0.513,2985860802674249,127437.43199999999,0.518,47276285193,0.0,0.6459999999999999,59295642541,2530.756,0.765,61656,0.003,23413.172045,999.2810000000001,5815,0.248,0,0.0,40,0.002,432573,0.018000000000000002,432669,0.018000000000000002,23430.01382,2.155,10.873894623,2094367239404591,4122970.152,0.604,110847105,0.0,0.6459999999999999,355251301,0.6990000000000001,0.7490000000000001,1501338508895876,49.99,0.7490000000000001,3003261082606159,5912218.054,0.7490000000000001,9000437268362366,17718.256,0.5,16800686178,0.0,0.625,37164050603,73.161,0.7490000000000001,53072,0.10400000000000001,507931.84915100003,999.914,2294,0.005,0,0.0,0,0.0,176408,0.34700000000000003,176412,0.34700000000000003,507975.35805100005,48.202,1708376912384960,3268417.765,0.659,106998883,0.0,0.589,313221908,0.599,0.75,187592728349303,4.545,0.75,4127679912125782,7896958.953,0.75,8406411189835540,16082.905,0.502,14038180636,0.0,0.624,32698317726,62.556999999999995,0.7490000000000001,34613,0.066,522419.099417,999.477,1756,0.003,0,0.0,0,0.0,164922,0.316,164924,0.316,522692.33466099994,48.223
384,98800,56202,3528540,20048,46698,3347120,36054,46404,724209,9844068064,347.55,0.755,343692667,0.034,0.754,692343753,24.444000000000003,0.755,1862907886816188,338482297.955,0.755,550370846,19.430999999999997,0.511,6048632711412912,213549.90300000002,0.511,50241281965,0.0,0.637,71983214237,2541.402,0.755,63130,0.002,28308.406260000003,999.442,5451,0.192,0,0.0,40,0.001,456230,0.016,456309,0.016,28324.211924,2.615,10.829484327000001,1169129663412531,2237299.799,0.601,131894928,0.0,0.615,372536208,0.713,0.75,1313381844285698,77.758,0.75,1689070755839224,3232282.767,0.7490000000000001,11865383785350174,22706.139,0.5329999999999999,18570892968,0.0,0.625,38973373098,74.581,0.75,55333,0.106,522338.980564,999.572,2000,0.004,0,0.0,0,0.0,183739,0.35200000000000004,183742,0.35200000000000004,522562.80709899997,48.211999999999996,1123529652302588,2210382.391,0.501,106725934,0.0,0.75,302514587,0.595,0.75,938254649896536,24.99,0.75,3754545199325176,7386525.651000001,0.7490000000000001,9565155592107624,18818.063000000002,0.5,13799618070,0.0,0.625,31180598287,61.343,0.75,34918,0.069,508241.201118,999.8910000000001,1661,0.003,0,0.0,0,0.0,162439,0.32,162441,0.32,508296.50864300004,48.232
385,364632,111484,3524868,19704,45450,3342828,19786,46272,722958,9400605793,379.548,0.755,336847267,0.035,0.752,602047095,24.308000000000003,0.755,2036962647973224,385984834.15099996,0.76,527731265,21.307,0.513,4895976031876090,197674.115,0.517,48469309548,0.0,0.639,62883990284,2538.929,0.759,63739,0.003,24751.366949,999.332,5638,0.228,0,0.0,40,0.002,463183,0.019,463267,0.019,24767.916736000003,2.173,11.39691757,2203904330944868,4103782.667,0.638,134213164,0.0,0.612,373244580,0.695,0.7490000000000001,187641458171144,3.449,0.75,5441190695971870,10131775.572999999,0.75,10973350327721730,20432.94,0.5,18489912567,0.0,0.625,38551521265,71.785,0.7490000000000001,56547,0.105,536904.857927,999.7439999999999,2252,0.004,0,0.0,0,0.0,188516,0.35100000000000003,188518,0.35100000000000003,537042.165666,48.208,677883298580712,1262118.453,0.622,93391230,0.0,0.627,367114926,0.684,0.7490000000000001,4879065204775548,144.45600000000002,0.75,3377540502670127,6288480.929,0.75,8720249702997162,16235.815,0.5,14235675747,0.0,0.624,37843628883,70.459,0.7490000000000001,35979,0.067,537009.727525,999.8330000000001,1726,0.003,0,0.0,0,0.0,172149,0.321,172152,0.321,537099.585905,48.211999999999996
386,99208,55994,3713804,215148,98724,3357464,231022,98250,723952,9322240132,368.793,0.757,332899765,0.035,0.767,615223448,24.339000000000002,0.764,2783469554205858,989.61,0.758,281269342453000,11127175.012,0.5,4765735960739166,188535.223,0.502,48358384594,0.0,0.63,63844276874,2525.716,0.753,63058,0.002,25262.120116,999.3839999999999,5363,0.212,0,0.0,40,0.002,462233,0.018000000000000002,462312,0.018000000000000002,25277.695565,2.296,11.007888449000001,6206127810420976,11880518.152999999,0.612,139957462,0.0,0.607,386111235,0.7390000000000001,0.75,1500768055237082,12.899000000000001,0.75,11634577649334354,22272311.364,0.75,25706521605039640,49210.523,0.531,20512891141,0.0,0.624,40785244753,78.07600000000001,0.7490000000000001,63564,0.122,522425.264429,1000.0889999999999,2454,0.005,0,0.0,0,0.0,184851,0.354,184854,0.354,522378.547025,48.18899999999999,6231458568840734,11604507.987,0.609,99926595,0.0,0.599,318864357,0.594,0.7490000000000001,3189676378156972,39.537,0.75,8067600369467868,15023855.473,0.75,25712135818360376,47882.319,0.541,14986188840,0.0,0.624,32659881342,60.821000000000005,0.7490000000000001,39432,0.073,536770.946075,999.5989999999999,2098,0.004,0,0.0,0,0.0,160246,0.298,160253,0.298,536986.020913,48.208
387,91458,39030,3572404,20006,46470,3345788,19754,46272,724128,9196266048,386.588,0.7559999999999999,332554201,0.036000000000000004,0.757,579535499,24.362,0.759,3541803947117467,657214810.742,0.755,538911158,22.654,0.504,3289005736211651,138261.66199999998,0.513,47488062844,0.0,0.6409999999999999,60321995931,2535.7870000000003,0.7609999999999999,63248,0.003,23771.551079,999.297,5521,0.23199999999999998,0,0.0,40,0.002,452201,0.019,452308,0.019,23788.269924,2.148,11.074792492,1148993416184505,2139102.366,0.612,129325630,0.0,0.604,393081893,0.732,0.7490000000000001,2251915934405714,66.671,0.75,3377675674632677,6288281.4860000005,0.75,10275956750277218,19130.939,0.534,18825473563,0.0,0.625,40609572615,75.604,0.7490000000000001,57486,0.107,536957.153256,999.663,2221,0.004,0,0.0,0,0.0,183027,0.341,183031,0.341,537138.116667,48.222,561813190639457,1075680.616,0.501,105235057,0.0,0.75,431495043,0.826,0.75,187648343412150,3.57,0.75,5255629764962322,10062738.211000001,0.7490000000000001,9565835231033658,18315.311,0.5,14507199638,0.0,0.625,44641771234,85.47399999999999,0.75,34774,0.067,522037.101097,999.523,1773,0.003,0,0.0,0,0.0,155566,0.298,155572,0.298,522286.24600299995,48.221000000000004
388,91866,39660,3632936,19902,45606,3347920,20022,46536,724101,9545378294,334.14099999999996,0.7509999999999999,336587185,0.035,0.758,698823044,24.463,0.764,4052581754179143,740971302.229,0.764,546928301,19.146,0.503,2800528622869146,98033.97300000001,0.502,49092858738,0.0,0.628,72422752577,2535.196,0.752,63229,0.002,28550.495326,999.425,5370,0.188,0,0.0,40,0.001,478593,0.017,478696,0.017,28566.919707999998,2.471,11.561340026,2278697927995208,4131427.4680000003,0.617,123894500,0.0,0.589,390622596,0.708,0.75,2251521709311058,92.281,0.75,2439865926833315,4423635.527,0.7490000000000001,11375330198908146,20624.213,0.544,19209905066,0.0,0.625,40959779112,74.263,0.75,58059,0.105,551329.7105619999,999.597,2325,0.004,0,0.0,0,0.0,184138,0.33399999999999996,184140,0.33399999999999996,551552.204541,48.208,1499279833571918,2718749.396,0.563,97663473,0.0,0.687,324438134,0.588,0.75,3377657697494595,163.589,0.75,2064724672473992,3744110.2260000003,0.7490000000000001,11254224914402334,20408.076,0.5,14557673592,0.0,0.625,33792900591,61.278999999999996,0.75,36804,0.067,551279.185314,999.673,1685,0.003,0,0.0,0,0.0,158816,0.28800000000000003,158820,0.28800000000000003,551459.371638,48.207
389,94802,39110,3474176,19992,49598,3344464,19634,45288,723798,9549876893,358.155,0.758,336677964,0.035,0.757,652046781,24.454,0.7559999999999999,3361800450751190,300.48400000000004,0.753,1118796562022620,41958890.575,0.503,1906319378840479,71493.826,0.516,48583585471,0.0,0.644,67656865189,2537.376,0.763,63535,0.002,26647.623223,999.382,5107,0.192,0,0.0,40,0.002,462301,0.017,462393,0.017,26664.112103,2.392,11.147887555,1975694630703226,3678243.575,0.6409999999999999,133582434,0.0,0.609,382283660,0.7120000000000001,0.7490000000000001,2064066954783058,57.903999999999996,0.75,3564646674661390,6636470.295,0.75,9847627888353006,18333.792,0.5,18754075721,0.0,0.624,39968807965,74.41199999999999,0.7490000000000001,57845,0.10800000000000001,536998.3968529999,999.755,2453,0.005,0,0.0,0,0.0,181568,0.33799999999999997,181572,0.33799999999999997,537129.907352,48.221000000000004,716732062746384,1334657.061,0.589,100233751,0.0,0.6609999999999999,313558654,0.584,0.7490000000000001,1876610104147907,66.67399999999999,0.75,2814608150003828,5241200.775,0.75,11250065419915172,20949.221999999998,0.5,14421171823,0.0,0.625,32120095290,59.812,0.7490000000000001,34713,0.065,537011.621453,999.992,1631,0.003,0,0.0,0,0.0,162381,0.302,162383,0.302,537015.899767,48.203
390,238034,140500988,3722260,19676,45610,3351148,114435160,168018,727145,9468735492,378.289,0.76,335715415,0.035,0.762,611677013,24.436999999999998,0.76,2414136638035642,445067052.855,0.757,542420883,21.67,0.502,4710061671179118,188173.50699999998,0.508,48891283050,0.0,0.638,63253777048,2527.076,0.759,62611,0.003,25015.048504,999.3860000000001,4798,0.192,0,0.0,40,0.002,457282,0.018000000000000002,457364,0.018000000000000002,25030.418703,2.4090000000000003,10.39112485,1421261482493460,2878186.4869999997,0.594,133560045,0.0,0.635,349113485,0.7070000000000001,0.75,937841283797549,26.308000000000003,0.75,3564844110261744,7219140.372,0.75,12160400159404400,24625.94,0.52,18576626699,0.0,0.624,37009566245,74.94800000000001,0.7490000000000001,58281,0.11800000000000001,493572.869947,999.5310000000001,2347,0.005,0,0.0,0,0.0,187818,0.38,187821,0.38,493804.51503999997,48.228,2465361948575859,4992155.5,0.627,95029102,0.0,0.622,301253198,0.61,0.75,1125445371791743,29.996,0.75,3751996006627118,7597483.813999999,0.75,9006394227282146,18237.209,0.5,14512546490,0.0,0.624,31705118045,64.2,0.7490000000000001,35323,0.07200000000000001,493697.550631,999.697,1649,0.003,0,0.0,0,0.0,159716,0.32299999999999995,159720,0.32299999999999995,493847.18656400003,48.242
391,157612,58130444,3783740,20110,46626,3344484,15328290,70222,729618,9230690478,377.06199999999995,0.76,331082972,0.035,0.7490000000000001,593282188,24.235,0.757,1659056641906781,320455562.522,0.763,517718160,21.148000000000003,0.509,5448957494459068,222583.139,0.516,47470703859,0.0,0.64,62055805298,2534.902,0.76,61874,0.003,24464.755656,999.355,5171,0.21100000000000002,0,0.0,39,0.002,483539,0.02,483614,0.02,24480.549268000002,2.347,10.43194019,469691140702315,952119.048,0.599,115063078,0.0,0.6509999999999999,402378330,0.816,0.75,2250780742303223,52.161,0.75,4315076119401802,8747165.55,0.75,9289152051714206,18830.201,0.5,19512546273,0.0,0.624,41944963132,85.027,0.7490000000000001,54626,0.111,493503.68371300003,1000.39,2397,0.005,0,0.0,0,0.0,190158,0.385,190165,0.385,493311.358385,48.193000000000005,1125414205963103,2279003.816,0.625,99894237,0.0,0.625,298070755,0.604,0.75,1875587801580329,55.54,0.75,3377021162473161,6838588.027000001,0.75,9568589591434600,19376.734,0.5,14076078901,0.0,0.624,31411416736,63.608999999999995,0.7490000000000001,35234,0.071,493690.338018,999.7410000000001,1857,0.004,0,0.0,0,0.0,158181,0.32,158183,0.32,493818.482558,48.238
392,94116,39408,3699372,21066,46650,3353716,20802,46452,727050,9408176498,386.38,0.752,336589692,0.035,0.757,591165937,24.278000000000002,0.764,2748146580768442,510153145.40599996,0.768,538690510,22.123,0.509,4464540596643284,183352.355,0.504,48881248098,0.0,0.627,61678851462,2533.063,0.747,62974,0.003,24332.69706,999.309,6131,0.252,0,0.0,40,0.002,455709,0.019,455812,0.019,24349.513306,2.2159999999999997,10.98578039,678056412383137,1297513.353,0.622,128196651,0.0,0.612,383205272,0.733,0.75,2813491163929045,88.205,0.75,3189727048294398,6103789.247,0.75,9828095102430698,18806.82,0.515,20046788611,0.0,0.624,39223793355,75.058,0.7490000000000001,57541,0.11,522515.36906800006,999.8739999999999,2170,0.004,0,0.0,0,0.0,192710,0.369,192712,0.369,522581.45215,48.217,562138281400509,1075727.722,0.5,106775664,0.0,0.75,321584210,0.615,0.75,25619397,0.0,0.75,5817230867689160,11132058.990999999,0.75,10417074879775282,19934.483,0.499,14256974737,0.0,0.624,33691176749,64.473,0.7490000000000001,35827,0.069,522416.741501,999.715,1772,0.003,0,0.0,0,0.0,164022,0.314,164024,0.314,522565.58041000005,48.215
393,92658,39504,3630472,110994,70392,3362360,19716,46380,723120,9136259164,393.36800000000005,0.76,330014901,0.036000000000000004,0.765,567301586,24.426,0.767,2413386093014547,439211761.545,0.758,549481208,23.658,0.491,4727894988458858,203563.00600000002,0.506,47636794432,0.0,0.636,58661242142,2525.703,0.758,61510,0.003,23209.43957,999.3,5732,0.247,0,0.0,40,0.002,441337,0.019,441442,0.019,23225.708248,2.117,10.969737582999999,4348254576886297,8319840.698,0.615,116784725,0.0,0.635,375441525,0.718,0.75,6003090924256462,71.093,0.75,8443977493910024,16156493.683,0.75,30692032794320408,58725.362,0.499,18710484392,0.0,0.624,38591140872,73.839,0.7490000000000001,59730,0.114,522461.86056400003,999.665,2229,0.004,0,0.0,0,0.0,180562,0.345,180565,0.345,522636.758901,48.215,5580207095474610,10678303.689,0.63,102982532,0.0,0.62,372077265,0.7120000000000001,0.75,562811711006279,4.3469999999999995,0.75,12947637300727226,24776643.731999997,0.75,27028972638433668,51722.736,0.499,15732109107,0.0,0.624,39056781098,74.73899999999999,0.7490000000000001,39708,0.076,522484.22799600003,999.828,1824,0.003,0,0.0,0,0.0,164630,0.315,164634,0.315,522574.30186300003,48.213
394,92658,39696,3562980,19758,46254,3343860,21210,46992,722867,9015961471,386.125,0.7559999999999999,326661374,0.036000000000000004,0.76,569958841,24.41,0.764,2568624336306169,915.3660000000001,0.767,280611640690987,12017707.437,0.501,5066706219346388,216990.973,0.5,47700042267,0.0,0.631,58913069953,2523.06,0.754,61703,0.003,23333.309355,999.2919999999999,5875,0.252,0,0.0,39,0.002,484136,0.021,484227,0.021,23349.847894,2.063,11.320472329000001,1622479944603758,3022497.124,0.607,120668770,0.0,0.596,383377707,0.7140000000000001,0.7490000000000001,1688479370593226,59.998000000000005,0.75,2814204475949217,5242545.502,0.75,10033030044506980,18690.403000000002,0.547,17914546113,0.0,0.624,40499267267,75.446,0.7490000000000001,57051,0.106,536676.302859,999.7669999999999,2377,0.004,0,0.0,0,0.0,178663,0.33299999999999996,178669,0.33299999999999996,536801.154131,48.19,2603584092450828,4720524.4969999995,0.648,114837215,0.0,0.589,327515081,0.594,0.75,23253221,0.0,0.75,2627569958450333,4764012.96,0.7490000000000001,11795557002046198,21386.371,0.513,14801741271,0.0,0.625,34639511280,62.803999999999995,0.75,34690,0.063,551338.409214,999.625,1601,0.003,0,0.0,0,0.0,162703,0.295,162707,0.295,551545.510214,48.211000000000006
