branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
7521882783677860,9615404.051,61.74%,460668123,0.00%,60.95%,977068670,1.249,75.01%,2251070249796782,16.898,75.02%,13321888485221134,17029691.128,75.01%,32806702223527228,41937.598,52.34%,96148527555,0.00,62.49%,100682209574,128.704,74.96%,113992,0.146,782205.259134,999.912,4511,0.006,0,0.000,0,0.000,971838,0.001,971949,0.001,782274.228286,48.147,16.247598810
1785983953621273,2090427.187,63.04%,414692919,0.00%,62.00%,1027848063,1.203,75.01%,2063757572176610,64.697,75.01%,3189875970638049,3733630.102,75.00%,10978021431731892,12849.362,50.00%,95177525212,0.00,62.49%,105934322630,123.992,74.99%,110606,0.129,854135.788261,999.734,4643,0.005,0,0.000,0,0.000,904030,0.001,904141,0.001,854363.148866,48.135,17.749402015
2572461355940277,2195520.229,65.65%,490505760,0.00%,58.35%,1077597571,0.920,74.99%,187649412348424,3.846,75.00%,4879267379834740,4164311.432,74.99%,9096910543154996,7763.946,51.05%,96284938410,0.00,62.51%,112129513680,95.699,74.99%,113878,0.097,1171523.588247,999.861,4727,0.004,0,0.000,0,0.000,1025955,0.876,1026056,0.876,1171686.474242,48.095,24.361680926
1093286497178577,1675756.235,64.36%,255530856,0.00%,59.41%,617107941,0.946,74.99%,750680772915736,13.791,74.99%,5443296679207476,8343319.314,74.98%,10418745745333298,15969.536,51.33%,45382560927,0.00,62.52%,64060813922,98.190,74.99%,78288,0.120,652341.598502,999.889,2461,0.004,0,0.000,0,0.000,532550,0.816,532577,0.816,652413.802500,48.176,13.542365033
1616117895490613,1958123.126,60.96%,303120814,0.00%,60.69%,745499956,0.903,75.01%,750374469434848,15.998,75.02%,4690421768141530,5683015.677,75.01%,10018737914266466,12138.918,53.38%,60176824147,0.00,62.48%,77972312076,94.473,74.98%,82541,0.100,825219.829201,999.854,3326,0.004,0,0.000,0,0.000,672404,0.815,672413,0.815,825340.283130,48.131,17.147950099
8475788119,13.911,60.99%,245029807,2.89%,58.88%,601743031,0.988,74.73%,2627319014702815,60.876,74.99%,4315866115030610,7083664.749,75.00%,10144214695876390,16649.779,55.49%,42625042858,0.00,62.50%,62300118073,102.254,74.98%,77087,0.127,609102.878383,999.725,2923,0.005,0,0.000,0,0.000,417335,0.685,417356,0.685,609270.239037,48.196,12.641527628
1391108151600751,1501737.134,60.70%,460682488,0.00%,65.91%,1018826625,1.100,75.00%,1688849184908071,20.493,75.00%,8241264250741140,8896657.348,73.43%,13790021831139490,14886.684,50.01%,93626790359,0.00,62.51%,103794571854,112.049,75.00%,110635,0.119,926110.819577,999.761,4599,0.005,0,0.000,0,0.000,898317,0.970,898400,0.970,926332.658259,48.117,19.251604732
1778345782400918,3142184.776,63.31%,170871051,0.00%,58.87%,508730071,0.899,75.01%,937880964707490,19.996,75.03%,4690307191514472,8287371.331,75.02%,8784561038438974,15521.567,52.87%,28638771465,0.00,62.48%,54069847533,95.537,74.97%,67392,0.119,565723.873012,999.586,2411,0.004,0,0.000,0,0.000,261688,0.462,261696,0.462,565958.372609,48.210,11.739495327
3087161916738481,3441146.868,63.82%,305679805,0.00%,60.68%,827496606,0.922,75.00%,1688503778029258,56.247,75.02%,3001939787207526,3346152.867,75.01%,10585022506499746,11798.739,50.52%,58026954587,0.00,62.49%,85570230100,95.382,74.98%,85116,0.095,897371.897190,1000.268,3362,0.004,0,0.000,0,0.000,582758,0.650,582767,0.650,897131.693247,48.101,18.651181554
1976419667903523,2068937.277,64.09%,312368534,0.00%,58.63%,770700828,0.807,75.00%,1313519454642205,49.995,75.00%,2627298660754365,2750284.377,74.99%,11021713377960754,11537.648,52.35%,59174567841,0.00,62.51%,80108178253,83.858,75.00%,84082,0.088,955084.106489,999.792,2951,0.003,0,0.000,0,0.000,560850,0.587,560867,0.587,955282.545435,48.118,19.852788325
2143688510171583,2351048.548,65.65%,330708517,0.00%,59.41%,780384447,0.856,75.00%,1313554271866303,36.838,75.00%,3565739605092803,3910655.341,74.99%,12098805643782130,13269.129,50.02%,60271024984,0.00,62.51%,80198106532,87.956,75.00%,84155,0.092,911977.117218,1000.193,3154,0.003,0,0.000,0,0.000,716801,0.786,716817,0.786,911801.039504,48.111,18.951990441
5914621277801506,5176614.976,54.73%,449402873,0.00%,70.32%,1066862333,0.934,75.00%,5066505483175804,33.327,75.00%,15202294985088114,13305404.386,74.99%,30951508697886548,27089.485,50.02%,102005613430,0.00,62.51%,112829793198,98.751,75.00%,117839,0.103,1142415.295734,999.869,4711,0.004,0,0.000,0,0.000,712549,0.624,712660,0.624,1142565.422607,48.092,23.758029692
1616202633581623,1595670.959,60.96%,433242180,0.00%,59.38%,1039275691,1.026,74.75%,750417939507407,22.219,75.02%,3377324533992132,3334420.182,75.01%,11526159899899572,11379.736,54.95%,96318103388,0.00,62.49%,108678875942,107.298,74.97%,112218,0.111,1012661.491080,999.797,4869,0.005,0,0.000,0,0.000,978860,0.966,978952,0.967,1012867.110364,48.109,21.053569649
885683193197634,1073005.805,63.56%,433833628,0.00%,61.46%,1016098046,1.231,75.00%,562798306155608,11.999,75.02%,4690398783423918,5682421.392,75.01%,11258156011986142,13639.264,50.00%,96050209310,0.00,62.49%,105576981385,127.907,74.97%,110410,0.134,825366.365939,999.932,4706,0.006,0,0.000,0,0.000,834264,0.001,834384,0.001,825422.554888,48.135,17.147961021
2008914917253482,2948569.320,63.05%,274284019,0.00%,60.69%,674608990,0.990,74.98%,1688581101408810,31.036,75.01%,5440792772311390,7985681.478,75.01%,8501004984315594,12477.284,51.32%,53513752777,0.00,62.49%,69478247266,101.976,74.98%,79295,0.116,681111.651292,999.696,2951,0.004,0,0.000,0,0.000,601502,0.883,601519,0.883,681318.530799,48.170,14.144141875
2338407370484762,2072369.054,60.19%,435476256,0.00%,60.68%,1071870306,0.950,74.99%,2064160870247999,57.897,75.00%,3565209898688479,3159599.460,75.00%,8832003461379004,7827.195,54.18%,96606391411,0.00,62.50%,112239664473,99.470,74.98%,110418,0.098,1128207.889180,999.853,4640,0.004,0,0.000,0,0.000,920848,0.816,920955,0.816,1128374.005491,48.100,23.459116795
5037357017068732,5194582.044,50.29%,328457510,0.00%,74.75%,790172030,0.815,75.01%,1688545831256721,8.999,75.01%,18764228169805400,19349893.682,75.00%,33215926683851472,34252.656,50.00%,60976241274,0.00,62.49%,80510112716,83.023,75.00%,88548,0.091,969496.188164,999.756,3054,0.003,0,0.000,0,0.000,637517,0.657,637527,0.657,969732.882171,48.118,20.153282459
1084614978514458,1361431.679,64.88%,324342246,0.00%,60.17%,740602448,0.930,74.99%,375308205753776,7.694,75.00%,4878196478054324,6123215.477,75.01%,10974371665084492,13775.264,50.01%,60065497261,0.00,62.50%,77129169558,96.814,74.98%,81982,0.103,796395.130057,999.652,3066,0.004,0,0.000,0,0.000,565314,0.710,565322,0.710,796672.352367,48.145,16.547512462
1338976125594456,2198318.645,63.07%,241047213,0.00%,60.95%,589971598,0.969,74.98%,938217811185020,20.837,75.00%,4502654300097447,7392416.272,75.02%,11025572880063474,18101.684,51.06%,41852357356,0.00,62.49%,62471429794,102.565,74.98%,76829,0.126,608931.707111,999.738,2761,0.005,0,0.000,0,0.000,359935,0.591,359960,0.591,609091.010900,48.177,12.642833621
4807920566396214,4316858.484,61.47%,475925422,0.00%,60.45%,1047171079,0.940,75.01%,2439197683367040,24.070,75.01%,10133901313831856,9098864.522,74.99%,28613494222218924,25691.025,53.12%,97237784806,0.00,62.50%,110633596477,99.334,75.00%,116235,0.104,1113609.022705,999.869,4804,0.004,0,0.000,0,0.000,817045,0.734,817139,0.734,1113754.500884,48.095,23.157349154
956224927690868,826379.620,58.87%,454038133,0.00%,61.46%,1024830189,0.886,75.01%,750445964758839,11.427,75.02%,6567301320203690,5675530.738,75.01%,9007533014309282,7784.405,54.69%,93898225958,0.00,62.49%,106235727770,91.810,74.97%,113048,0.098,1156995.113069,999.887,4680,0.004,0,0.000,0,0.000,947102,0.818,947211,0.819,1157125.495994,48.095,24.059088620
1569312060534876,1748324.135,62.78%,292065854,0.00%,58.61%,778639309,0.867,75.01%,1876106120286084,76.913,75.02%,2439258229907702,2717505.424,75.01%,10493190591267854,11690.153,53.65%,58241535717,0.00,62.48%,81458877528,90.751,74.98%,84021,0.094,897486.667657,999.863,3423,0.004,0,0.000,0,0.000,720460,0.803,720472,0.803,897609.332725,48.123,18.652291961
241190263545411,241589.233,58.36%,438989618,0.00%,62.02%,981506108,0.983,74.49%,1125790798297641,18.746,75.01%,6005406181603612,6015340.141,74.99%,9177578835166634,9192.760,55.21%,98064432401,0.00,62.51%,105542889120,105.717,75.00%,111395,0.112,998348.877953,1000.000,4732,0.005,0,0.000,0,0.000,664744,0.666,664834,0.666,998348.562379,48.105,20.753743813
1936698293852449,2523970.207,65.40%,456425666,0.00%,59.67%,946173423,1.233,74.99%,187670026896097,3.703,74.99%,5067446865075830,6604066.805,74.99%,10410204455245280,13566.928,50.02%,93953335006,0.00,62.52%,97850505527,127.522,74.99%,107858,0.141,767380.170986,1000.076,4285,0.006,0,0.000,0,0.000,940464,0.001,940551,0.001,767322.169015,48.119,15.946263577
3458272271383202,3733136.460,52.90%,425878235,0.00%,72.14%,1011948514,1.092,75.00%,4127684706900841,34.370,75.01%,12009571194862752,12964094.374,75.00%,28711215735657800,30993.189,50.00%,95375705791,0.00,62.50%,103665309265,111.905,75.00%,113472,0.122,926260.007681,999.879,4527,0.005,0,0.000,0,0.000,975699,0.001,975776,0.001,926371.781061,48.117,19.252402453
1991281571480992,1885265.854,56.54%,487419538,0.00%,69.78%,1073036919,1.016,74.99%,243928390,0.000,75.02%,5537082718579014,5242288.750,73.71%,13509467822385740,12790.225,50.01%,95187524009,0.00,62.50%,110037810688,104.179,74.98%,111607,0.106,1055983.879281,999.763,5012,0.005,0,0.000,0,0.000,801805,0.759,801912,0.759,1056233.828947,48.107,21.955731697
716605780696095,1098255.999,58.92%,294055750,0.00%,65.37%,664678336,1.019,74.99%,2439591565730594,54.160,75.00%,4504425463646290,6903394.336,74.99%,9416661705792662,14431.791,50.82%,50102119656,0.00,62.52%,68050245192,104.292,74.98%,78483,0.120,652330.674375,999.749,2842,0.004,0,0.000,0,0.000,613828,0.941,613850,0.941,652494.301229,48.181,13.542680779
6669795829613234,7806819.329,63.30%,425765771,0.00%,60.44%,982480501,1.150,75.01%,3752393506967046,29.408,75.01%,12759698834296148,14934889.467,75.00%,34574096573782724,40468.064,51.29%,95762051951,0.00,62.49%,102031978106,119.426,74.99%,115666,0.135,854108.798332,999.712,4681,0.005,0,0.000,0,0.000,787851,0.922,787970,0.922,854355.089946,48.132,17.750316621
3061974063701726,4695805.086,64.35%,263879259,0.00%,60.70%,836775341,1.283,75.02%,1125550362463019,42.849,75.02%,2626788313729330,4028409.669,75.01%,9571738187367562,14679.098,49.99%,49450774829,0.00,62.48%,87708542658,134.509,74.96%,79412,0.122,651694.080062,999.430,2937,0.005,0,0.000,0,0.000,528140,0.810,528154,0.810,652065.834846,48.175,13.535218278
1895533567818588,1679903.292,59.40%,406837933,0.00%,65.62%,1085639163,0.962,74.99%,1313404064522484,25.926,75.01%,5066010657684336,4489716.312,75.01%,9566974623938248,8478.664,50.02%,95365181030,0.00,62.49%,114008269297,101.039,74.99%,112908,0.100,1128259.842424,999.912,4797,0.004,0,0.000,0,0.000,976895,0.866,977001,0.866,1128358.743829,48.099,23.459202981
1434141208580731,1436237.472,58.88%,478068826,0.00%,64.09%,1042883680,1.044,75.00%,2251603930879355,57.136,75.01%,3940813041099438,3946573.272,75.00%,9727788333572512,9742.007,52.08%,97174529044,0.00,62.51%,107736182975,107.894,75.00%,111019,0.111,998299.279353,999.758,4438,0.004,0,0.000,0,0.000,681691,0.683,681789,0.683,998540.447612,48.111,20.754897948
1385040390404954,2447947.651,60.97%,157405426,0.00%,64.09%,485546744,0.858,75.02%,3188907012117210,121.396,75.03%,2626855306690173,4642755.780,75.01%,9290260237774070,16419.789,49.99%,27203985054,0.00,62.46%,49270367119,87.081,74.96%,65095,0.115,565632.630033,999.710,2386,0.004,0,0.000,0,0.000,271126,0.479,271133,0.479,565796.572382,48.196,11.739469010
6276913112620022,6286540.171,62.78%,440374852,0.00%,60.45%,1029327253,1.031,75.00%,5441526937391476,49.148,75.00%,11071778181593948,11088759.244,75.00%,34758555305497712,34811.865,51.83%,95599425136,0.00,62.51%,108192623916,108.359,75.01%,117892,0.118,998316.511493,999.848,5116,0.005,0,0.000,0,0.000,889231,0.891,889321,0.891,998468.623766,48.112,20.753148771
1106821176257458,1317785.268,63.58%,448244184,0.00%,61.22%,960473424,1.144,74.99%,1313578253309276,29.164,75.00%,4504044767506312,5362531.880,74.99%,10916257453964168,12996.935,50.28%,95550333861,0.00,62.51%,99930513726,118.978,75.00%,110051,0.131,839719.453594,999.773,4664,0.006,0,0.000,0,0.000,705888,0.840,705997,0.841,839910.114977,48.137,17.448160894
689606609396896,671230.968,61.23%,401870926,0.00%,61.74%,1069513013,1.041,74.99%,562968909439339,11.537,75.00%,4879547078859330,4749523.952,74.99%,11345299800478166,11042.987,52.10%,94186071449,0.00,62.51%,111553681515,108.581,75.00%,111718,0.109,1027118.623040,999.749,5144,0.005,0,0.000,0,0.000,764917,0.745,765018,0.745,1027376.033403,48.112,21.353909337
3841744379975982,3448886.880,58.61%,451314617,0.00%,64.87%,1086139538,0.975,75.00%,4690592031045678,43.853,75.01%,10696250664896836,9602450.068,75.00%,31660571024176800,28422.955,51.56%,96760806520,0.00,62.51%,114546545389,102.833,75.00%,118084,0.106,1113659.380833,999.776,5052,0.005,0,0.000,0,0.000,799898,0.718,800005,0.718,1113908.490945,48.102,23.157208794
1816104641587716,2023440.166,62.00%,424655663,0.00%,62.78%,1005153893,1.120,75.01%,1876060665440501,47.610,75.02%,3940438222935877,4390298.218,75.00%,9801855527147396,10920.884,50.25%,95552858163,0.00,62.47%,104388127041,116.306,74.98%,110902,0.124,897288.269703,999.727,4892,0.005,0,0.000,0,0.000,846044,0.943,846124,0.943,897533.157785,48.123,18.650656980
7203601949327486,8725637.903,62.52%,418133864,0.00%,60.94%,968916626,1.174,75.01%,3189190440921313,22.366,75.02%,14259162480220192,17271954.985,75.01%,32750485511931948,39670.276,51.57%,95329935503,0.00,62.48%,100350346068,121.553,74.98%,117405,0.142,825339.511493,999.724,4756,0.006,0,0.000,0,0.000,930568,0.001,930677,0.001,825567.371647,48.141,17.148937422
1397287479202401,1254375.221,60.43%,395548981,0.00%,63.56%,1066407187,0.957,75.01%,1876211428493284,47.611,75.01%,3940750265945345,3537696.831,75.00%,10202694130952164,9159.179,51.04%,94165599907,0.00,62.49%,111078941901,99.718,74.99%,112824,0.101,1113641.126986,999.740,4764,0.004,0,0.000,0,0.000,757389,0.680,757487,0.680,1113931.027491,48.102,23.157713578
1098190364100574,1404103.419,64.08%,474052268,0.00%,59.15%,1006688571,1.287,75.02%,1313248844814803,25.919,75.02%,5066796106583282,6478208.123,75.00%,14124906204449274,18059.555,51.81%,96898415321,0.00,62.49%,104800888949,133.994,74.98%,109803,0.140,782078.871455,999.936,4342,0.006,0,0.000,0,0.000,1079900,0.001,1080024,0.001,782129.257103,48.142,16.246418595
2531571182221682,3066589.854,50.03%,451858444,0.00%,75.00%,983101106,1.191,75.02%,3189025370050869,24.631,75.02%,12947223769589362,15683471.721,75.00%,26180828843200428,31713.848,49.99%,96816786583,0.00,62.48%,104851785902,127.011,74.98%,113847,0.138,825354.967214,999.784,4704,0.006,0,0.000,0,0.000,952880,0.001,953005,0.001,825533.019730,48.140,17.148490803
2288772271992827,2822210.403,61.49%,433882264,0.00%,58.89%,996896518,1.229,75.00%,1688835757613369,56.240,75.00%,3002929828526075,3702814.781,74.99%,11836588397079342,14595.311,54.69%,96205654607,0.00,62.51%,104188808883,128.472,75.00%,110678,0.136,810741.773485,999.699,4569,0.006,0,0.000,0,0.000,966639,0.001,966755,0.001,810985.697574,48.137,16.847282689
1524727283387809,1444339.798,64.61%,461939904,0.00%,60.43%,1025501814,0.971,74.99%,1125997837109825,23.080,74.99%,4878624988021414,4621411.519,75.00%,9286521611597368,8796.913,50.01%,95131913363,0.00,62.50%,106889795152,101.254,74.99%,111357,0.105,1055905.338054,1000.235,4722,0.004,0,0.000,0,0.000,621930,0.589,622024,0.589,1055656.906625,48.080,21.956135026
1466536076715974,1716678.298,57.58%,487362844,0.00%,65.92%,950624513,1.113,75.01%,2063932787847442,49.991,75.01%,4128578031289043,4832775.969,74.99%,11464134514075012,13419.534,51.56%,94549194383,0.00,62.50%,101546524391,118.867,75.00%,110002,0.129,854077.764511,999.755,5066,0.006,0,0.000,0,0.000,847910,0.993,848021,0.993,854287.071800,48.130,17.749432523
1701283752468092,2060606.011,66.18%,351210542,0.00%,58.35%,774346086,0.938,74.99%,187643869168707,4.762,75.00%,3940365795656616,4772596.831,75.01%,11975851328753322,14505.229,50.53%,62266499516,0.00,62.50%,81175985062,98.321,74.98%,84603,0.102,825547.704543,999.909,2752,0.003,0,0.000,0,0.000,532871,0.645,532891,0.645,825623.017230,48.143,17.149361603
2196021304820180,3156764.181,64.09%,276562129,0.00%,59.94%,659399398,0.948,75.01%,750541051296068,21.049,75.01%,3565757494637411,5125749.696,74.99%,11303247033509836,16248.333,51.05%,51899110128,0.00,62.51%,68466765586,98.420,75.01%,83211,0.120,695647.037351,999.987,2942,0.004,0,0.000,0,0.000,605438,0.870,605473,0.870,695655.797871,48.162,14.444168171
1089243166676754,1213588.172,64.60%,479053113,0.00%,60.43%,1006042148,1.121,75.01%,375210937789548,6.666,75.02%,5628947798600920,6271533.005,75.01%,10415971685040728,11605.030,49.99%,98623762999,0.00,62.48%,103637073948,115.468,74.97%,112195,0.125,897362.596191,999.803,4470,0.005,0,0.000,0,0.000,957586,0.001,957690,0.001,897539.372625,48.123,18.650982922
2798223771150606,3390002.407,65.38%,331649186,0.00%,59.65%,821563908,0.995,75.01%,562797836460516,13.635,75.02%,4127698424276855,5000639.240,75.01%,9853259035197712,11937.062,49.99%,60889073768,0.00,62.48%,84800621727,102.735,74.97%,83385,0.101,825189.180646,999.703,3294,0.004,0,0.000,0,0.000,609419,0.738,609433,0.738,825434.154784,48.137,17.147501367
4806222113141814,7896459.661,61.49%,259455316,0.00%,59.13%,621124101,1.020,75.00%,5065092042022648,45.758,75.02%,11069183316616382,18186292.161,75.01%,35419656243625016,58193.292,54.44%,43991104223,0.00,62.49%,65495797797,107.607,74.97%,81234,0.133,608765.177266,1000.181,3140,0.005,0,0.000,0,0.000,308461,0.507,308486,0.507,608655.311299,48.151,12.640537868
1878448006275555,3083703.295,59.94%,255767253,0.00%,65.11%,609094349,1.000,74.99%,750446236258186,22.222,75.02%,3377061359556907,5543861.318,75.01%,11817952942985954,19400.622,50.02%,42881144235,0.00,62.49%,64123060801,105.266,74.97%,75333,0.124,608943.469965,999.656,2809,0.005,0,0.000,0,0.000,352213,0.578,352228,0.578,609153.289672,48.185,12.641888313
1708431506232381,1999793.322,65.90%,483819212,0.00%,59.13%,980885895,1.148,75.01%,562797302489104,9.090,75.02%,6191427086431550,7247334.468,75.01%,10416966661141790,12193.512,49.99%,96216919444,0.00,62.48%,102810336488,120.344,74.97%,109486,0.128,854288.306917,999.982,4510,0.005,0,0.000,0,0.000,731728,0.857,731857,0.857,854304.036066,48.128,17.750608172
3526724543001935,5404592.241,63.85%,264638756,0.00%,61.23%,640141835,0.981,75.00%,1876612642626960,16.127,75.00%,11636126091655210,17831990.001,74.99%,27571891362719164,42253.039,50.02%,48814800572,0.00,62.51%,67301818040,103.138,74.99%,84601,0.130,652411.288049,999.799,2694,0.004,0,0.000,0,0.000,462697,0.709,462714,0.709,652542.205959,48.181,13.543653291
3048770825447865,4672931.718,64.63%,268650840,0.00%,60.45%,765067581,1.173,74.99%,187660443869499,3.846,75.00%,4879752463913812,7479325.726,74.99%,12378524367896280,18972.892,50.03%,50337352795,0.00,62.52%,79526571935,121.892,75.00%,78741,0.121,652314.880244,999.820,2651,0.004,0,0.000,0,0.000,500079,0.766,500109,0.767,652432.136639,48.176,13.542621461
1742886336199756,1797265.453,64.60%,471296610,0.00%,58.87%,997655179,1.029,75.01%,938017253864273,21.737,75.02%,4315262695679496,4449901.525,75.01%,9827391424059250,10134.012,51.56%,94559662699,0.00,62.49%,101828577218,105.006,74.97%,111145,0.115,969537.629310,999.788,4779,0.005,0,0.000,0,0.000,894575,0.922,894671,0.923,969743.413788,48.118,20.153625805
5597242141956162,6551740.901,65.37%,338126942,0.00%,59.68%,754254145,0.883,75.01%,1688695617166514,10.975,75.01%,15387122102231424,18011090.938,75.00%,36594265687790328,42834.693,50.00%,61363697338,0.00,62.50%,78208352542,91.545,75.00%,87995,0.103,854085.706132,999.733,3366,0.004,0,0.000,0,0.000,647282,0.758,647294,0.758,854313.720085,48.129,17.750516716
