branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
1074296552641733,2056387.209,52.40%,136994304,0.00%,72.68%,400220782,0.766,75.01%,36960832,0.000,75.01%,6567592629912324,12571494.756,75.00%,9572821823611128,18324.017,49.99%,18483874973,0.00,62.49%,41034946707,78.548,74.99%,57371,0.110,522317.649146,999.805,2227,0.004,0,0.000,0,0.000,188886,0.362,188889,0.362,522419.390660,48.203,10.837935399
2103984645962554,3817612.994,60.20%,136209760,0.00%,59.44%,390125528,0.708,75.01%,2439166174855741,99.968,75.01%,2439954978229382,4427220.440,74.98%,9643265844148010,17497.398,55.46%,19757416021,0.00,62.52%,41296869313,74.932,75.00%,58131,0.105,551095.094254,999.944,2326,0.004,0,0.000,0,0.000,183697,0.333,183705,0.333,551125.703191,48.178,11.439268675
5709749150889226,10352193.284,64.09%,144309388,0.00%,59.18%,385114429,0.698,75.01%,1313346329178438,9.090,75.01%,14448600343309576,26196370.363,75.00%,36115020438050608,65479.176,51.83%,20151758078,0.00,62.52%,40325047100,73.112,75.01%,63340,0.115,551358.592045,999.653,2380,0.004,0,0.000,0,0.000,184760,0.335,184762,0.335,551549.704901,48.215,11.439443175
1556064802892593,2977567.638,63.31%,132395775,0.00%,61.76%,379812821,0.727,75.02%,375188425010709,9.089,75.02%,4127803599299677,7898652.028,75.01%,9856969672223096,18861.550,49.97%,17763460561,0.00,62.47%,39470638937,75.528,74.98%,55031,0.105,522400.299584,999.626,2305,0.004,0,0.000,0,0.000,177685,0.340,177688,0.340,522595.954915,48.212,10.839563506
2988451719784047,5570588.220,65.93%,138006817,0.00%,59.14%,393380555,0.733,74.98%,375257632057048,8.334,75.01%,4502660279308038,8393130.845,75.02%,10411515997512536,19407.464,50.01%,18601988717,0.00,62.50%,41370520174,77.116,74.97%,56316,0.105,536615.264057,1000.271,2329,0.004,0,0.000,0,0.000,187530,0.350,187533,0.350,536469.687219,48.158,11.139722364
1405173325761796,2616025.525,50.08%,137770579,0.00%,74.99%,398473798,0.742,74.98%,750522550602883,13.334,75.01%,5628655581363636,10478925.556,75.01%,10129874384228450,18858.891,50.02%,20251726846,0.00,62.49%,40750569078,75.866,74.98%,57223,0.107,536984.672784,999.710,2480,0.005,0,0.000,0,0.000,195214,0.363,195220,0.363,537140.525662,48.217,11.140163561
1556234129674115,2977984.866,63.30%,139195904,0.00%,60.98%,369865818,0.708,75.02%,187589126691656,3.571,75.02%,5253192392618438,10052425.366,75.01%,9706307148613018,18573.835,50.75%,19465721909,0.00,62.47%,37862768150,72.454,74.98%,57291,0.110,522502.367098,999.852,2149,0.004,0,0.000,0,0.000,187136,0.358,187139,0.358,522579.596589,48.215,10.838502220
2515733159299055,4952480.987,61.54%,134834472,0.00%,61.23%,368085782,0.725,74.99%,1501426364161207,53.327,74.99%,2815525475655023,5542653.177,74.98%,11554239211455078,22745.715,52.38%,19182579254,0.00,62.52%,37348929956,73.525,74.97%,56546,0.111,507897.384445,999.849,2126,0.004,0,0.000,0,0.000,196922,0.388,196925,0.388,507974.319478,48.206,10.537575073
2279247835150123,4027277.327,61.75%,121627540,0.00%,63.29%,383419745,0.677,75.01%,375160506513478,8.332,75.03%,4502846392947339,7956226.131,75.01%,10694394621773038,18896.275,50.01%,19912637363,0.00,62.47%,40944902107,72.347,74.96%,57775,0.102,565829.857875,999.783,2429,0.004,0,0.000,0,0.000,187016,0.330,187019,0.330,565952.540630,48.206,11.740255478
7656904021542376,13886264.063,66.17%,143788020,0.00%,58.92%,395827787,0.718,75.00%,2814708185499724,17.043,75.00%,16515233191023836,29951386.161,74.99%,29548979080163956,53588.882,50.01%,20122471327,0.00,62.52%,41497337322,75.258,75.00%,64480,0.117,551220.463093,999.672,2450,0.004,0,0.000,0,0.000,188353,0.342,188356,0.342,551401.297499,48.202,11.439502091
1581631234952172,3111950.605,62.29%,120839676,0.00%,60.47%,387661961,0.763,75.00%,1688787058361841,42.846,75.00%,3941563458968454,7755253.261,74.98%,10752489701664002,21156.143,52.36%,19121932074,0.00,62.52%,40209048379,79.114,75.00%,57352,0.113,508118.499321,999.752,2150,0.004,0,0.000,0,0.000,179933,0.354,179937,0.354,508244.325013,48.222,10.539662598
477667006575977,866652.386,58.93%,135487638,0.00%,62.28%,421015317,0.764,75.00%,938341661725675,19.995,74.99%,4692963062949892,8514650.544,74.97%,10700949819180154,19415.207,53.92%,19367596664,0.00,62.52%,44381048256,80.522,74.99%,58214,0.106,551002.903739,999.709,2077,0.004,0,0.000,0,0.000,182880,0.332,182883,0.332,551163.320039,48.208,11.432978453
1124613817654632,2151190.929,50.06%,123951990,0.00%,75.02%,370482700,0.709,75.02%,32693286,0.000,75.03%,5253876311627006,10049752.981,75.00%,11821877125436698,22613.198,50.00%,16487698404,0.00,62.50%,37599174915,71.921,74.99%,56033,0.107,522565.007856,999.576,2135,0.004,0,0.000,0,0.000,184205,0.352,184211,0.352,522786.611935,48.229,10.839626645
1769781275876429,3481832.323,63.62%,127357997,0.00%,61.23%,374754047,0.737,74.98%,31198951,0.000,74.98%,5067092841206614,9968897.218,74.99%,8674425199232234,17065.891,50.30%,17103919354,0.00,62.52%,38859972029,76.452,74.97%,54876,0.108,507969.984357,999.370,2225,0.004,0,0.000,0,0.000,180651,0.355,180655,0.355,508290.208068,48.226,10.539792574
1333697934731259,2418049.454,63.31%,123059457,0.00%,61.76%,457377465,0.829,75.01%,2063786680261858,61.093,75.01%,3378089271750660,6124615.408,74.99%,10129494615502146,18365.192,50.02%,19303436046,0.00,62.51%,48062497464,87.139,75.01%,58476,0.106,551397.066420,999.706,2377,0.004,0,0.000,0,0.000,190393,0.345,190398,0.345,551559.411800,48.213,11.440102100
1116089196161715,2135713.883,63.05%,124058468,0.00%,62.02%,353962623,0.677,75.02%,1313144867181515,36.832,75.02%,3565251142122129,6822354.690,75.00%,11828156752956068,22633.996,49.97%,18039518205,0.00,62.48%,37163506947,71.115,74.98%,54888,0.105,522459.899182,999.763,2350,0.004,0,0.000,0,0.000,178242,0.341,178246,0.341,522583.668597,48.212,10.839297625
3957820032652393,7571715.704,60.45%,132035708,0.00%,61.23%,393885808,0.754,75.03%,6565042005761758,58.315,75.03%,11257813584573804,21537352.181,75.01%,33754193691211248,64575.235,53.37%,20780520716,0.00,62.47%,39876311715,76.287,74.97%,63443,0.121,522541.056757,999.675,2265,0.004,0,0.000,0,0.000,182361,0.349,182365,0.349,522711.124850,48.221,10.839823696
892221279928770,1755194.667,63.10%,134771686,0.00%,59.95%,366414699,0.721,75.00%,750690655701794,16.663,74.99%,4505106252806818,8862530.682,74.97%,10803260069423086,21252.379,52.11%,18267204282,0.00,62.53%,38640557201,76.014,74.98%,56648,0.111,508116.076526,999.576,2345,0.005,0,0.000,0,0.000,183028,0.360,183033,0.360,508331.808873,48.231,10.539472839
280860463646982,552629.471,50.11%,125407371,0.00%,74.99%,353573157,0.696,74.99%,1688898571349536,32.135,75.00%,5255634322566876,10341143.699,74.98%,11813521891824326,23244.640,50.04%,16378246955,0.00,62.51%,36399460062,71.621,74.99%,54424,0.107,508040.638403,999.636,2360,0.005,0,0.000,0,0.000,187346,0.369,187350,0.369,508225.634965,48.224,10.538911371
1608959878648503,3079744.666,61.23%,127106348,0.00%,59.18%,395296011,0.757,75.02%,937991720587206,31.240,75.02%,3002524399456309,5747196.450,75.00%,12100366075906382,23161.571,54.67%,19311875505,0.00,62.48%,40343607989,77.223,75.00%,57399,0.110,522316.925862,999.778,2442,0.005,0,0.000,0,0.000,190600,0.365,190603,0.365,522432.881036,48.201,10.838544281
707445594784983,1316893.372,59.68%,133166978,0.00%,63.04%,396868917,0.739,74.98%,1688624240244804,33.334,75.01%,5065699925608726,9429681.529,75.01%,9406495202994632,17509.970,52.37%,19538120382,0.00,62.50%,42183436707,78.523,74.98%,58411,0.109,536985.213997,999.585,2413,0.004,0,0.000,0,0.000,197941,0.368,197946,0.368,537207.954499,48.229,11.138730439
1093495622616156,2214636.862,64.35%,122809798,0.00%,60.69%,350559218,0.710,75.00%,375127508624768,7.691,75.03%,4877376778230570,9878062.771,75.02%,8724564164142052,17669.702,50.01%,18195554245,0.00,62.48%,36958158484,74.851,74.96%,55029,0.111,493673.541448,999.828,2350,0.005,0,0.000,0,0.000,187716,0.380,187720,0.380,493758.431290,48.229,10.237893674
885564850939404,1694488.975,63.57%,124892301,0.00%,61.50%,361519185,0.692,75.03%,938003013265240,24.993,75.02%,3753065051826663,7181323.138,75.00%,9573674088390032,18318.800,49.98%,17642605009,0.00,62.49%,38817356636,74.275,74.98%,53565,0.102,522395.153883,999.580,2045,0.004,0,0.000,0,0.000,173685,0.332,173689,0.332,522614.701993,48.220,10.838145060
5228483998220240,10003328.418,64.60%,133892674,0.00%,60.46%,386549996,0.740,75.02%,2626273533946454,16.274,75.02%,16137711487609580,30875264.797,75.00%,34346414077136904,65712.826,49.99%,19578554539,0.00,62.49%,39928804199,76.393,74.98%,63907,0.122,522502.812594,999.672,2603,0.005,0,0.000,0,0.000,183339,0.351,183341,0.351,522674.431898,48.222,10.838823385
1328848736038179,2409943.720,52.95%,138372820,0.00%,72.40%,382663192,0.694,75.00%,187660322657037,2.930,75.00%,6403782122576520,11613627.716,74.72%,10691053944279774,19388.842,50.02%,19661109031,0.00,62.53%,40716901246,73.842,75.00%,60181,0.109,551179.965011,999.597,2357,0.004,0,0.000,0,0.000,188440,0.342,188442,0.342,551402.393736,48.204,11.438831977
1505907110934318,2963051.309,65.42%,128748473,0.00%,59.68%,372360506,0.733,74.99%,187650940752776,4.166,75.00%,4504666279685036,8863466.559,74.98%,10126872893186062,19925.827,50.03%,17645096761,0.00,62.52%,38250265427,75.262,74.98%,55819,0.110,508115.199937,999.777,2236,0.004,0,0.000,0,0.000,186020,0.366,186024,0.366,508228.496143,48.230,10.537647899
2348830956750450,4150869.824,65.91%,137420363,0.00%,58.35%,394786448,0.698,75.01%,38860872,0.000,75.03%,6190651114551346,10940160.181,75.02%,9702976975243994,17147.166,50.77%,18864199372,0.00,62.48%,40598568074,71.746,74.96%,57213,0.101,565635.680084,999.595,2213,0.004,0,0.000,0,0.000,188615,0.333,188618,0.333,565864.759965,48.198,11.740504791
915453073915299,1751953.125,61.49%,119619655,0.00%,59.94%,414314262,0.793,75.02%,2251142745909619,85.689,75.02%,2627100821080985,5027627.986,75.00%,11285491437421356,21597.668,53.62%,19073257526,0.00,62.48%,43551258041,83.346,74.99%,57585,0.110,522338.901299,999.629,2221,0.004,0,0.000,0,0.000,183996,0.352,183998,0.352,522532.858106,48.211,10.838421015
275355002341977,512813.603,51.11%,130388195,0.00%,74.97%,386654710,0.720,75.00%,38229368,0.000,75.03%,6277613463856024,11691255.110,73.98%,10979023274693546,20447.032,49.99%,18453217442,0.00,62.49%,38284521405,71.300,74.98%,58068,0.108,536779.536653,999.683,2295,0.004,0,0.000,0,0.000,189012,0.352,189016,0.352,536949.489562,48.203,11.139447581
1286345607762419,2332969.624,65.65%,142666274,0.00%,59.43%,417486510,0.757,75.00%,34004342,0.000,75.01%,4316501643932066,7828585.999,74.99%,11819276983286016,21435.930,50.01%,18880652288,0.00,62.52%,43844323187,79.518,75.00%,57834,0.105,551240.309158,999.752,2199,0.004,0,0.000,0,0.000,189000,0.343,189002,0.343,551376.920968,48.201,11.439043396
4779092489918946,9144667.283,58.90%,120729605,0.00%,66.17%,412178708,0.789,75.02%,7315815730238930,54.909,75.03%,13323638368792948,25494430.196,75.00%,29002635288489632,55495.777,49.98%,18528522452,0.00,62.49%,42244034880,80.833,74.98%,59998,0.115,522482.677223,999.757,2031,0.004,0,0.000,0,0.000,182166,0.349,182170,0.349,522609.772656,48.214,10.839333219
3586207237816340,7056380.509,66.72%,131267849,0.00%,58.39%,366226501,0.721,75.00%,32614870,0.000,74.99%,4504990262495312,8864218.762,74.98%,10689845419480098,21033.814,50.03%,17692691639,0.00,62.53%,37813753078,74.404,74.99%,54254,0.107,508037.933715,999.638,2173,0.004,0,0.000,0,0.000,180176,0.355,180178,0.355,508221.918181,48.224,10.538748109
1886292993717710,3511748.933,59.69%,130970762,0.00%,62.26%,382570352,0.712,74.98%,1125830265217489,27.273,75.00%,4128066508116589,7685302.974,75.00%,10591791147645304,19718.947,53.15%,18972519747,0.00,62.51%,40336814133,75.096,74.97%,57999,0.108,536919.395669,999.593,2512,0.005,0,0.000,0,0.000,187057,0.348,187063,0.348,537137.770895,48.216,11.140184189
1748773299049546,3257417.667,64.38%,123268834,0.00%,60.70%,375339039,0.699,74.98%,1876699575322490,58.825,74.99%,3190286166983498,5942505.257,74.99%,9000639847382826,16765.377,50.04%,18478955388,0.00,62.51%,39104765744,72.840,74.99%,54646,0.102,536936.969736,1000.146,2112,0.004,0,0.000,0,0.000,183101,0.341,183107,0.341,536858.787463,48.195,11.139324991
2131555080629431,3969236.711,59.42%,131218580,0.00%,63.02%,392762804,0.731,74.99%,937959314973456,31.249,75.02%,3001532430468255,5589249.286,75.02%,10699354128671560,19923.609,52.62%,18696608465,0.00,62.48%,41335733502,76.973,74.96%,55885,0.104,536760.555373,999.519,2396,0.004,0,0.000,0,0.000,185337,0.345,185341,0.345,537018.886917,48.210,11.139188670
1173452930735913,2309569.626,59.97%,125983699,0.00%,60.20%,372951789,0.734,74.74%,1501167682184456,57.119,75.00%,2628119189678522,5172618.429,74.97%,10193326547490386,20062.328,55.23%,17974600034,0.00,62.52%,39270277615,77.291,74.98%,54143,0.107,508028.358921,999.893,2310,0.005,0,0.000,0,0.000,179834,0.354,179839,0.354,508082.942128,48.217,10.537486660
1708404213450393,3268740.905,65.90%,131840019,0.00%,59.16%,341763888,0.654,75.01%,31817334,0.000,75.02%,4878296625417492,9333790.916,75.01%,8729348683351314,16702.124,49.98%,17675454132,0.00,62.48%,36608365841,70.044,74.98%,53871,0.103,522390.083228,999.505,2248,0.004,0,0.000,0,0.000,180169,0.345,180173,0.345,522649.014701,48.223,10.838058837
1361500479337929,2469210.700,62.02%,119925561,0.00%,63.06%,373110369,0.677,75.00%,2064048622041956,78.549,75.00%,2627708095076602,4765598.722,74.98%,10692984573079382,19392.745,50.01%,19274145743,0.00,62.52%,39718688801,72.034,75.01%,56525,0.103,551190.407625,999.636,2418,0.004,0,0.000,0,0.000,187356,0.340,187360,0.340,551390.968602,48.202,11.439091929
1261478937060452,2414319.741,55.78%,123270286,0.00%,69.29%,385946912,0.739,75.01%,1875811277590877,58.803,75.03%,3189980918419567,6105241.774,75.00%,11261511198410430,21553.185,49.99%,20169688443,0.00,62.48%,39262024129,75.143,74.99%,57558,0.110,522327.826636,999.673,2282,0.004,0,0.000,0,0.000,195123,0.373,195126,0.373,522498.704646,48.207,10.838560599
2583523285299740,4685709.485,59.92%,133119655,0.00%,61.27%,391403762,0.710,75.02%,750497478675632,19.043,75.01%,3940969182165773,7147695.080,74.99%,10968672823349110,19893.769,53.89%,19693250640,0.00,62.50%,39688044764,71.982,75.01%,56753,0.103,551439.417412,1000.140,2049,0.004,0,0.000,0,0.000,193906,0.352,193911,0.352,551362.241659,48.195,11.440302379
2068585863776085,3958404.355,61.23%,126230336,0.00%,59.68%,374303049,0.716,75.02%,1125575678169077,37.489,75.02%,3002406459618427,5745344.688,75.00%,10393381630469410,19888.566,54.16%,18537538977,0.00,62.50%,38610040671,73.883,74.98%,55102,0.105,522482.446130,999.812,2248,0.004,0,0.000,0,0.000,185240,0.354,185243,0.354,522580.736649,48.211,10.839346045
2998376467410572,5899410.786,56.33%,115978352,0.00%,68.78%,352851466,0.694,75.00%,4503626186423260,42.092,75.00%,10699429786277096,21051503.096,74.98%,25885281661217364,50930.199,50.02%,17863139470,0.00,62.53%,36581436934,71.975,75.01%,58567,0.115,508210.113867,999.921,2342,0.005,0,0.000,0,0.000,184604,0.363,184607,0.363,508250.158540,48.225,10.539054117
1396508662693473,2599708.521,60.47%,125274878,0.00%,64.59%,387642184,0.722,74.98%,2439439510525259,61.912,75.00%,3940201177858089,7334988.210,75.01%,10407222799104026,19373.847,50.04%,19790993605,0.00,62.49%,40230787629,74.893,74.98%,60404,0.112,537046.456565,999.753,2417,0.004,0,0.000,0,0.000,189130,0.352,189135,0.352,537178.938147,48.219,11.140372724
459624753838057,855905.154,61.24%,122534913,0.00%,59.13%,394481369,0.735,74.98%,1688582321310172,50.004,75.01%,3376903788607459,6288411.002,75.02%,11318193693335986,21076.542,54.71%,18720209701,0.00,62.49%,40628010856,75.657,74.97%,56932,0.106,536788.430807,999.598,2323,0.004,0,0.000,0,0.000,182726,0.340,182730,0.340,537004.306447,48.209,11.139088546
1303153313938351,2564132.178,54.00%,125470906,0.00%,71.10%,363930927,0.716,74.99%,938360984321393,26.312,74.99%,3566319047649270,7017219.947,74.98%,10406886350546220,20476.971,50.04%,18223661703,0.00,62.52%,37692766949,74.166,75.00%,53880,0.106,507990.312723,999.540,2255,0.004,0,0.000,0,0.000,175888,0.346,175891,0.346,508223.922684,48.227,10.538173805
701056409785260,1379507.008,60.23%,122180888,0.00%,63.83%,350554882,0.690,74.99%,1501387430850703,47.048,74.99%,3191167682220065,6279435.035,74.97%,11295909767624388,22227.579,51.08%,18760551068,0.00,62.52%,37760547732,74.303,74.99%,54246,0.107,507983.929201,999.588,2013,0.004,0,0.000,0,0.000,188168,0.370,188172,0.370,508193.438460,48.226,10.537790157
1120621024209927,2146247.977,62.79%,117937705,0.00%,60.98%,368510733,0.706,75.02%,2438915110038228,81.235,75.02%,3002305036589342,5750107.282,75.00%,9606086678633674,18397.874,51.28%,18887493763,0.00,62.49%,38337161346,73.425,75.00%,57306,0.110,522197.995522,1000.130,2091,0.004,0,0.000,0,0.000,184599,0.354,184603,0.354,522130.264606,48.173,10.838744074
4892075344486272,9363835.681,66.17%,129103855,0.00%,58.90%,376084667,0.720,75.02%,35588253,0.000,75.02%,3189821706200321,6105581.825,75.01%,10699959135464588,20480.604,49.98%,17276418578,0.00,62.48%,37682385000,72.127,74.97%,55619,0.106,522461.049881,1000.034,2163,0.004,0,0.000,0,0.000,184213,0.353,184219,0.353,522443.527545,48.202,10.838639134
4888107016822384,9101843.388,63.34%,141457938,0.00%,61.74%,422808804,0.787,74.98%,1689119594903780,14.064,74.99%,12010531265601200,22364071.450,74.99%,26436375266756700,49225.548,50.04%,22009886236,0.00,62.50%,44333384473,82.550,74.99%,61436,0.114,537026.285916,999.964,2539,0.005,0,0.000,0,0.000,199785,0.372,199791,0.372,537045.827830,48.213,11.138969327
1111459484603709,2125931.379,63.31%,126047429,0.00%,61.75%,384855439,0.736,75.02%,2813788124998215,74.985,75.03%,3752489644196771,7177531.522,75.01%,9009443856259686,17232.710,49.99%,17948605810,0.00,62.49%,39680034608,75.898,74.99%,55314,0.106,522592.456391,999.583,2318,0.004,0,0.000,0,0.000,178927,0.342,178929,0.342,522810.611539,48.229,10.840148470
1499066586403069,2949914.909,56.33%,126200936,0.00%,68.76%,368609112,0.725,75.00%,32885583,0.000,75.00%,5818973123947134,11450775.921,74.98%,11813401277172746,23246.818,50.04%,18619730993,0.00,62.51%,38896740783,76.542,74.99%,55771,0.110,508054.264413,999.767,2075,0.004,0,0.000,0,0.000,180045,0.354,180049,0.354,508172.822868,48.223,10.537960412
1740539060477486,3426058.040,56.60%,135222965,0.00%,68.50%,358054186,0.705,74.99%,563028402373340,15.787,74.99%,3566393129292152,7020049.208,74.98%,11531936295512630,22699.337,50.04%,17388348843,0.00,62.51%,37746470661,74.300,74.99%,53885,0.106,507939.369747,999.822,2030,0.004,0,0.000,0,0.000,179396,0.353,179400,0.353,508029.648157,48.210,10.537863771
280981603575810,523316.841,50.09%,136177275,0.00%,74.98%,381978675,0.711,74.98%,1876359798739339,40.001,75.01%,4690789283018658,8736404.796,75.01%,10690913762127632,19911.393,50.02%,18977232063,0.00,62.50%,40111330959,74.706,74.99%,56026,0.104,536863.331291,999.886,2075,0.004,0,0.000,0,0.000,195440,0.364,195442,0.364,536924.443468,48.198,11.139932283
661442437497396,1265419.170,63.83%,120067443,0.00%,60.71%,369641263,0.707,75.03%,1875760724118661,58.810,75.03%,3189548062443107,6101990.184,75.01%,10589351888511240,20258.708,50.50%,17613502902,0.00,62.47%,38283180972,73.240,74.98%,54891,0.105,522555.006034,999.711,2040,0.004,0,0.000,0,0.000,178205,0.341,178208,0.341,522706.193584,48.224,10.839060845
1280677259870788,2384669.465,65.94%,138252287,0.00%,59.13%,359413423,0.669,74.98%,32435654,0.000,75.00%,3939832671749120,7336117.353,75.02%,10973465654016970,20433.008,50.02%,18686931206,0.00,62.50%,38269833377,71.260,74.96%,54566,0.102,536852.071744,999.639,2050,0.004,0,0.000,0,0.000,178286,0.332,178288,0.332,537046.026168,48.211,11.139557543
2431557454316091,4527785.378,57.88%,138200385,0.00%,64.33%,383617289,0.714,74.99%,5629416668312782,51.724,75.00%,10883466479044426,20266023.448,75.00%,26876200753922376,50045.977,52.89%,20221560498,0.00,62.51%,40546307726,75.501,74.97%,60988,0.114,536948.356999,999.848,2261,0.004,0,0.000,0,0.000,183743,0.342,183747,0.342,537030.192766,48.209,11.139700173
1636640677061174,3130698.218,60.19%,134576084,0.00%,62.02%,371165805,0.710,75.02%,1876018086071473,49.987,75.02%,3752990196651039,7179022.179,75.00%,8785382734442976,16805.388,52.86%,18363373431,0.00,62.50%,38042516976,72.771,74.98%,56057,0.107,522509.607399,999.498,1971,0.004,0,0.000,0,0.000,182214,0.349,182220,0.349,522771.779097,48.226,10.840051129
1778295934025462,3402676.869,63.31%,116489759,0.00%,61.76%,375929492,0.719,75.02%,1688416589076272,69.215,75.02%,2439369880233819,4667607.516,75.00%,10136856263257370,19396.348,49.98%,18193422053,0.00,62.48%,38520674661,73.707,74.98%,58937,0.113,522404.366734,999.594,2348,0.004,0,0.000,0,0.000,184399,0.353,184402,0.353,522616.752138,48.218,10.838695590
723508757526863,924971.465,58.36%,155700158,0.00%,64.35%,475933544,0.608,75.01%,2063656840821896,45.822,75.02%,4503686080641654,5757748.012,75.00%,9143668972117640,11689.745,52.33%,21583114395,0.00,62.50%,49728424037,63.575,75.00%,60810,0.078,781947.786398,999.683,2408,0.003,0,0.000,0,0.000,202774,0.259,202776,0.259,782195.759678,48.142,16.247556338
926981705179376,1726129.246,60.73%,132096897,0.00%,60.18%,382744352,0.713,74.98%,938327956970755,19.233,74.99%,4878729962099456,9084665.236,75.00%,8829183868446418,16440.791,54.20%,19373533425,0.00,62.50%,40330439919,75.099,74.97%,58242,0.108,536897.272809,999.754,2428,0.005,0,0.000,0,0.000,189450,0.353,189456,0.353,537029.140383,48.209,11.139613303
2139722954760183,4210239.361,59.20%,123183157,0.00%,64.35%,368510314,0.725,74.99%,1501432005369404,36.358,74.99%,4129541568007511,8125518.500,74.98%,10636918445899866,20929.800,51.60%,17312114309,0.00,62.52%,38167808476,75.101,74.98%,54546,0.107,507971.155237,999.513,2279,0.004,0,0.000,0,0.000,181819,0.358,181822,0.358,508218.837720,48.230,10.537497716
2141443679387590,4098245.461,59.15%,123264685,0.00%,60.74%,352875754,0.675,75.02%,750429350276682,19.043,75.02%,3940694009375735,7541609.193,75.00%,8925225768462496,17080.891,55.19%,17601063217,0.00,62.49%,36244870491,69.365,75.00%,53290,0.102,522313.988563,999.592,2240,0.004,0,0.000,0,0.000,182174,0.349,182178,0.349,522526.944645,48.212,10.838014824
5091963040431024,9743969.091,63.57%,133229651,0.00%,61.50%,384220967,0.735,75.02%,3001575228732757,27.114,75.02%,11070068091201764,21183657.551,75.01%,25060878022045112,47956.440,49.98%,19217648950,0.00,62.49%,40145657193,76.823,74.98%,59896,0.115,522382.578038,999.630,2137,0.004,0,0.000,0,0.000,183983,0.352,183986,0.352,522575.861340,48.218,10.837744356
1174345164752209,2247048.991,59.92%,135907007,0.00%,65.40%,374283104,0.716,75.02%,375167781799943,5.535,75.03%,6778447877407682,12970210.904,74.74%,11546386811567606,22093.416,49.97%,20620068707,0.00,62.48%,38763487174,74.172,74.97%,57161,0.109,522527.095959,999.829,2245,0.004,0,0.000,0,0.000,196111,0.375,196115,0.375,522616.627253,48.218,10.838632461
1355133009723939,2667703.182,62.31%,131950665,0.00%,60.71%,373663879,0.736,74.98%,750722339564271,17.390,74.99%,4316860182802850,8498133.809,74.98%,9991250167685996,19668.689,52.12%,17840390522,0.00,62.52%,37923872547,74.657,74.97%,54975,0.108,507883.371933,999.815,1984,0.004,0,0.000,0,0.000,179194,0.353,179213,0.353,507977.431290,48.199,10.539070852
1120671238789705,2144925.416,62.79%,129222507,0.00%,60.21%,382750290,0.733,75.02%,1313207952658428,33.324,75.02%,3940671416508415,7542306.774,75.00%,10543189787813542,20179.295,52.06%,19290555232,0.00,62.49%,40066114223,76.685,74.99%,55279,0.106,522317.460457,999.697,2031,0.004,0,0.000,0,0.000,184113,0.352,184117,0.352,522475.621131,48.209,10.837674052
1569050790287229,3002224.888,62.79%,130869974,0.00%,59.94%,375501749,0.718,75.03%,375200477468067,7.690,75.02%,4878989960204648,9335469.049,75.00%,8876529589650406,16984.369,52.32%,17468011701,0.00,62.47%,38785464538,74.212,74.98%,55897,0.107,522500.103643,999.753,2242,0.004,0,0.000,0,0.000,188274,0.360,188278,0.360,522629.332777,48.220,10.838329505
1058786097820157,1870628.338,53.17%,137772978,0.00%,73.44%,389643997,0.688,75.02%,375134716904040,6.992,75.03%,5365031365399466,9478760.370,73.45%,10417942951039028,18406.078,49.98%,19390753258,0.00,62.48%,40241428373,71.097,74.97%,60124,0.106,565778.752359,999.599,2430,0.004,0,0.000,0,0.000,188195,0.332,188203,0.333,566005.591043,48.209,11.740705909
919408937367968,1862563.396,61.23%,119030085,0.00%,60.70%,356626868,0.722,75.02%,1875628038906770,49.986,75.03%,3752275643730809,7601461.094,75.01%,10068219863165614,20396.471,53.12%,17043221862,0.00,62.47%,36782116894,74.514,74.96%,54010,0.109,493481.546687,999.708,1990,0.004,0,0.000,0,0.000,187138,0.379,187141,0.379,493625.580317,48.220,10.236841875
2595606610026491,4967043.851,54.22%,131169183,0.00%,70.87%,371793369,0.711,75.02%,4127263260260553,37.917,75.02%,10885118501696662,20830144.564,74.99%,28718381869285180,54956.503,49.99%,19198139730,0.00,62.48%,39727322709,76.024,74.99%,59484,0.114,522367.731600,999.621,2509,0.005,0,0.000,0,0.000,187543,0.359,187546,0.359,522565.672464,48.218,10.837648725
1777983992379343,3310828.167,63.32%,126124724,0.00%,61.73%,382469287,0.712,74.98%,1500906637724115,57.145,75.01%,2626489611066766,4890851.561,75.02%,11536226471408822,21481.894,50.02%,19040576485,0.00,62.49%,39593508038,73.728,74.96%,55649,0.104,536898.020993,999.771,2378,0.004,0,0.000,0,0.000,186560,0.347,186564,0.347,537020.921298,48.209,11.139418862
2357543607334275,4389586.985,59.70%,129339568,0.00%,60.70%,379021378,0.706,74.98%,375303951395802,9.091,75.00%,4128195148788118,7686420.578,75.00%,11575263422359574,21552.359,54.71%,18951460503,0.00,62.51%,40092130224,74.649,74.97%,57272,0.107,536935.666641,999.738,2184,0.004,0,0.000,0,0.000,183029,0.341,183033,0.341,537076.407239,48.211,11.140233727
