branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
9433598057,383.441,75.75%,334881557,3.55%,76.21%,600903957,24.425,75.99%,1489455354262371,531.832,75.59%,280061351652238,11383460.058,50.25%,6078239239928148,247057.986,50.94%,49212667699,0.00,63.63%,62221492721,2529.074,75.65%,62207,0.003,24586.307503,999.343,5005,0.203,0,0.000,39,0.002,457450,0.019,457522,0.019,24602.480285,2.341,10.509708216
9331096886,396.613,76.04%,339697859,3.64%,75.55%,571241612,24.280,75.15%,2618142902525674,479.809,75.26%,545663172690390,23193123.671,51.58%,4037613736872971,171616.630,52.29%,48158975856,0.00,64.94%,59373437207,2523.636,76.43%,62127,0.003,23511.454449,999.342,5586,0.237,0,0.000,40,0.002,458316,0.019,458391,0.019,23526.937571,2.170,10.842316510
9147277570,387.687,75.37%,333141626,3.64%,75.55%,574062652,24.330,75.64%,2947273510043247,358.884,76.40%,821232768717885,34806092.743,51.41%,3554817473057892,150662.895,51.47%,47447768182,0.00,63.47%,59829770909,2535.749,75.32%,62476,0.003,23577.731969,999.289,5980,0.253,0,0.000,40,0.002,456809,0.019,456900,0.019,23594.511880,2.085,11.314356441
9454702242,371.527,75.46%,340432483,3.60%,75.16%,621583032,24.425,75.56%,4441405221340999,835307397.762,76.05%,531709073,20.894,51.40%,2194468433256081,86232.705,51.31%,48574331960,0.00,64.13%,64549095889,2536.488,75.71%,63647,0.003,25431.692943,999.351,6022,0.237,0,0.000,40,0.002,439203,0.017,439312,0.017,25448.215064,2.253,11.294709912
9243356507,374.692,76.56%,332603721,3.60%,76.11%,603018462,24.444,75.27%,2822029115383065,144.295,74.81%,1955737285012490,79278407.212,50.37%,2725712631734603,110490.380,51.63%,47616017834,0.00,64.25%,62619697594,2538.373,76.36%,62827,0.003,24653.325450,999.355,5564,0.226,0,0.000,40,0.002,454459,0.018,454539,0.018,24669.230296,2.273,10.853616038
9594225892,368.240,75.37%,341755747,3.56%,75.56%,632934951,24.293,76.36%,1843374134452918,337125533.885,76.35%,546791610,20.987,50.82%,5553244448385650,213141.239,50.69%,49213746979,0.00,63.28%,66014288865,2533.720,75.20%,62856,0.002,26038.159446,999.381,5249,0.201,0,0.000,40,0.002,403969,0.016,404055,0.016,26054.293788,2.419,10.772123325
9422347341,397.265,74.87%,334220284,3.55%,75.58%,576335789,24.299,75.57%,3320399294847177,1230.639,76.29%,269810960360871,11375779.590,52.16%,3829024055257411,161439.452,51.46%,47980941267,0.00,63.66%,60081348576,2533.152,75.17%,62669,0.003,23701.715173,999.313,5186,0.219,0,0.000,40,0.002,451943,0.019,452015,0.019,23718.019344,2.177,10.894467546
9389776869,394.840,74.57%,331885701,3.53%,74.86%,575795904,24.212,76.00%,2391591192186424,885.019,76.50%,270230435504270,11363187.050,52.08%,3817125795847930,160510.101,51.62%,48584990009,0.00,63.58%,60348798284,2537.666,75.31%,62494,0.003,23765.113356,999.323,5391,0.227,0,0.000,39,0.002,460344,0.019,460419,0.019,23781.218625,2.173,10.943290322
9341940861,388.738,75.12%,336354643,3.60%,74.63%,583482705,24.280,75.35%,3329791670689094,204.117,76.08%,1631312002393337,67882299.710,51.76%,1895339958986455,78869.054,51.98%,47790415271,0.00,64.33%,60739251409,2527.487,75.91%,61331,0.003,24015.331843,999.328,5309,0.221,0,0.000,40,0.002,431213,0.018,431297,0.018,24031.478152,2.151,11.169765591
9347605016,383.100,75.07%,327673365,3.51%,75.89%,593635578,24.329,76.02%,2967576472189349,215.570,75.88%,1376616842354551,56418985.294,51.12%,2201048209010990,90207.313,51.15%,48345560953,0.00,63.79%,61748632747,2530.693,75.45%,61349,0.003,24384.388180,999.365,4884,0.200,0,0.000,40,0.002,464456,0.019,464520,0.019,24399.886584,2.317,10.530123674
9644122375,362.252,75.58%,336291721,3.49%,75.69%,648533454,24.360,75.61%,2407803076873858,174.136,75.99%,1382711690066465,51937373.103,50.89%,3300579168223286,123976.251,51.17%,49384500524,0.00,63.50%,67636942771,2540.577,75.37%,62374,0.002,26606.660928,999.399,5463,0.205,0,0.000,40,0.002,465394,0.017,465495,0.017,26622.672797,2.461,10.816530638
9255522887,373.190,75.75%,331238219,3.58%,75.40%,604020280,24.355,75.38%,1296791950559749,157.574,75.97%,822972542186099,33182878.011,51.30%,5468549811680512,220496.082,51.47%,48122669884,0.00,64.07%,62945271584,2538.001,75.90%,62184,0.003,24784.770702,999.341,5741,0.231,0,0.000,39,0.002,442758,0.018,442845,0.018,24801.120081,2.229,11.126848744
9162867802,398.667,76.36%,331794563,3.62%,76.42%,561987945,24.452,75.64%,1873603164707440,351297588.032,75.12%,533337896,23.205,50.15%,5537517455678656,240931.641,50.83%,47718977893,0.00,63.98%,57893573535,2518.889,75.93%,61829,0.003,22967.776805,999.304,5917,0.257,0,0.000,40,0.002,450341,0.020,450417,0.020,22983.770131,2.125,10.814842299
9375659463,394.994,76.28%,337455945,3.60%,76.60%,580023532,24.436,76.03%,1308375883425997,76.754,75.30%,1704644249286739,71816112.803,49.54%,4427984475882612,186549.559,50.85%,48746402209,0.00,63.88%,59826919462,2520.489,75.71%,63071,0.003,23719.641460,999.301,5709,0.241,0,0.000,40,0.002,472797,0.020,472887,0.020,23736.236657,2.096,11.324793450
9228168924,374.892,76.33%,334547539,3.63%,75.93%,597909508,24.290,75.70%,4113179636721450,763192033.925,75.28%,538944257,21.894,50.64%,2447350261368677,99422.851,51.76%,47844722923,0.00,64.48%,62237142265,2528.365,76.43%,62751,0.003,24598.957140,999.325,6120,0.249,0,0.000,40,0.002,454300,0.018,454399,0.018,24615.571024,2.140,11.503733725
9412599970,355.788,75.76%,337869302,3.59%,75.82%,646052269,24.420,75.85%,2956497751541329,151.172,76.16%,1955716910561652,73924462.329,50.37%,1663034408769086,62861.309,50.78%,48759971008,0.00,63.48%,67161912299,2538.664,75.72%,63226,0.002,26438.585745,999.356,5850,0.221,0,0.000,39,0.001,473879,0.018,473971,0.018,26455.612242,2.224,11.897210250
9317421956,360.136,75.35%,337145249,3.62%,75.48%,628532928,24.294,75.90%,4621050796079902,561.009,76.14%,823703269959562,31837699.605,51.26%,1095270740026231,42334.299,51.40%,47722758399,0.00,64.29%,65588864166,2535.134,75.98%,63434,0.002,25855.146279,999.351,6360,0.246,0,0.000,40,0.002,456806,0.018,456894,0.018,25871.946786,2.243,11.533477010
9261820090,376.139,76.43%,335248346,3.62%,75.85%,600418803,24.384,75.31%,1682624416560631,307349997.105,75.28%,547461992,22.233,50.69%,5155635326614034,209379.585,51.87%,48144673167,0.00,64.13%,62194554451,2525.832,75.96%,63481,0.003,24606.879588,999.329,5627,0.229,0,0.000,40,0.002,493540,0.020,493634,0.020,24623.390757,2.133,11.545754022
9549454183,356.737,75.28%,337787958,3.54%,74.95%,652656605,24.381,74.77%,4070303601528884,750.857,76.07%,542088022502787,20250685.811,51.92%,2173762364075126,81204.854,51.80%,48686761126,0.00,63.87%,68028592937,2541.332,75.57%,63899,0.002,26752.158910,999.376,5609,0.210,0,0.000,40,0.001,482035,0.018,482134,0.018,26768.872302,2.411,11.103685838
9230110945,383.074,75.19%,331012088,3.59%,75.22%,586523531,24.342,75.02%,3367788934392749,639321024.640,75.22%,526775877,21.863,51.93%,3471181992985211,144063.368,52.71%,47575626578,0.00,64.57%,60975976257,2530.667,75.90%,62073,0.003,24078.367279,999.317,5517,0.229,0,0.000,40,0.002,450764,0.019,450854,0.019,24094.827421,2.137,11.276667734
9238707383,389.711,75.59%,330016459,3.57%,75.78%,575824237,24.290,76.58%,2200832253430371,788.449,76.74%,279134551674215,11774563.973,50.42%,5903984123535948,249044.192,50.06%,48805288063,0.00,62.71%,59970771293,2529.711,74.88%,62264,0.003,23690.247740,999.311,5560,0.235,0,0.000,40,0.002,441308,0.019,441396,0.019,23706.572262,2.143,11.061012233
9455224320,352.486,75.47%,334115285,3.53%,76.09%,654610920,24.404,76.57%,3312901577526944,589.839,76.47%,561662048478136,20938498.460,50.11%,2797919681963786,104305.137,50.30%,49420256067,0.00,62.96%,68133553452,2539.987,75.65%,63639,0.002,26807.921287,999.387,5926,0.221,0,0.000,40,0.001,487085,0.018,487205,0.018,26824.370886,2.327,11.525047302
9211770670,361.830,76.02%,330669116,3.59%,75.94%,620937826,24.390,75.67%,3539665878765143,657196283.315,75.54%,538601019,21.156,50.87%,3316422890745128,130266.251,50.92%,48206612584,0.00,63.54%,64560490851,2535.881,75.64%,62310,0.002,25442.671375,999.366,5294,0.208,0,0.000,40,0.002,476213,0.019,476296,0.019,25458.803626,2.314,11.004164162
9425558037,396.305,75.16%,337199010,3.58%,75.06%,575861514,24.213,76.06%,2201247030917639,410375177.475,76.72%,536398679,22.553,51.28%,4698407610824350,197548.458,50.92%,48619124785,0.00,63.12%,60059762268,2525.263,75.04%,62330,0.003,23766.941851,999.301,6040,0.254,0,0.000,40,0.002,451850,0.019,451957,0.019,23783.570152,2.106,11.292592452
9309771300,386.680,76.21%,331473657,3.56%,76.17%,586209735,24.348,75.96%,744235200400285,266.051,75.64%,279733749436410,11618711.182,50.31%,7514534249696930,312115.371,50.57%,48036878101,0.00,64.23%,60385053769,2508.087,76.03%,62632,0.003,24060.353297,999.344,5503,0.229,0,0.000,40,0.002,446812,0.019,446896,0.019,24076.142788,2.236,10.766079106
9289788682,377.605,76.26%,335910586,3.62%,75.48%,599131411,24.353,75.20%,2991021359083869,180.608,75.29%,1656085840755500,67315514.918,50.99%,2167417386892069,88099.792,51.95%,48125294166,0.00,64.78%,62239686720,2529.879,76.56%,63437,0.003,24585.268507,999.326,5843,0.238,0,0.000,40,0.002,441417,0.018,441507,0.018,24601.844653,2.129,11.557492105
9025620322,365.651,75.93%,325680077,3.61%,76.58%,600421378,24.325,76.52%,1294596076863151,77.218,76.10%,1676549738984484,67921340.279,50.37%,5331642835920640,215998.559,50.15%,47120177845,0.00,63.26%,62440613338,2529.630,75.56%,62492,0.003,24667.415382,999.340,5708,0.231,0,0.000,40,0.002,444596,0.018,444688,0.018,24683.696348,2.154,11.461746519
9443516822,345.983,75.93%,336311324,3.56%,76.23%,664156487,24.333,76.24%,4466371238216945,1585.523,75.63%,281697059907943,10320552.551,49.96%,1112712520072220,40766.517,50.59%,48848167163,0.00,63.35%,69078855404,2530.846,75.37%,63746,0.002,27277.975551,999.385,5877,0.215,0,0.000,39,0.001,412821,0.015,412903,0.015,27294.765325,2.401,11.366336479
9499265917,373.433,75.44%,344869375,3.63%,74.77%,620675578,24.400,74.66%,4492113763922419,810080441.245,75.19%,554526876,21.799,52.15%,2135048939877126,83932.511,52.74%,48081406599,0.00,65.03%,64604289121,2539.708,76.42%,63854,0.003,25420.674084,999.331,6513,0.256,0,0.000,40,0.002,456907,0.018,457015,0.018,25437.686937,2.158,11.786100670
9292326330,354.872,76.05%,335144216,3.61%,76.47%,639568995,24.425,76.60%,1107691859002537,194.233,76.23%,570289609012369,21779262.659,49.36%,6491352372537468,247903.637,49.87%,48555738892,0.00,63.38%,66085306967,2523.787,75.77%,63240,0.002,26168.819180,999.383,5348,0.204,0,0.000,40,0.002,410669,0.016,410751,0.016,26184.982382,2.339,11.194264275
9346825563,388.333,75.26%,340210706,3.64%,75.50%,586275292,24.358,75.83%,3842991768116125,696.213,76.91%,551984847664474,22933321.306,50.99%,2511124934771007,104329.739,50.44%,48654191707,0.00,62.50%,61022322492,2535.295,74.83%,62834,0.003,24052.002056,999.289,6083,0.253,0,0.000,40,0.002,451934,0.019,452052,0.019,24069.119353,2.108,11.416361512
9429213786,380.394,74.62%,333041571,3.53%,75.01%,600766759,24.236,75.23%,1667214722645034,621.840,75.97%,268109733109121,10816107.102,52.49%,5120507020025954,206571.957,52.22%,48012980309,0.00,64.57%,62828031383,2534.614,76.07%,62887,0.003,24772.000647,999.354,5559,0.224,0,0.000,40,0.002,452999,0.018,453105,0.018,24788.006496,2.216,11.187494398
9566467564,375.564,74.85%,343009964,3.59%,75.03%,620909351,24.376,75.18%,2617681952901417,242.267,75.27%,1080492518135131,42418400.860,52.10%,3507009079344520,137679.544,52.17%,48637762292,0.00,64.41%,64516062161,2532.797,75.94%,62827,0.002,25455.491181,999.342,6172,0.242,0,0.000,40,0.002,436664,0.017,436767,0.017,25472.259591,2.178,11.697604527
9262428685,371.465,76.41%,332822448,3.59%,76.49%,608645021,24.409,76.45%,3328528938978098,387.511,76.11%,858950909377217,34447783.516,49.15%,2808921471487693,112650.348,50.10%,48133024343,0.00,63.83%,62651280568,2512.597,76.24%,63825,0.003,24917.649851,999.310,5988,0.240,0,0.000,39,0.002,504798,0.020,504884,0.020,24934.867260,2.135,11.681371005
9495749937,356.144,75.95%,338184311,3.56%,75.67%,649796931,24.371,75.55%,3533388494437581,1272.950,75.68%,277574818201825,10410622.533,50.70%,2472930139094180,92748.839,51.22%,48448343182,0.00,64.14%,67590075435,2535.009,75.99%,63064,0.002,26646.200874,999.383,6161,0.231,0,0.000,40,0.002,484203,0.018,484288,0.018,26662.653202,2.357,11.310829761
9345055626,394.155,75.09%,336769816,3.60%,75.60%,574409886,24.227,76.45%,1473835167482504,267.408,76.39%,551156539748997,23246618.579,51.07%,6360470058441208,268271.191,50.89%,48577267145,0.00,63.36%,60103125873,2535.023,75.22%,62205,0.003,23693.042491,999.322,5330,0.225,0,0.000,40,0.002,452723,0.019,452823,0.019,23709.105816,2.171,10.922234030
9683224738,362.866,75.58%,342728519,3.54%,75.72%,648442649,24.300,76.16%,2782332540400506,507029655.417,75.87%,548751441,20.564,50.54%,3887307428743956,145671.575,50.69%,49695741024,0.00,63.54%,67796350183,2540.576,75.50%,62978,0.002,26668.858170,999.379,5142,0.193,0,0.000,40,0.001,413131,0.015,413221,0.015,26685.421761,2.459,10.852071825
9594922515,382.369,75.31%,343044565,3.58%,75.21%,610573697,24.332,75.44%,3702888534702594,453.989,76.01%,815634519003501,32503983.713,51.76%,1919423592555199,76491.261,51.33%,49440495233,0.00,63.63%,63620884678,2535.366,75.58%,62942,0.003,25077.248025,999.357,5126,0.204,0,0.000,40,0.002,431460,0.017,431550,0.017,25093.370899,2.300,10.911720035
9233338384,384.294,75.96%,332232940,3.60%,75.97%,585406254,24.365,75.48%,3168162665269053,570.378,75.52%,555449222664890,23117941.970,50.68%,3003409447812843,125002.687,51.55%,47991971483,0.00,64.03%,60874090303,2533.596,75.81%,62934,0.003,24010.817336,999.336,5094,0.212,0,0.000,40,0.002,449996,0.019,450068,0.019,24026.759103,2.193,10.957267678
9405245951,382.237,75.63%,337958013,3.59%,75.46%,599918939,24.381,75.75%,2972778030721849,535.987,75.75%,554636309088552,22540858.134,50.75%,3570636607993370,145113.495,51.24%,48425094460,0.00,63.91%,62179617392,2527.029,75.95%,62670,0.003,24589.352602,999.331,5748,0.234,0,0.000,40,0.002,461201,0.019,461312,0.019,24605.820497,2.215,11.107393319
9670107943,338.092,75.60%,333485555,3.45%,75.70%,699192723,24.446,75.68%,2973942743662476,537.957,75.72%,552821294605147,19328063.288,50.92%,2747899266079466,96073.671,51.22%,49761113862,0.00,63.71%,72755323376,2543.714,75.39%,63119,0.002,28585.875281,999.436,5266,0.184,0,0.000,39,0.001,392110,0.014,392194,0.014,28602.001471,2.663,10.741495854
9312618426,395.048,75.87%,337190402,3.62%,75.37%,572865976,24.301,75.13%,2418624826739732,453373325.865,75.65%,533473120,22.630,51.26%,5167683680557550,219216.667,51.75%,48277840378,0.00,64.25%,59670462721,2531.262,75.75%,62311,0.003,23557.151534,999.310,5430,0.230,0,0.000,40,0.002,433187,0.018,433276,0.018,23573.406821,2.101,11.219313286
9670852441,338.008,75.19%,336693836,3.48%,75.09%,698705988,24.421,75.46%,3897628869354120,709.600,75.83%,549271400711879,19197681.316,51.25%,1920215532464347,67113.791,51.31%,49119617075,0.00,64.11%,72596217823,2537.323,75.77%,61535,0.002,28595.108224,999.433,5364,0.187,0,0.000,40,0.001,401952,0.014,402025,0.014,28611.340697,2.671,10.710397402
9351003368,400.229,74.91%,335510497,3.59%,75.61%,566269832,24.237,76.05%,4230624952293741,807427630.859,76.51%,523963361,22.426,51.52%,2487206930641156,106454.038,50.93%,48381983090,0.00,62.82%,59236811857,2535.373,74.72%,62355,0.003,23347.863613,999.303,5334,0.228,0,0.000,40,0.002,439448,0.019,439536,0.019,23364.138804,2.190,10.668205990
9386765494,387.224,75.73%,335172435,3.57%,76.95%,589051449,24.300,76.97%,1665202435396515,310643085.222,76.07%,536050057,22.113,50.09%,5634380847670056,232429.916,49.96%,49016261923,0.00,63.09%,61322950482,2529.699,75.19%,63165,0.003,24224.759890,999.322,5847,0.241,0,0.000,40,0.002,461321,0.019,461408,0.019,24241.203296,2.145,11.300719520
9309709164,401.511,74.19%,330276384,3.55%,74.69%,560203692,24.161,76.43%,3664589423441546,691253881.428,76.81%,530136542,22.864,52.13%,3569566331710137,153948.929,51.26%,47965741467,0.00,63.35%,58760316142,2534.226,75.30%,61511,0.003,23170.692232,999.310,5646,0.244,0,0.000,39,0.002,430068,0.019,430153,0.019,23186.691516,2.180,10.633820702
9639786679,380.978,74.54%,341068842,3.54%,75.07%,616702110,24.373,76.15%,2394098511849241,452553025.170,76.42%,529020552,20.908,51.30%,4687441636535840,185254.306,51.04%,49844755392,0.00,63.31%,64109384811,2533.693,75.18%,64179,0.003,25286.338908,999.352,5364,0.212,0,0.000,40,0.002,455363,0.018,455436,0.018,25302.740562,2.271,11.140632765
9451562991,369.426,75.12%,328730009,3.48%,75.63%,623849875,24.384,75.88%,3135893378745476,567.251,76.30%,552822589458801,21607738.782,50.92%,3053521034680244,119350.559,50.70%,48396392353,0.00,63.32%,64812016337,2533.256,75.14%,62591,0.002,25568.926326,999.392,5012,0.196,0,0.000,40,0.002,466642,0.018,466727,0.018,25584.472074,2.436,10.504689180
9671746565,342.777,75.48%,336892369,3.48%,75.87%,689179610,24.425,76.04%,2010672829979803,723.830,76.99%,277782356339146,9844905.480,50.66%,5347074826946452,189506.083,50.01%,49979659741,0.00,62.17%,71582304400,2536.954,74.50%,62525,0.002,28199.229623,999.411,5332,0.189,0,0.000,40,0.001,446791,0.016,446881,0.016,28215.847975,2.577,10.949708214
9300534090,393.749,75.54%,331902269,3.57%,76.01%,575620426,24.370,76.06%,2400317860082172,452101788.886,76.22%,530924212,22.477,50.84%,5845511731986142,247476.813,50.56%,48089637480,0.00,63.27%,59817218768,2532.434,75.19%,61570,0.003,23605.033948,999.348,5337,0.226,0,0.000,39,0.002,440732,0.019,440818,0.019,23620.442068,2.227,10.607508991
9657939536,362.463,75.78%,345889862,3.58%,74.82%,650905719,24.429,75.15%,3732841438203200,1348.611,75.41%,276791479951804,10387998.344,50.85%,2437262601959100,91470.590,51.97%,49045836908,0.00,64.93%,67521123973,2534.071,76.58%,62918,0.002,26629.371897,999.402,4875,0.183,0,0.000,40,0.002,405090,0.015,405176,0.015,26645.314215,2.431,10.960678246
9607935736,384.720,75.76%,340433417,3.54%,75.91%,608506257,24.366,76.55%,1287077788366888,228.816,76.54%,562494285005632,22523343.527,50.04%,6701847880188682,268354.766,50.40%,50796859206,0.00,63.10%,63278384542,2533.787,75.52%,62043,0.002,24957.941655,999.364,5732,0.230,0,0.000,40,0.002,443485,0.018,443567,0.018,24973.835893,2.301,10.852504040
9351423436,336.284,75.49%,331578402,3.55%,75.18%,677082170,24.348,75.39%,3548831265629715,1287.723,75.35%,275589646053245,9910406.450,51.07%,2694519999899657,96896.922,52.23%,47459458168,0.00,64.30%,70641130164,2540.307,75.93%,63059,0.002,27792.367676,999.434,5076,0.183,0,0.000,40,0.001,394663,0.014,394756,0.014,27808.107311,2.552,10.896080482
9281456143,371.837,76.41%,333978775,3.60%,76.32%,608791778,24.390,75.97%,1491408044379246,269597138.198,75.49%,553198767,22.162,49.95%,6359022646251344,254757.435,50.90%,48031953894,0.00,63.71%,63241480457,2533.603,76.03%,61546,0.002,24945.060521,999.358,5064,0.203,0,0.000,40,0.002,406212,0.016,406298,0.016,24961.087576,2.353,10.609572238
9435797373,373.260,75.13%,333154988,3.53%,75.63%,615190590,24.336,75.76%,2577208409530631,470.743,76.45%,547476299933617,21657015.418,51.41%,4429801162057610,175233.653,50.83%,48687336035,0.00,62.96%,64090211706,2535.275,75.14%,61684,0.002,25263.511255,999.372,5462,0.216,0,0.000,40,0.002,458265,0.018,458351,0.018,25279.397432,2.394,10.561039720
9332371396,399.974,74.96%,330612988,3.54%,75.45%,568075919,24.347,75.96%,3150584522448985,609405562.930,75.94%,516993069,22.158,51.40%,3828401197271856,164080.690,51.47%,47984626784,0.00,63.83%,58989457979,2528.218,75.27%,60965,0.003,23316.865671,999.333,4952,0.212,0,0.000,40,0.002,456447,0.020,456512,0.020,23332.429844,2.267,10.290885536
9329481950,357.658,76.23%,331662129,3.55%,75.96%,635982403,24.381,76.07%,2785745252606437,987.532,75.78%,282091608582010,10814367.127,49.89%,4441787342042007,170281.985,50.70%,48304969342,0.00,64.02%,66021029663,2531.006,76.04%,61973,0.002,26069.305915,999.402,4719,0.181,0,0.000,40,0.002,468750,0.018,468838,0.018,26084.892927,2.454,10.630408719
9643229805,363.177,75.64%,342567525,3.55%,74.94%,648822794,24.436,74.79%,3545593362311948,259.452,75.42%,1366570797728316,51466888.410,51.49%,2427798401740056,91434.143,52.17%,48910431342,0.00,64.52%,67361701481,2536.932,76.36%,63432,0.002,26536.388369,999.396,5018,0.189,0,0.000,40,0.002,394396,0.015,394481,0.015,26552.427006,2.447,10.853021899
9467110706,364.075,75.59%,336666420,3.56%,75.29%,633334600,24.356,75.72%,2418433003761570,448589357.039,75.65%,539119568,20.733,50.96%,5175273222257420,199024.456,51.67%,48510028009,0.00,64.11%,65818576472,2531.172,75.86%,61713,0.002,25987.192004,999.384,5561,0.214,0,0.000,40,0.002,476322,0.018,476408,0.018,26003.202476,2.343,11.097779538
9657779422,356.022,75.99%,336024696,3.48%,75.76%,664062188,24.480,75.52%,3557297718027378,632.904,75.17%,562059998874879,20719669.087,50.08%,2190971082813093,80767.526,51.39%,49154448449,0.00,63.97%,68952264936,2541.843,75.93%,62512,0.002,27111.062476,999.417,5072,0.187,0,0.000,39,0.001,471654,0.017,471729,0.017,27126.881058,2.507,10.819399175
9410681856,388.117,76.19%,333187976,3.54%,75.80%,589382971,24.307,75.81%,3169984732340413,597489897.856,75.47%,530550348,21.881,50.51%,4111271007602003,169557.608,51.35%,48781413549,0.00,64.17%,61537235992,2537.927,76.17%,61499,0.003,24231.360041,999.353,5034,0.208,0,0.000,40,0.002,457527,0.019,457615,0.019,24247.045392,2.334,10.389820063
9290416237,394.797,75.65%,335237199,3.61%,75.43%,570737013,24.254,75.48%,2779846334488502,528423097.153,75.94%,526064502,22.355,51.31%,4105296957821776,174454.969,51.42%,47912657219,0.00,64.15%,59479354493,2527.581,75.92%,62882,0.003,23516.219628,999.324,4988,0.212,0,0.000,40,0.002,446945,0.019,447041,0.019,23532.129727,2.182,10.785856741
9258016883,386.234,75.51%,334337766,3.61%,75.89%,584218141,24.373,76.08%,4038066204176555,747554964.999,76.68%,540169806,22.535,50.61%,2781306719574475,116032.906,50.60%,48060006987,0.00,63.34%,60588457616,2527.681,75.54%,63133,0.003,23953.278000,999.303,5720,0.239,0,0.000,39,0.002,458937,0.019,459026,0.019,23969.982356,2.086,11.489889480
9075872109,390.134,75.92%,324397483,3.57%,76.37%,567204897,24.382,76.63%,2231135650387226,130.716,75.69%,1706851796689975,73370368.634,49.47%,3018447147473581,129750.328,51.29%,47736547050,0.00,64.28%,58718295018,2524.052,76.52%,61445,0.003,23247.207988,999.300,5344,0.230,0,0.000,40,0.002,472775,0.020,472872,0.020,23263.503080,2.101,11.073230292
9712904306,354.746,75.06%,342749461,3.53%,75.20%,665749383,24.315,75.80%,2031768354429593,365135368.468,76.20%,556442495,20.323,51.42%,5497314034620864,200779.207,51.20%,49615168283,0.00,63.25%,69688950571,2545.260,75.16%,63153,0.002,27363.383037,999.397,5654,0.207,0,0.000,39,0.001,399146,0.015,399221,0.015,27379.897142,2.479,11.046014781
9689905814,352.767,75.48%,340419964,3.51%,75.22%,671562822,24.449,75.36%,3533528212694200,645.449,75.68%,547453050312817,19930374.930,51.42%,2461380784134538,89608.126,51.46%,49489877594,0.00,64.16%,69651730773,2535.715,75.90%,63785,0.002,27452.061111,999.410,4946,0.180,0,0.000,40,0.001,473828,0.017,473928,0.017,27468.276550,2.510,10.943793248
9162727773,397.015,75.86%,331279354,3.62%,75.24%,560727278,24.296,74.93%,2059513602599145,189.205,75.17%,1088511586193017,47164544.816,51.72%,3999134303381539,173280.056,52.79%,47625544218,0.00,64.87%,58515466293,2535.440,76.36%,61757,0.003,23063.049309,999.308,5472,0.237,0,0.000,40,0.002,449982,0.019,450068,0.020,23079.022398,2.153,10.719607186
9531494058,390.114,76.13%,338714780,3.55%,76.17%,595196860,24.361,76.37%,1847196465380733,341083739.149,76.19%,541566851,22.166,50.05%,5321378847342904,217798.381,50.25%,49637653914,0.00,63.58%,61564166107,2519.756,76.02%,62598,0.003,24417.334569,999.376,4898,0.200,0,0.000,40,0.002,399953,0.016,400025,0.016,24432.591352,2.349,10.402983802
9297623986,392.696,75.44%,334022350,3.59%,76.30%,575579197,24.310,76.89%,2939290687689208,347.454,76.61%,845951283787586,35729724.596,49.91%,3688252157940618,155777.568,49.61%,48926394569,0.00,62.68%,59843054050,2527.540,75.07%,63036,0.003,23660.406594,999.324,5715,0.241,0,0.000,39,0.002,441484,0.019,441564,0.019,23676.400906,2.160,10.961725485
9538136043,383.236,75.37%,341249610,3.58%,75.41%,605980591,24.348,75.62%,2032519706933928,246.517,76.17%,824495582320333,33127676.145,51.21%,4110561335859749,165159.581,51.36%,49123457059,0.00,63.92%,63101973460,2535.395,75.67%,63181,0.003,24872.607006,999.365,5200,0.209,0,0.000,40,0.002,469356,0.019,469457,0.019,24888.421956,2.215,11.236052142
9364486428,390.658,75.65%,336669216,3.60%,75.60%,579283527,24.166,75.85%,2205623864319839,401.664,76.57%,549121291932181,22907689.131,51.26%,4434178275520073,184980.584,50.78%,49002087460,0.00,63.28%,60506887038,2524.165,75.28%,62745,0.003,23954.833121,999.324,5350,0.223,0,0.000,40,0.002,469748,0.020,469839,0.020,23971.046961,2.171,11.041231308
9194935113,393.902,75.82%,330932762,3.60%,75.90%,568376928,24.349,75.71%,4095302402141438,739.781,75.60%,553583117981770,23714960.124,50.85%,1360377942234148,58277.262,51.73%,47465325575,0.00,64.63%,58970373140,2526.233,76.41%,61665,0.003,23327.628871,999.333,5255,0.225,0,0.000,40,0.002,460225,0.020,460300,0.020,23343.202564,2.181,10.701402054
9615188653,373.734,76.03%,340969127,3.55%,76.84%,628378792,24.425,76.51%,2588147503505845,303.808,76.13%,851901515424861,33112641.363,49.56%,4535633431799806,176295.969,49.65%,50395420873,0.00,63.16%,65005808878,2526.717,75.35%,62936,0.002,25711.556543,999.385,5073,0.197,0,0.000,40,0.002,413224,0.016,413290,0.016,25727.380250,2.403,10.706178551
