workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort548,4154776,54751551,48545021,4243142714,14615462638,402.505,75.03%,497165203,3.40%,75.14%,888782012,24.477,75.45%,1662159090753054,172674864.890,76.20%,962594696,26.510,51.09%,3898334940859732,107358.903,50.54%,77763460021,0.00,62.94%,92515348604,2547.843,75.15%,86894,0.002,36289.967436,999.414,6345,0.175,0,0.000,148,0.004,507987,0.014,508278,0.014,36311.240455,3.014,12.045892296
sort549,4195472,54751551,48545021,4554318351,14822871656,400.915,75.43%,504303547,3.40%,75.26%,905433930,24.489,75.28%,2048123689204380,223004915.706,75.59%,918420871,24.841,50.94%,3307093453308703,89447.084,51.07%,78258706315,0.00,63.45%,93718295361,2534.802,75.52%,87221,0.002,36951.256696,999.422,6708,0.181,0,0.000,148,0.004,485810,0.013,486096,0.013,36972.624458,3.069,12.046231771
sort550,4212004,54751551,48545021,4065308074,14481261911,409.091,75.03%,492134395,3.40%,75.22%,862408094,24.363,76.32%,1287879249838877,231.757,76.49%,555702242351819,15698409.936,50.65%,4472556756362618,126348.292,50.35%,76439486873,0.00,63.28%,89682185235,2533.493,75.12%,85287,0.002,35378.425968,999.429,6692,0.189,0,0.000,148,0.004,493995,0.014,494306,0.014,35398.632384,3.026,11.696702119
sort551,4147220,54751551,48545021,4944112310,14938924617,385.355,75.46%,501849656,3.36%,75.43%,949879596,24.502,75.24%,2061639042517212,197231090.423,75.09%,1045291104,26.964,50.57%,3014308126443866,77755.160,51.36%,78270527136,0.00,63.59%,98864438549,2550.244,75.72%,86180,0.002,38744.843617,999.437,7393,0.191,0,0.000,148,0.004,507188,0.013,507467,0.013,38766.663367,3.160,12.267876108
sort552,4148184,54751551,48545021,4791455693,14749949388,398.886,74.84%,505444419,3.43%,75.11%,903321516,24.429,75.66%,1293999927094769,470.463,76.13%,275047980942343,7438179.207,51.17%,3883377743837768,105018.984,50.74%,77691275398,0.00,63.08%,94026437201,2542.776,74.96%,87562,0.002,36955.903679,999.406,8171,0.221,0,0.000,148,0.004,511695,0.014,512023,0.014,36977.864245,2.903,12.738665768
sort553,4057828,54751551,48545021,4550853908,14721765227,369.722,75.80%,488792032,3.32%,75.57%,976389725,24.521,75.03%,750548952731731,80642087.468,75.01%,930716176,23.374,50.64%,5210732697871512,130862.037,51.32%,77464090227,0.00,63.84%,101442606860,2547.624,75.76%,88141,0.002,39797.654536,999.476,6445,0.162,0,0.000,148,0.004,504697,0.013,504989,0.013,39818.520444,3.317,12.003666184
sort554,4089148,54751551,48545021,4230471391,14796347986,374.671,75.37%,500152600,3.38%,75.15%,967142137,24.490,75.07%,2627880606898599,318.152,74.98%,825981707260146,20915414.424,51.12%,1902469939561019,48174.126,51.79%,76437427551,0.00,64.34%,100734638409,2550.791,76.22%,87790,0.002,39469.550409,999.443,7470,0.189,0,0.000,148,0.004,502886,0.013,503166,0.013,39491.529573,3.226,12.240978262
sort555,4199344,54751551,48545021,4516964921,14882642362,401.938,75.99%,502735567,3.38%,76.00%,906725796,24.488,75.80%,746474716596818,65.885,75.41%,1132995820637863,30599032.323,49.69%,4156764578719975,112262.527,50.79%,79396032368,0.00,63.45%,94125907171,2542.076,75.72%,87304,0.002,37006.352155,999.438,6261,0.169,0,0.000,148,0.004,499897,0.014,500198,0.014,37027.178137,3.128,11.836278984
sort556,4097712,54751551,48545021,4584363861,14856289580,400.470,75.39%,505897718,3.41%,75.52%,907587288,24.465,75.75%,1671568335835855,199.944,75.78%,836017186170448,22535921.868,50.50%,3321049445745077,89523.173,50.85%,77945640634,0.00,63.47%,94312598447,2542.318,75.49%,88890,0.002,37076.606699,999.448,6522,0.176,0,0.000,149,0.004,517659,0.014,517948,0.014,37097.092857,3.098,11.975908433
sort557,4148724,54751551,48545021,4213941919,14757709230,403.618,74.98%,500693296,3.39%,75.59%,895912695,24.503,76.23%,1665901172585246,595.400,76.03%,279795394045409,7652306.342,50.30%,3915549988826660,107088.925,50.32%,77002483354,0.00,63.32%,92693585567,2535.137,75.62%,88015,0.002,36541.668708,999.402,7387,0.202,0,0.000,148,0.004,513807,0.014,514126,0.014,36563.538040,2.970,12.311746779
sort558,4049496,54751551,48545021,4570627933,14564665063,378.222,74.94%,490342930,3.37%,75.34%,942007105,24.462,76.04%,924009806130923,99152798.774,76.16%,931904916,24.200,50.74%,5575618446548580,144790.339,50.48%,76730010792,0.00,62.54%,97986415866,2544.558,74.76%,87019,0.002,38486.677795,999.441,6648,0.173,0,0.000,149,0.004,514343,0.013,514628,0.013,38508.221541,3.147,12.238138162
sort559,4137528,54751551,48545021,4541260898,14746092157,397.987,76.01%,503210907,3.41%,75.82%,907618172,24.496,75.26%,2435817113159378,434.572,75.11%,560508885111410,15127740.020,50.22%,1928519877626908,52049.393,51.09%,77708046332,0.00,63.82%,94232209042,2543.261,75.93%,87193,0.002,37030.048500,999.415,6951,0.188,0,0.000,149,0.004,503577,0.014,503853,0.014,37051.726455,3.032,12.220947394
sort560,4218728,54751551,48545021,4649454330,14535883531,378.771,76.27%,499588782,3.44%,75.81%,940189169,24.499,75.37%,936405813510834,165.937,75.15%,564312523573479,14704645.645,49.88%,4704557808308602,122589.616,50.86%,77267706380,0.00,63.67%,97680088031,2545.311,75.78%,88170,0.002,38354.276853,999.421,6968,0.182,0,0.000,149,0.004,507366,0.013,507636,0.013,38376.478917,3.131,12.257821305
sort561,4053384,54751551,48545021,4903629524,14919162648,385.136,76.29%,499571720,3.35%,75.93%,949621430,24.514,75.69%,2244293597929443,213372224.626,75.25%,1051820874,27.153,49.45%,3591526105851273,92714.711,50.94%,78708922725,0.00,63.51%,98703669766,2548.021,75.81%,87935,0.002,38715.782041,999.442,6967,0.180,0,0.000,148,0.004,528169,0.014,528482,0.014,38737.392061,3.185,12.162652069
sort562,3885888,54751551,48545021,4140557860,15262220076,378.119,75.89%,518114126,3.39%,75.80%,989893323,24.524,75.71%,1862657594016029,179208970.013,75.56%,1039377434,25.750,49.71%,3895827192432686,96518.461,50.58%,80216898534,0.00,63.10%,102816395337,2547.259,75.54%,85977,0.002,40341.089792,999.444,8374,0.207,0,0.000,148,0.004,421844,0.010,422187,0.010,40363.544274,3.157,12.785422322
sort563,3948620,54751551,48545021,3758600123,14519465159,369.425,75.45%,487818838,3.36%,75.53%,962236219,24.483,75.66%,3540019919977356,1268.710,75.54%,279025147549910,7099358.952,50.44%,1107160544904507,28169.970,50.85%,75906675678,0.00,63.49%,100089179357,2546.613,75.42%,87442,0.002,39281.635839,999.460,6491,0.165,0,0.000,148,0.004,430122,0.011,430416,0.011,39302.865153,3.185,12.339592747
sort564,4115696,54751551,48545021,4454084384,14643238319,378.175,75.57%,497747256,3.40%,75.03%,948341923,24.492,74.88%,1684157855616020,177262085.012,75.21%,950094802,24.537,50.98%,3800150558234773,98142.418,51.85%,75382839138,0.00,64.37%,98474075736,2543.184,76.16%,87863,0.002,38698.882196,999.435,7313,0.189,0,0.000,148,0.004,518620,0.013,518935,0.013,38720.775885,3.178,12.185830115
sort565,4187244,54751551,48545021,4876256006,14535541621,391.907,75.16%,498986990,3.43%,75.45%,906157817,24.432,75.54%,2427764264457626,260086303.950,75.36%,933445640,25.168,50.97%,3035843519691770,81852.312,51.00%,75884893441,0.00,63.74%,94098485819,2537.080,75.48%,86790,0.002,37066.613807,999.389,8040,0.217,0,0.000,148,0.004,497153,0.013,497455,0.013,37089.282304,2.897,12.804596556
sort566,4229536,54751551,48545021,4813663060,14803946101,391.314,74.90%,504790297,3.41%,74.82%,921411928,24.356,75.50%,2961658497253632,305688861.730,76.03%,968847370,25.610,51.48%,1920461519155426,50763.720,51.30%,77554140491,0.00,63.56%,96479675822,2550.255,75.35%,87056,0.002,37810.151137,999.439,6966,0.184,0,0.000,148,0.004,488437,0.013,488757,0.013,37831.378858,3.067,12.335936631
sort567,4181572,54751551,48545021,3992092972,14482840575,389.783,75.33%,485747693,3.35%,75.21%,908016768,24.438,75.62%,1489321420903934,153060109.730,75.60%,973030415,26.188,50.74%,4115826035431651,110770.901,51.29%,76274484243,0.00,63.94%,94407150872,2540.818,75.93%,85618,0.002,37135.496752,999.443,7314,0.197,0,0.000,150,0.004,465266,0.013,465587,0.013,37156.202615,3.033,12.251323505
sort568,3931760,54751551,48545021,4128931168,14431866395,392.115,74.95%,490253242,3.40%,74.71%,901598313,24.496,75.16%,2797253592335891,1020.460,75.47%,274116940260895,7447779.249,51.34%,1902360800585696,51687.296,51.79%,75384679436,0.00,63.94%,93751597302,2547.238,75.75%,85963,0.002,36784.156907,999.428,6712,0.182,0,0.000,149,0.004,423260,0.012,423560,0.012,36805.191330,3.118,11.804007876
sort569,4270264,54751551,48545021,3963335847,14396337432,402.504,75.88%,486636184,3.38%,75.91%,876760153,24.513,75.27%,2629245038505922,235.093,74.94%,1118384396825722,31268671.203,50.34%,1371302534499167,38339.956,51.32%,75485052679,0.00,64.05%,90935839835,2542.456,76.13%,84937,0.002,35746.609060,999.432,6200,0.173,0,0.000,149,0.004,483259,0.014,483576,0.014,35766.930727,3.091,11.572934898
sort570,4124904,54751551,48545021,4361504936,14813745845,412.957,75.31%,503427823,3.40%,74.92%,875968761,24.419,75.07%,2244797821850618,233781411.041,75.23%,960212282,26.767,51.34%,2718822668906358,75791.587,51.77%,77628291763,0.00,64.20%,91372877824,2547.167,75.97%,87956,0.002,35851.281838,999.413,6476,0.181,0,0.000,148,0.004,517725,0.014,518009,0.014,35872.354552,3.139,11.428532755
sort571,4140192,54751551,48545021,4604175436,14667828282,404.244,75.08%,496031546,3.38%,75.18%,882856524,24.331,75.41%,2603867694799873,475.425,75.67%,547692131952746,15094360.308,51.39%,1919262236638814,52894.745,51.33%,76749940592,0.00,63.47%,92449338385,2547.898,75.42%,86521,0.002,36263.233503,999.412,6553,0.181,0,0.000,149,0.004,514147,0.014,514435,0.014,36284.554017,2.996,12.109046084
sort572,3952064,54751551,48545021,4544755304,14957768910,375.525,75.44%,503392259,3.37%,75.66%,976622342,24.519,75.63%,1121095272653634,400.302,75.32%,280062117583552,7031151.513,50.25%,4449175318675798,111699.597,50.61%,78448571088,0.00,63.25%,101487046195,2547.902,75.41%,87836,0.002,39810.220762,999.463,6979,0.175,0,0.000,148,0.004,438299,0.011,438629,0.011,39831.614648,3.299,12.073018632
sort573,4054856,54751551,48545021,5007908433,15141253797,373.157,75.50%,504316955,3.33%,75.42%,995377101,24.531,75.32%,1490232271558170,267.979,75.55%,556100350783031,13705126.827,50.62%,3883907282992423,95719.130,50.73%,79541305271,0.00,63.04%,103515686362,2551.150,75.35%,89032,0.002,40555.018889,999.481,6457,0.159,0,0.000,148,0.004,529021,0.013,529350,0.013,40576.082060,3.432,11.823108396
sort574,3954416,54751551,48545021,4403727029,14499889101,378.454,75.40%,493421360,3.40%,75.44%,934588688,24.393,75.18%,1862401232027003,675.197,75.57%,275830747296031,7199313.478,51.02%,3312590851694037,86460.194,50.98%,75828078188,0.00,63.47%,97538102798,2545.791,75.53%,88053,0.002,38292.084384,999.442,7432,0.194,0,0.000,146,0.004,429394,0.011,429699,0.011,38313.479216,3.032,12.635853555
sort575,4147136,54751551,48545021,4393097043,14443507847,389.645,75.42%,489868112,3.39%,75.20%,905334221,24.423,75.35%,1486169267414411,269.835,75.76%,550770535298439,14858213.713,51.11%,3583154407631202,96663.257,51.06%,75536059638,0.00,63.79%,94315947256,2544.374,75.63%,87370,0.002,37046.494074,999.408,8156,0.220,0,0.000,148,0.004,504599,0.014,504889,0.014,37068.421947,2.997,12.369246859
sort576,4105960,54751551,48545021,4654931957,14697776254,389.265,75.55%,496036312,3.37%,75.49%,925612284,24.514,75.35%,1497100763353922,179.389,75.21%,834553677462424,22102837.205,50.59%,3554529448264791,94140.363,51.47%,76666930089,0.00,64.12%,95998156083,2542.475,76.15%,87456,0.002,37736.239382,999.430,7348,0.195,0,0.000,148,0.004,507477,0.013,507776,0.013,37757.762486,3.072,12.292006044
sort577,4215804,54751551,48545021,4867834252,14311795835,390.607,75.66%,494650065,3.46%,75.39%,895834949,24.450,75.52%,2992289212208805,1074.333,75.25%,278525237700692,7601688.702,50.53%,1641502800053209,44800.943,51.44%,75646820777,0.00,63.99%,93212458572,2544.014,75.71%,87844,0.002,36618.391726,999.413,7827,0.214,0,0.000,147,0.004,508960,0.014,509267,0.014,36639.916290,3.031,12.090177172
sort578,4166960,54751551,48545021,4408798484,14680231646,390.582,75.18%,491940642,3.35%,75.26%,918731759,24.444,75.31%,2045561410316776,221131157.402,75.68%,925044410,24.612,51.26%,3300128513845668,87803.240,51.18%,76728159688,0.00,63.59%,95565646971,2542.620,75.35%,87282,0.002,37564.002232,999.428,6700,0.178,0,0.000,149,0.004,493765,0.013,494074,0.013,37585.498219,3.050,12.321123824
sort579,4123204,54751551,48545021,4019760858,13946457739,386.338,75.78%,477106518,3.42%,75.45%,883980273,24.488,75.37%,1679856717165091,174305192.942,75.40%,963744504,26.697,50.47%,3295907197039379,91301.586,51.24%,73278324393,0.00,64.27%,91647828759,2538.783,76.40%,87359,0.002,36077.082864,999.389,7025,0.195,0,0.000,149,0.004,487445,0.014,487721,0.014,36099.123034,2.920,12.363754487
sort580,4234920,54751551,48545021,4545395990,14733861770,384.907,75.27%,499538842,3.39%,74.91%,937433423,24.490,74.94%,3164744128818678,345048764.748,75.60%,917187497,23.961,51.28%,1640832920685170,42865.122,51.47%,77046249268,0.00,63.70%,97747430608,2553.554,75.64%,86700,0.002,38257.934917,999.450,6621,0.173,0,0.000,148,0.004,488189,0.013,488463,0.013,38278.975043,3.201,11.959026875
sort581,4054564,54751551,48545021,4086456201,14669223650,389.843,75.90%,490528097,3.34%,75.73%,919394121,24.433,75.70%,1115108353048542,132.520,75.73%,841463265511579,22362390.969,50.18%,3890974811133413,103404.989,50.64%,76376464607,0.00,63.45%,95738162549,2544.299,75.66%,86107,0.002,37607.572476,999.444,6737,0.179,0,0.000,148,0.004,502188,0.013,502474,0.013,37628.501652,3.177,11.842882757
sort582,4102844,54751551,48545021,4676784437,14925935461,402.510,75.04%,506242497,3.39%,75.28%,905777290,24.426,75.82%,2033619461050097,200037509.532,76.13%,1016619066,27.415,50.77%,3617974977135795,97566.434,50.57%,78814166447,0.00,63.09%,94451778499,2547.094,75.14%,88723,0.002,37060.951462,999.428,6747,0.182,0,0.000,148,0.004,517591,0.014,517878,0.014,37082.168806,3.085,12.020142688
sort583,4080572,54751551,48545021,4480545849,14606329006,396.641,75.01%,493067502,3.38%,74.88%,900878936,24.464,75.18%,2432549129482486,264940437.733,75.21%,918149434,24.933,51.31%,2986578384184780,81101.721,51.84%,75534881170,0.00,64.14%,93680434960,2543.929,75.88%,87561,0.002,36804.354578,999.437,6293,0.171,0,0.000,148,0.004,505790,0.014,506049,0.014,36825.092372,3.121,11.799035528
sort584,4066572,54751551,48545021,4025962682,14274706393,403.397,74.91%,482223757,3.38%,75.25%,864423865,24.428,75.57%,2411331319036329,259283847.812,75.87%,929996735,26.281,51.30%,3037821481106162,85847.427,50.96%,75302824709,0.00,63.17%,90188840399,2548.695,74.86%,86231,0.002,35364.787932,999.393,6639,0.188,0,0.000,148,0.004,526132,0.015,526392,0.015,35386.284499,2.995,11.816893547
sort585,4155728,54751551,48545021,3934611687,14476068729,417.614,75.42%,489560058,3.38%,75.90%,847301250,24.443,76.24%,1475922054815068,175.315,76.28%,841870243014909,24286772.769,50.15%,3375732217977080,97385.128,50.03%,76679368734,0.00,62.65%,87843314611,2534.156,74.93%,85047,0.002,34643.587801,999.419,6304,0.182,0,0.000,148,0.004,475466,0.014,475790,0.014,34663.734495,3.003,11.541642377
sort586,4169624,54751551,48545021,4003376190,14649814429,405.465,75.31%,497867423,3.40%,75.27%,883566707,24.455,75.23%,937727227672932,68.301,75.04%,1372940150016208,37999091.064,51.25%,3543522797281511,98074.665,51.63%,76609260241,0.00,64.04%,91866399640,2542.602,75.74%,86597,0.002,36110.477394,999.436,6259,0.173,0,0.000,147,0.004,502814,0.014,503129,0.014,36130.868175,3.110,11.617658360
sort587,4085180,54751551,48545021,4475670494,14482055464,394.921,75.93%,498353354,3.44%,74.85%,896991677,24.461,74.76%,1683422151974688,610.522,75.24%,275734740342997,7519203.106,51.04%,2976625649913342,81171.683,52.01%,75509662735,0.00,64.61%,93197211053,2541.460,76.56%,86556,0.002,36649.912014,999.432,6433,0.175,0,0.000,148,0.004,522501,0.014,522781,0.014,36670.739764,3.053,12.012676117
sort588,4108024,54751551,48545021,4588622585,14758937063,402.962,74.96%,497645299,3.37%,75.13%,894605008,24.425,75.59%,1109643538747322,116022512.882,76.10%,956403642,26.113,51.17%,4687141079923236,127972.634,51.05%,77551573327,0.00,63.53%,93112854348,2542.253,75.21%,87691,0.002,36604.681473,999.415,6786,0.185,0,0.000,148,0.004,513554,0.014,513811,0.014,36626.120214,3.051,12.005975407
sort589,4153748,54751551,48545021,4219644464,14932110889,399.107,75.53%,506954299,3.40%,76.05%,913532060,24.417,76.04%,1486654624105986,148608619.168,75.73%,1000382503,26.738,50.11%,4481674565228979,119786.538,50.25%,78871606908,0.00,62.80%,95041434258,2540.275,75.12%,85988,0.002,37392.976517,999.442,6683,0.179,0,0.000,148,0.004,479386,0.013,479693,0.013,37413.841517,3.158,11.845453617
sort590,4069428,54751551,48545021,4355882677,14733969902,382.752,75.35%,491175921,3.33%,75.50%,941924492,24.469,75.96%,2409804002448647,255783875.137,75.92%,942125066,24.474,50.31%,3067568283516553,79687.789,50.47%,77200015481,0.00,63.36%,97839426669,2541.625,75.40%,86194,0.002,38473.912350,999.456,7079,0.184,0,0.000,147,0.004,501657,0.013,501961,0.013,38494.834866,3.287,11.711302633
sort591,4254568,54751551,48545021,4223884737,14343481708,398.287,75.82%,485118352,3.38%,75.77%,878936167,24.406,75.65%,2419242935225760,257713696.555,75.63%,938732775,26.067,50.28%,2763335238616345,76731.807,50.93%,75250026227,0.00,63.84%,91526133265,2541.482,75.84%,87590,0.002,35991.243743,999.399,7667,0.213,0,0.000,149,0.004,519799,0.014,520114,0.014,36012.904322,2.942,12.240566071
sort592,4048804,54751551,48545021,4743833389,14433656570,387.316,75.23%,493176223,3.42%,74.88%,910246920,24.426,75.07%,2597318093924219,474.253,75.86%,547665630966865,14696168.851,51.40%,1908999562429769,51226.475,51.61%,75585837202,0.00,63.67%,94952452853,2547.973,75.64%,87419,0.002,37244.236807,999.419,7115,0.191,0,0.000,148,0.004,524770,0.014,525073,0.014,37265.877694,3.022,12.331196223
sort593,4146312,54751551,48545021,4498196396,14594515592,389.445,75.24%,491476574,3.37%,75.55%,917209644,24.475,75.89%,1109849267960246,132.742,76.08%,836096193571756,22310655.336,50.50%,3919771307836730,104596.418,50.27%,77056953402,0.00,63.02%,95232922611,2541.225,75.19%,87360,0.002,37454.222054,999.440,7138,0.190,0,0.000,148,0.004,498116,0.013,498430,0.013,37475.196536,3.066,12.221444873
sort594,4121424,54751551,48545021,4756151246,14512488146,380.480,75.34%,487859862,3.36%,75.10%,933280828,24.468,75.12%,2058248658437861,124.877,75.22%,1648217589764554,43212057.258,51.23%,1910515620014526,50088.842,51.57%,75393864293,0.00,63.98%,97032513252,2543.945,76.06%,87182,0.002,38121.346312,999.444,6618,0.174,0,0.000,148,0.004,498493,0.013,498777,0.013,38142.539244,3.179,11.997496078
sort595,4095592,54751551,48545021,4524287968,14769754435,381.782,75.62%,501833453,3.40%,75.03%,944823445,24.423,74.78%,1869871229951435,680.613,75.27%,274733344389343,7101555.056,51.23%,3544555133774220,91622.855,51.62%,77271173010,0.00,63.88%,98592850007,2548.517,75.76%,86007,0.002,38665.023153,999.448,7228,0.187,0,0.000,148,0.004,492806,0.013,493106,0.013,38686.364074,3.149,12.286049493
sort596,4101208,54751551,48545021,4492701282,14996728956,373.928,75.35%,506828569,3.38%,75.13%,979924979,24.433,75.56%,3331118500981297,1200.183,76.05%,277550784987703,6920434.896,50.71%,1384733904358277,34526.873,50.82%,78752635358,0.00,63.47%,102193651862,2548.090,75.78%,86510,0.002,40084.091766,999.454,7205,0.180,0,0.000,149,0.004,498710,0.012,499020,0.012,40105.974433,3.275,12.247584567
sort597,4157224,54751551,48545021,4424381609,14895595913,398.605,75.37%,502652093,3.37%,75.03%,913262973,24.439,75.03%,2061343547220280,218524443.982,75.10%,943301129,25.243,51.20%,3272282621387519,87565.941,51.61%,77996201807,0.00,63.80%,95288832313,2549.919,75.57%,88014,0.002,37347.708167,999.421,7053,0.189,0,0.000,148,0.004,509339,0.014,509656,0.014,37369.353672,3.166,11.802281898
