workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUs,duration(s)
svm780,6381280,48580835268,0,23737795905,22142163143,253.622,74.94%,678016804,3.06%,75.31%,2148667651,24.611,75.58%,1306501907043310,155.851,75.40%,838303692810390,9602128.913,50.37%,3642057156731623,41716.985,50.24%,170021442880,0.00,62.65%,223037037758,2554.719,74.95%,141870,0.002,87264.586382,999.549,17081,0.196,0,0.000,149,0.002,2219542,0.025,2219908,0.025,87303.940656,3.295,26.497729394
svm781,5779940,48580835268,0,23271740163,23376745881,247.357,75.26%,702421657,3.00%,75.11%,2327444361,24.627,75.21%,1872662661999616,78146070.396,75.15%,2396361906,25.357,50.20%,3892640715971046,41189.337,50.62%,174044178750,0.00,63.16%,241943755036,2560.088,75.41%,143479,0.002,94466.806044,999.585,16788,0.178,0,0.000,149,0.002,2042517,0.022,2042873,0.022,94506.030892,3.431,27.540872477
svm782,6963508,48580835268,0,23922014778,23660082228,266.608,75.38%,710776836,3.00%,75.32%,2184726551,24.618,75.35%,1864984440906615,220.811,75.46%,844606871794028,9517256.489,49.99%,3082028220966924,34729.120,50.23%,177121808970,0.00,62.98%,227030485037,2558.240,75.30%,140848,0.002,88705.274188,999.555,17099,0.193,0,0.000,147,0.002,2359402,0.027,2359721,0.027,88744.784046,3.305,26.849239186
svm783,5041136,48580835268,0,23087840252,28037306881,310.779,75.36%,704334066,2.51%,75.38%,2223060387,24.641,75.16%,2628116883736104,936.063,74.97%,280762923489195,3112111.121,50.13%,2224315104390873,24655.377,50.62%,186966589865,0.00,63.16%,230947226436,2559.930,75.41%,147933,0.002,90177.524074,999.571,15002,0.166,0,0.000,148,0.002,911774,0.010,912102,0.010,90216.227047,4.256,21.196745952
svm784,6055292,48580835268,0,23930080988,22893386523,295.379,75.62%,708167757,3.09%,75.46%,1905921425,24.591,75.30%,2623699783380096,467.049,75.10%,561760543738073,7248033.598,50.11%,1949791269429083,25156.898,50.53%,173068479721,0.00,63.19%,197933994563,2553.815,75.53%,135572,0.002,77468.911498,999.531,15421,0.199,0,0.000,148,0.002,1504589,0.019,1504884,0.019,77505.234510,3.848,20.139460071
svm785,7405552,48580835268,0,23362676241,23274399385,262.104,75.00%,702714931,3.02%,74.98%,2185718034,24.614,75.04%,3174877645943694,1142.451,75.36%,277900589223480,3129574.533,50.64%,1944326367158360,21896.011,50.67%,175109826422,0.00,63.15%,227318839457,2559.949,75.36%,142498,0.002,88759.181947,999.561,17298,0.195,0,0.000,149,0.002,2322855,0.026,2323206,0.026,88798.201262,3.346,26.541714700
svm786,4706616,48580835268,0,23568871627,33965147985,147.234,75.19%,893885633,2.63%,75.11%,5702779683,24.721,75.11%,2246206485425588,798.845,75.19%,281181677190091,1218884.769,50.05%,3090635144235084,13397.488,50.10%,224594533800,0.00,62.63%,593188350063,2571.392,75.08%,194409,0.843,230629.841587,999.749,18974,0.082,0,0.000,147,0.001,1803811,0.008,1804270,0.008,230687.661696,5.846,39.458642889
svm787,6303232,48580835268,0,23211070620,23465457131,256.529,75.12%,709678301,3.02%,75.28%,2253384106,24.634,75.15%,2439336000958350,436.417,75.00%,558945742596236,6110516.388,50.36%,2220479616578733,24274.766,50.71%,175723116329,0.00,63.19%,234291665768,2561.327,75.38%,141620,0.002,91434.734593,999.584,14812,0.162,0,0.000,148,0.002,2471183,0.027,2471512,0.027,91472.750765,3.438,26.604424154
svm788,7451404,48580835268,0,24443442383,23223536372,243.194,75.00%,688379562,2.96%,75.12%,2353021977,24.641,75.30%,1491656295757725,62568584.547,75.48%,2384033947,24.965,50.45%,4203711974588325,44020.668,50.22%,173685226047,0.00,62.77%,244446263427,2559.806,74.99%,144089,0.002,95454.098533,999.582,18887,0.198,0,0.000,148,0.002,4211254,0.044,4211566,0.044,95494.052396,3.024,31.576432618
svm789,5480336,48580835268,0,23152169556,22283236445,299.561,75.54%,695148328,3.12%,75.74%,1827831452,24.572,75.65%,1680272036172886,297.842,75.38%,564149310717231,7584051.663,49.89%,3649093291424063,49056.006,50.14%,170539472894,0.00,62.99%,189704138267,2550.257,75.30%,135571,0.002,74351.010963,999.526,15216,0.205,0,0.000,147,0.002,941459,0.013,941794,0.013,74386.269478,3.806,19.546949705
svm790,6282340,48580835268,0,23863316498,22992460856,253.920,75.20%,697961878,3.04%,75.28%,2228658660,24.612,75.42%,2239371128173985,93777077.323,75.42%,2387972831,26.372,50.16%,3370591127672431,37223.505,50.11%,173214806730,0.00,62.71%,231713943226,2558.959,75.11%,142096,0.002,90509.910074,999.556,17963,0.198,0,0.000,148,0.002,2420295,0.027,2420604,0.027,90550.074478,3.383,26.768356078
svm791,6347280,48580835268,0,23973272319,23275337615,240.370,75.31%,700327149,3.01%,75.09%,2383150311,24.611,74.86%,1687813363707703,607.104,75.05%,278010735510929,2871083.424,50.62%,3873712928280944,40004.761,50.87%,173773017084,0.00,63.35%,247972715227,2560.874,75.36%,144131,0.001,96790.804450,999.582,18074,0.187,0,0.000,150,0.002,2210786,0.023,2211118,0.023,96831.298299,3.291,29.420044044
svm792,5715272,48580835268,0,24016322145,24126319051,220.560,75.18%,699279325,2.90%,75.18%,2695225065,24.639,75.31%,1494882989995934,532.289,75.32%,280840540605762,2567415.543,50.11%,3919915363643602,35835.466,50.27%,176455318186,0.00,62.77%,280486592228,2564.180,75.18%,146853,0.001,109345.668345,999.627,19420,0.178,0,0.000,148,0.001,3140441,0.029,3140752,0.029,109386.476746,3.633,30.105975883
svm793,6410192,48580835268,0,24589213074,22924858698,257.605,75.06%,693758057,3.03%,74.95%,2189860628,24.607,75.17%,1305249701984721,469.268,75.48%,278145904756100,3125501.662,50.60%,4447516686291993,49976.363,50.63%,171821718366,0.00,63.03%,227594969499,2557.465,75.18%,140556,0.002,88952.478244,999.551,17822,0.200,0,0.000,149,0.002,2363222,0.027,2363552,0.027,88992.403397,3.332,26.710370634
svm794,6804628,48580835268,0,23850443720,23443163013,249.656,75.27%,697247096,2.97%,75.16%,2312019958,24.622,75.08%,2436309541893174,435.685,75.10%,559190429013357,5955048.282,50.34%,2497722780495428,26599.275,50.72%,175503838990,0.00,63.16%,240435738358,2560.499,75.41%,141564,0.002,93863.000234,999.586,17728,0.189,0,0.000,148,0.002,3300537,0.035,3300880,0.035,93901.913566,3.169,29.629872412
svm795,6851252,48580835268,0,23621276066,22552193817,276.681,75.34%,698800775,3.10%,75.39%,2005722486,24.607,75.46%,2803299545730966,199.195,75.31%,1407311075324159,17265540.289,50.00%,559225084618320,6860.831,50.35%,171662100101,0.00,63.12%,208054414785,2552.507,75.41%,137946,0.002,81471.355293,999.528,15727,0.193,0,0.000,148,0.002,2097580,0.026,2097877,0.026,81509.819664,3.453,23.602803056
svm796,7494072,48580835268,0,24273263082,22769247742,273.012,75.17%,690253122,3.03%,75.24%,2050783841,24.590,75.42%,2056865498327929,244.699,75.27%,840568430167819,10078736.040,50.23%,2788069882218571,33430.021,50.48%,172881559650,0.00,63.00%,212992905906,2553.866,75.35%,138799,0.002,83361.366544,999.535,16994,0.204,0,0.000,149,0.002,2279655,0.027,2279970,0.027,83400.183004,3.341,24.959345895
svm797,5967728,48580835268,0,24047547171,22928153667,299.173,75.38%,696510586,3.04%,75.60%,1880880352,24.542,75.48%,2054445702327712,85548250.326,75.35%,2401505226,31.335,50.16%,3367936173828261,43945.729,50.15%,171969892658,0.00,62.77%,195708755705,2553.660,75.06%,137562,0.002,76601.835974,999.521,15349,0.200,0,0.000,148,0.002,1915446,0.025,1915810,0.025,76638.533076,3.644,21.033613196
svm798,4815580,59490535408,0,85855751953,53078614271,143.124,74.96%,973443068,1.83%,74.98%,9181074979,24.756,75.08%,2059218778976846,31318265.585,75.18%,6575136715,17.730,50.15%,3094859869116398,8345.155,50.04%,623035035632,0.00,62.46%,954964714755,2575.021,74.93%,228554,0.616,370788.989122,999.816,30374,0.082,0,0.000,148,0.000,3126516,0.008,3127053,0.008,370857.099144,5.147,72.057239805
svm799,7210364,48580835268,0,24289278880,22676932189,267.898,75.22%,695972630,3.07%,75.32%,2082294453,24.600,75.15%,2621503891212807,940.541,75.16%,278722906658416,3292748.571,50.49%,2503650792031278,29577.377,50.60%,173133520252,0.00,63.01%,216348633787,2555.878,75.22%,139600,0.002,84607.578166,999.528,17698,0.209,0,0.000,148,0.002,3193988,0.038,3194313,0.038,84647.491500,3.144,26.927489279
svm800,7229336,48580835268,0,24037898839,23624730251,272.945,75.22%,700975978,2.97%,75.06%,2131052892,24.621,75.02%,3185998815958477,131367999.270,75.10%,2425247270,28.020,50.39%,2214191663337906,25581.379,50.85%,175570564492,0.00,63.34%,221535540701,2559.482,75.57%,139024,0.002,86517.034901,999.563,18008,0.208,0,0.000,149,0.002,3210116,0.037,3210427,0.037,86554.820931,3.343,25.892350453
svm801,5711360,48580835268,0,23682335037,23947347347,228.990,75.35%,701214887,2.93%,75.46%,2579082008,24.662,75.22%,2249973054539118,799.688,75.06%,281356512502062,2690400.684,50.02%,3077581941823694,29428.601,50.31%,175361305088,0.00,62.86%,267897930582,2561.706,75.26%,146807,0.001,104537.978518,999.618,17874,0.171,0,0.000,148,0.001,1905100,0.018,1905411,0.018,104577.921841,3.686,28.368368404
svm802,5476368,48580835268,0,23971628634,21987856447,288.068,75.71%,686951370,3.12%,75.29%,1876036112,24.578,75.26%,2992596807284040,530.905,75.25%,563678902613357,7384895.913,49.94%,1667620636076067,21847.908,50.64%,168514124096,0.00,63.40%,194791872893,2552.016,75.79%,138403,0.002,76290.916278,999.506,16571,0.217,0,0.000,150,0.002,1276152,0.017,1276458,0.017,76328.618473,3.737,20.426401789
svm803,4956916,48580835268,0,23620534302,23400396793,223.129,75.57%,701664301,3.00%,75.22%,2583816554,24.637,75.06%,2811713444264308,117804134.999,75.08%,2386769738,22.758,50.04%,1952626873993796,18618.785,50.46%,171858381022,0.00,63.12%,268586729208,2561.042,75.50%,151793,0.001,104833.181973,999.611,16772,0.160,0,0.000,148,0.001,1542023,0.015,1542313,0.015,104874.020770,4.048,25.905346637
svm804,6112364,48580835268,0,23620643645,23300476409,239.528,75.16%,698189905,3.00%,75.20%,2395724824,24.628,75.00%,2434529453572106,102730691.046,75.15%,2369817071,24.362,50.52%,3067712819194455,31535.930,50.47%,173424403698,0.00,62.94%,249244101798,2562.217,75.11%,142162,0.001,97237.547868,999.597,17554,0.180,0,0.000,149,0.002,2258451,0.023,2258766,0.023,97276.752362,3.464,28.084314128
svm805,6271760,48580835268,0,23505537883,23522101275,235.811,75.11%,696344246,2.96%,75.33%,2455574498,24.617,75.43%,1868400719968055,78266608.162,75.33%,2387225873,23.932,50.21%,3647662671301201,36568.188,50.16%,174666172808,0.00,62.89%,255291593846,2559.324,75.09%,143975,0.001,99710.111608,999.604,17542,0.176,0,0.000,150,0.002,1579214,0.016,1579559,0.016,99749.614680,3.727,26.766037918
svm806,7187140,48580835268,0,23927649887,23320834799,270.722,75.26%,712706570,3.06%,75.06%,2118420800,24.592,74.99%,2426903280408673,436.237,75.39%,556326685358282,6458169.908,50.60%,1945296961219654,22582.160,50.65%,175888061237,0.00,63.23%,219908758194,2552.831,75.48%,140453,0.002,86104.852991,999.556,16621,0.193,0,0.000,147,0.002,2559316,0.030,2559668,0.030,86143.085930,3.247,26.529152742
svm807,7107096,48580835268,0,23579038113,23820382205,246.016,75.15%,703359851,2.95%,75.48%,2384749664,24.630,75.44%,2612595969203438,930.020,75.42%,280918122184929,2901308.174,50.10%,2253881786052327,23277.977,49.96%,177230084178,0.00,62.53%,247955966226,2560.877,74.96%,143972,0.001,96785.568915,999.596,17117,0.177,0,0.000,148,0.002,3577851,0.037,3578150,0.037,96824.640943,3.176,30.486539854
svm808,6336436,48580835268,0,23810020891,22991915279,268.566,75.17%,699250698,3.04%,75.10%,2106193820,24.602,75.17%,1869270787388535,78068932.329,75.29%,2394384977,27.969,50.51%,3891070692524130,45451.110,50.64%,173402625449,0.00,63.21%,219059817382,2558.810,75.40%,139616,0.002,85571.580167,999.551,15922,0.186,0,0.000,148,0.002,1902596,0.022,1902923,0.022,85610.025497,3.338,25.648298758
svm809,5822956,48580835268,0,24271481891,26880169738,198.701,75.37%,753326035,2.80%,75.41%,3340916586,24.696,75.26%,1310157099820636,464.420,75.19%,282105844202937,2085360.637,49.89%,4494214158595445,33221.776,50.11%,191080879577,0.00,62.77%,347162005073,2566.264,75.24%,156980,0.001,135236.362283,999.684,20144,0.149,0,0.000,147,0.001,3249369,0.024,3249696,0.024,135279.164310,4.026,33.604899456
svm810,6578356,48580835268,0,24529967197,28680073789,356.415,75.60%,717384180,2.50%,75.54%,1979960867,24.605,75.30%,1684001966940462,198.984,75.22%,846298746437871,10517175.082,49.89%,3347538299869194,41600.731,50.45%,190724522608,0.00,62.96%,205666922763,2555.876,75.32%,134908,0.002,80431.018857,999.537,16140,0.201,0,0.000,148,0.002,1609457,0.020,1609776,0.020,80468.256908,3.725,21.600386672
svm811,7497676,48580835268,0,23935608087,23872333250,264.099,75.17%,707475583,2.96%,75.24%,2224024602,24.604,75.12%,1308131643643874,156.606,75.31%,835301643143682,9240932.162,50.55%,4185292981748731,46301.847,50.44%,177642644516,0.00,62.93%,231158506023,2557.304,75.18%,141607,0.002,90352.816853,999.572,17887,0.198,0,0.000,149,0.002,3815526,0.042,3815886,0.042,90391.491730,3.104,29.119032737
svm812,6863420,48580835268,0,23844705009,22975271843,258.635,75.58%,697680370,3.04%,75.33%,2187811752,24.628,75.33%,2614680051425480,925.662,75.36%,282465810989647,3179751.387,49.83%,2802439954921294,31547.401,50.22%,174392097537,0.00,63.04%,227061711106,2556.061,75.39%,139970,0.002,88793.766117,999.562,17434,0.196,0,0.000,148,0.002,2779998,0.031,2780301,0.031,88832.671688,3.174,27.990404149
svm813,4829204,60168222676,0,84582012510,43922220551,183.625,75.04%,869988329,1.98%,75.09%,5911690512,24.715,75.19%,1873183328861089,33424482.783,75.13%,5604225325,23.430,50.08%,3651485874860577,15265.733,50.11%,581811528554,0.00,62.64%,614635554338,2569.601,75.08%,203855,0.852,239138.399545,999.764,27834,0.116,0,0.000,148,0.001,2849360,0.012,2849811,0.012,239194.925849,4.099,58.353458980
svm814,6477752,48580835268,0,23470296886,22902857872,241.868,75.22%,696849299,3.04%,75.18%,2329926961,24.605,75.13%,1688278742106186,603.690,75.03%,279660099911819,2953377.234,50.32%,3888848729427247,41068.559,50.67%,172368972595,0.00,63.17%,242436085315,2560.269,75.43%,141874,0.001,94652.491920,999.587,18076,0.191,0,0.000,148,0.002,2038654,0.022,2038991,0.022,94691.628512,3.151,30.055143200
svm815,4782292,54996456715,0,54828843697,38563245033,162.295,75.21%,831599132,2.16%,75.17%,5879017955,24.742,74.98%,2251009286372847,801.206,75.03%,280952494907475,1182401.576,50.09%,2803731263800054,11799.633,50.21%,399388205808,0.00,62.74%,611133957750,2571.986,75.13%,199151,0.838,237552.712449,999.752,28350,0.119,0,0.000,148,0.001,2718231,0.011,2718621,0.011,237611.739124,3.855,61.638080000
svm816,5824368,48580835268,0,23829290869,26699482820,191.848,74.97%,743433435,2.78%,75.13%,3437027527,24.697,75.20%,1866638718965200,667.375,75.40%,279698819040881,2009765.508,50.32%,3655681429759677,26267.764,50.05%,187803592817,0.00,62.48%,357224890555,2566.826,74.84%,155340,0.001,139125.074358,999.678,20956,0.151,0,0.000,147,0.001,3718778,0.027,3719154,0.027,139169.877265,4.067,34.220923808
svm817,5807908,48580835268,0,24513564142,23134938816,261.413,75.37%,706478904,3.05%,75.55%,2177009853,24.599,75.52%,1867417906364333,77226719.657,75.36%,2418098185,27.323,49.90%,3942281951776091,44545.822,49.98%,175094205970,0.00,62.76%,226296134698,2557.034,75.14%,140082,0.002,88460.164096,999.556,18037,0.204,0,0.000,148,0.002,2543545,0.029,2543842,0.029,88499.477083,3.361,26.331412947
svm818,7457112,48580835268,0,23854489142,22238481124,272.263,75.37%,693710734,3.12%,75.25%,2009705065,24.605,75.12%,1495236190285113,63412008.374,75.30%,2357970089,28.868,50.34%,4466573824422011,54683.788,50.42%,170809912071,0.00,63.14%,208133116101,2548.152,75.37%,138761,0.002,81640.622624,999.517,17691,0.217,0,0.000,148,0.002,2181567,0.027,2181863,0.027,81680.037538,3.189,25.616585915
svm819,5346324,48580835268,0,23682433953,23159521279,246.870,75.01%,698621071,3.02%,74.89%,2310004129,24.624,75.03%,1869982165668870,168.148,75.26%,1112103715035773,11854499.697,50.62%,2499299449125236,26641.350,50.68%,173600102413,0.00,63.17%,240153237363,2559.920,75.42%,145056,0.002,93772.693307,999.573,16061,0.171,0,0.000,148,0.002,1586705,0.017,1587070,0.017,93812.792062,3.714,25.256422667
svm820,7137964,48580835268,0,23870632173,23793716725,247.503,75.30%,707322013,2.97%,75.42%,2366488721,24.616,75.33%,1872119893728730,666.272,75.18%,280984359948543,2922803.124,50.09%,3917691473158770,40751.880,50.30%,177783175393,0.00,62.85%,245905916675,2557.917,75.14%,139869,0.001,96095.230598,999.584,17220,0.179,0,0.000,148,0.002,2985122,0.031,2985440,0.031,96135.233205,3.206,29.981438472
svm821,6781684,48580835268,0,23550005754,23064793453,241.054,75.01%,687802268,2.98%,75.26%,2355016025,24.613,75.33%,2058328314373125,85641555.443,75.21%,2403422385,25.119,50.42%,3349804489149185,35009.416,50.42%,173591854657,0.00,62.91%,245017067885,2560.718,75.06%,142881,0.001,95643.726721,999.590,17885,0.187,0,0.000,148,0.002,3934235,0.041,3934535,0.041,95682.958399,3.200,29.899251894
svm822,7508816,48580835268,0,23787323982,23175825045,244.989,75.03%,700416649,3.02%,75.20%,2329882686,24.629,75.41%,1867828630565769,222.703,75.35%,838706868909971,8865858.017,50.34%,2237947497100231,23657.043,50.31%,174316299727,0.00,62.79%,242098982165,2559.196,74.97%,141604,0.001,94559.454868,999.575,17788,0.188,0,0.000,149,0.002,2956213,0.031,2956556,0.031,94599.627839,3.164,29.901101025
svm823,5551664,48580835268,0,23627916079,22706796445,258.488,75.40%,697517365,3.07%,75.28%,2159757071,24.586,75.37%,560588500580281,199.499,75.32%,280997752633697,3198803.538,50.09%,5319371721991540,60554.310,50.27%,171339032914,0.00,62.90%,224689841689,2557.809,75.36%,141544,0.002,87805.281611,999.552,16471,0.188,0,0.000,148,0.002,1308506,0.015,1308806,0.015,87844.642323,3.723,23.597678960
svm824,5297836,48580835268,0,23353617438,23045173914,232.042,75.15%,702517166,3.05%,75.40%,2446740111,24.636,75.27%,2247752863518702,400.905,75.14%,560669378193617,5645380.884,50.20%,2797560902467403,28168.645,50.31%,172272982340,0.00,62.84%,254431563561,2561.872,75.17%,145945,0.001,99273.807924,999.588,17947,0.181,0,0.000,148,0.001,1552117,0.016,1552470,0.016,99314.712280,3.807,26.086225663
svm825,5513144,48580835268,0,24225134164,22746450674,262.884,75.24%,699950860,3.08%,75.21%,2129135162,24.607,75.02%,1307602670598274,55314587.214,75.34%,2363938224,27.320,50.59%,4460654721966421,51552.345,50.48%,171397032419,0.00,62.90%,221180846217,2556.215,75.22%,141228,0.002,86488.840665,999.562,15846,0.183,0,0.000,148,0.002,1600575,0.018,1600896,0.019,86526.708046,3.773,22.935040909
svm826,5863108,48580835268,0,23624380923,26481201700,196.283,75.37%,739584820,2.79%,75.40%,3331419343,24.693,75.23%,3190549408501543,120034011.017,74.99%,2658037819,19.702,49.83%,1959680083183664,14525.460,50.28%,187826821331,0.00,62.93%,346092177950,2565.290,75.32%,151343,0.001,134870.312307,999.680,18361,0.136,0,0.000,148,0.001,2242593,0.017,2242952,0.017,134913.465249,4.092,32.971245633
svm827,5608752,48580835268,0,23555777552,22737324997,241.231,75.25%,700355276,3.08%,75.29%,2319462319,24.608,75.31%,2056141618400995,732.502,75.29%,280701035107052,2978084.856,50.14%,3077437327872591,32649.931,50.31%,172344189964,0.00,62.87%,241234341869,2559.365,75.21%,144070,0.002,94214.497403,999.564,17564,0.186,0,0.000,148,0.002,1752369,0.019,1752677,0.019,94255.553032,3.504,26.899004892
svm828,6127068,48580835268,0,24314145257,22527143456,278.914,75.38%,702300374,3.12%,75.09%,1984533088,24.571,75.07%,2618264621467445,312.060,75.25%,839025409026557,10388159.712,50.32%,1668673250683864,20660.214,50.61%,171538328457,0.00,63.27%,206330966039,2554.629,75.54%,139476,0.002,80727.677394,999.507,17411,0.216,0,0.000,148,0.002,1730306,0.021,1730611,0.021,80767.473000,3.471,23.266183535
svm829,6444540,48580835268,0,24046999732,22893714556,277.931,75.10%,702254566,3.07%,75.30%,2025740122,24.593,75.48%,1865278661210624,332.884,75.45%,560338322459092,6802536.645,50.23%,3358026650896985,40766.620,50.30%,174171749206,0.00,63.03%,210513902885,2555.650,75.33%,139436,0.002,82333.205749,999.529,15988,0.194,0,0.000,148,0.002,2379863,0.029,2380210,0.029,82371.966769,3.567,23.095625457
