workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),cpu-clock,cpu-clock(M/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUsduration(s)
kmeans25,12134592,275413310666,513.731,75.05%,1232781089,0.45%,75.06%,13319566144,24.845,75.04%,3563632109017136,1267.131,75.04%,281236293335937,524592.397,50.04%,1125968808215161,2100.279,50.07%,1775264880320,0.00,62.62%,1384720501514,2582.931,75.06%,143272,0.267,536069.656042,999.935,20857,0.039,147,0.000,5904790,0.011,5906485,0.011,536104.401627,15.943,33.625921570
kmeans26,7744116,2027578861774,607.040,75.00%,4739921686,0.23%,75.01%,82994147739,24.848,75.01%,2063750120708582,733.179,75.02%,281479580455426,84272.593,50.01%,3106539178436323,930.071,50.00%,11923371884351,0.00,62.50%,8630691432138,2583.956,75.00%,560845,0.168,3340011.111306,999.971,71833,0.022,147,0.000,32754980,0.010,32775771,0.010,3340108.221038,20.343,164.187887068
kmeans27,11374540,258923157441,506.958,75.02%,1176504419,0.45%,75.02%,12683627041,24.834,75.02%,3187008349111327,1134.718,75.07%,280863379216646,549916.220,50.11%,1406179549900712,2753.228,50.10%,1648227551038,0.00,62.58%,1319016629065,2582.568,75.01%,158372,0.310,510702.880705,999.930,21038,0.041,147,0.000,7784590,0.015,7786438,0.015,510738.489316,15.577,32.788502653
kmeans28,7794288,1805135069209,516.990,75.00%,5067403369,0.28%,75.01%,86758235594,24.848,75.01%,2063865638889739,733.098,75.01%,281526669510235,80629.176,50.00%,3106915757641253,889.820,50.00%,10151183025064,0.00,62.50%,9022007601769,2583.901,75.00%,520554,0.149,3491521.324443,999.971,71260,0.020,146,0.000,42051974,0.012,42069854,0.012,3491622.801455,18.628,187.440209504
kmeans29,11136988,255957620755,533.910,75.03%,1132039495,0.44%,75.04%,11902694612,24.828,75.05%,1125531979923393,400.559,75.02%,280990594391843,586127.230,50.09%,3933259502341457,8204.511,50.11%,1622722394611,0.00,62.59%,1237832131737,2582.033,75.03%,146640,0.306,479366.669078,999.926,21696,0.045,147,0.000,6536187,0.014,6537954,0.014,479402.047758,14.489,33.087601837
kmeans30,9977572,384513811164,369.610,75.01%,1576544973,0.41%,75.03%,25866124468,24.864,75.04%,3376374289336793,25088104.119,75.03%,13458068706,12.936,50.01%,1691398419120906,1625.838,50.02%,2358096403986,0.00,62.53%,2690151022988,2585.878,75.01%,163575,0.157,1040286.185819,999.964,23233,0.022,147,0.000,9684918,0.009,9687142,0.009,1040324.129939,19.930,52.198958028
kmeans31,5647168,2664100703079,414.773,75.00%,6897360424,0.26%,75.00%,159696911480,24.863,75.00%,2439306945719642,2619682.744,75.01%,93114593788,14.497,50.01%,2833977215019349,441.221,50.00%,15292740654092,0.01,62.50%,16606651657920,2585.484,74.99%,1118610,0.174,6422812.378932,999.966,156157,0.024,147,0.000,34964505,0.005,35017204,0.005,6423033.432412,23.476,273.600283443
kmeans32,6733036,1985852154507,568.591,74.99%,4634385763,0.23%,75.00%,86790747501,24.850,75.01%,2626566246393372,933.408,75.02%,281395377872998,80569.380,50.02%,1699242873094994,486.529,50.01%,11779348526715,0.01,62.51%,9024973607348,2584.039,75.00%,595865,0.171,3492465.343443,999.966,89721,0.026,147,0.000,33291809,0.010,33317772,0.010,3492584.627034,20.017,174.484517390
kmeans33,11463720,254298095078,502.858,75.01%,1103993841,0.43%,75.07%,12558688698,24.834,75.05%,1312708389059998,233.610,75.05%,561923651899176,1111168.017,50.09%,4217328417067319,8339.497,50.07%,1613189445671,0.00,62.58%,1306212681794,2582.952,75.01%,161225,0.319,505669.632415,999.929,20381,0.040,147,0.000,7122728,0.014,7124335,0.014,505705.387024,15.768,32.071028742
kmeans34,12264192,266929780011,559.034,75.10%,1248848912,0.47%,75.04%,11854468627,24.827,74.97%,2440333084126989,34025978.954,74.97%,7171970239,15.020,50.09%,3087696164518176,6466.597,50.16%,1715092467916,0.00,62.67%,1232886810248,2582.049,75.11%,157581,0.330,477447.798184,999.924,21410,0.045,147,0.000,7486072,0.016,7487839,0.016,477483.942250,14.094,33.877821588
kmeans35,9874812,570225728405,570.138,75.01%,1879929587,0.33%,75.01%,24829600153,24.826,75.00%,2814643007529577,1000.850,75.00%,281225350256793,281182.225,50.05%,1970858997383773,1970.557,50.06%,3339500576472,0.00,62.57%,2581748225809,2581.352,75.05%,206596,0.207,1000104.708533,999.951,34347,0.034,147,0.000,20112565,0.020,20116002,0.020,1000153.371394,10.726,93.249860676
kmeans36,9976688,375148608235,358.745,75.01%,1563749247,0.42%,75.01%,26003495504,24.866,75.03%,2813211139912481,333.385,75.04%,843833544386361,806936.065,50.04%,1972164684713792,1885.930,50.04%,2341968822966,0.00,62.54%,2704318056199,2586.069,75.01%,166906,0.160,1045686.778716,999.963,24326,0.023,147,0.000,11464868,0.011,11467157,0.011,1045725.405862,20.291,51.535260474
kmeans37,11549408,254390106087,532.492,75.05%,1171945634,0.46%,75.02%,11860856403,24.827,75.06%,3187607017926080,41479144.541,75.06%,7684842716,16.086,50.04%,1686605437823587,3530.421,50.11%,1625742873276,0.00,62.62%,1233322622502,2581.604,75.08%,161397,0.338,477698.963284,999.925,21278,0.045,147,0.000,6323663,0.013,6325463,0.013,477734.977188,14.212,33.615449338
kmeans38,11655056,256599184021,475.653,75.08%,1206297413,0.47%,75.09%,13403728859,24.846,75.10%,1312467789421777,16185197.069,75.06%,8109062768,15.032,49.94%,4504138729576938,8349.235,50.01%,1633391370165,0.00,62.60%,1393237358091,2582.617,75.08%,146526,0.272,539433.263797,999.937,21988,0.041,147,0.000,6579712,0.012,6581256,0.012,539467.245432,16.297,33.102123000
kmeans39,8923352,1622734301574,547.841,75.01%,4812627797,0.30%,75.01%,73612877835,24.852,75.00%,1688878777783112,300.089,75.00%,562792843586831,190001.083,50.02%,3103983785171310,1047.917,50.02%,9554236345863,0.00,62.52%,7654970919951,2584.348,75.01%,392479,0.133,2961963.234675,999.970,66268,0.022,147,0.000,38607984,0.013,38620127,0.013,2962050.709770,17.841,166.028943472
kmeans40,9960868,1460063827127,596.444,75.00%,3845687478,0.26%,75.01%,60817308364,24.844,75.02%,1313194488420735,116.640,75.02%,1125849107666298,459915.387,50.00%,3103694121691358,1267.876,50.00%,8301309232672,0.00,62.50%,6324317680785,2583.518,75.00%,330631,0.135,2447874.735337,999.970,57835,0.024,148,0.000,35484174,0.014,35493212,0.014,2447948.336683,17.221,142.151867855
kmeans41,8928420,838942768787,273.422,75.00%,2810673556,0.34%,75.00%,76354801841,24.885,75.01%,938118802561243,2965890.545,75.01%,31630257024,10.309,50.01%,5074930824098954,1653.986,50.01%,4630937683724,0.00,62.51%,7940245784078,2587.830,75.01%,234463,0.076,3068247.012226,999.982,43612,0.014,146,0.000,31391882,0.010,31395426,0.010,3068303.189390,21.141,145.137528514
kmeans42,11870828,247572001612,452.567,75.03%,1090124648,0.44%,75.05%,13589679376,24.842,75.04%,2438090196437676,29568145.197,75.04%,8245664989,15.073,50.06%,2812105893411354,5140.592,50.08%,1546199621420,0.00,62.58%,1413107370577,2583.192,75.02%,147501,0.270,547005.595197,999.938,20082,0.037,147,0.000,5710635,0.010,5712480,0.010,547039.296210,16.245,33.675346624
kmeans43,11782388,252255307805,487.390,75.00%,1155104044,0.46%,74.99%,12854722241,24.837,75.03%,2062429216605949,183.580,75.06%,1123447163628499,2170645.687,50.11%,2529897203366724,4888.090,50.10%,1589370251156,0.00,62.59%,1336798420942,2582.868,75.05%,157446,0.304,517528.371105,999.932,20680,0.040,148,0.000,7569228,0.015,7571331,0.015,517563.585155,16.226,31.896294002
kmeans44,7857388,1673293701216,433.179,75.01%,5282833364,0.32%,75.01%,96013197204,24.856,75.00%,3189885104797124,4458252.522,75.00%,71550121691,18.523,50.01%,1981842617778671,513.055,50.01%,9911947141094,0.01,62.51%,9984238661618,2584.700,75.00%,514914,0.133,3862709.132930,999.970,78102,0.020,147,0.000,50357755,0.013,50373735,0.013,3862823.453974,19.049,202.779905629
kmeans45,11730836,334000417312,547.365,75.04%,1382292889,0.41%,75.04%,15153246688,24.833,75.03%,1312912519489687,13182622.959,75.04%,9959417967,16.322,50.04%,4498526602012690,7372.250,50.08%,2002105002186,0.00,62.58%,1575816748332,2582.471,75.06%,169524,0.278,610157.726393,999.935,25376,0.042,147,0.000,11059523,0.018,11061796,0.018,610197.238758,13.258,46.025526865
kmeans46,11372040,249948597151,494.139,75.05%,1112869662,0.45%,75.03%,12557756909,24.826,75.07%,1499224533783534,17488445.144,75.10%,8572657669,16.948,50.04%,4501254756345049,8898.805,50.04%,1550316899251,0.00,62.60%,1306172389158,2582.252,75.06%,148792,0.294,505790.593413,999.928,22943,0.045,146,0.000,6059342,0.012,6061067,0.012,505826.900395,14.810,34.153404451
kmeans47,10701108,513658512218,622.587,75.03%,1586610405,0.31%,75.00%,20476317642,24.819,74.99%,1500835040068398,533.921,75.02%,281096735030202,340707.246,50.07%,3936831983061743,4771.693,50.08%,2985435121987,0.00,62.59%,2129427980183,2581.003,75.05%,204482,0.248,824992.252764,999.943,31220,0.038,147,0.000,21002561,0.025,21005601,0.025,825038.910490,9.536,86.522434169
kmeans48,5643584,2882735380350,415.621,74.99%,7107169750,0.25%,75.00%,172452285408,24.863,75.01%,3189807098201708,1133.137,75.01%,281502338455768,40585.842,50.01%,1709520537986364,246.472,50.01%,16124714408731,0.01,62.51%,17933083373183,2585.518,75.01%,1168670,0.168,6935742.730287,999.967,162848,0.023,147,0.000,37671872,0.005,37725141,0.005,6935973.778844,23.625,293.581574237
kmeans49,11631612,253732395267,511.143,75.05%,1120863875,0.44%,75.02%,12325646646,24.830,75.02%,2063259183432816,25798316.194,75.03%,7997650575,16.111,50.09%,3370752229023580,6790.371,50.13%,1591809708037,0.00,62.63%,1281909848161,2582.404,75.08%,143949,0.290,496367.769007,999.931,20736,0.042,146,0.000,4918876,0.010,4920449,0.010,496401.796995,15.117,32.838010831
kmeans50,11238860,266732631739,510.294,75.05%,1205616030,0.45%,75.08%,12981662076,24.836,75.08%,2061735997886863,732.767,75.09%,281363202069305,538284.210,50.02%,3098150806802027,5927.163,49.99%,1674756086415,0.00,62.54%,1349396109898,2581.569,74.99%,159916,0.306,522667.035516,999.930,22777,0.044,147,0.000,5571633,0.011,5574023,0.011,522703.799944,14.354,36.416097383
kmeans51,10013152,799865274778,510.529,75.00%,2565282032,0.32%,74.99%,38899127984,24.828,75.02%,2250668473578515,7818549.925,75.04%,28786264654,18.373,50.03%,3099167275912056,1978.100,50.03%,4637973691637,0.00,62.53%,4045498052341,2582.113,75.01%,292053,0.186,1566673.561320,999.958,44460,0.028,150,0.000,31214700,0.020,31219255,0.020,1566739.359563,13.329,117.539283471
kmeans52,12248536,255950493818,496.642,75.06%,1219456952,0.48%,75.06%,12798176044,24.833,75.04%,1500737874824420,18189799.627,75.02%,8250436539,16.009,50.04%,4213586584688217,8175.974,50.12%,1618149044739,0.00,62.60%,1331165518925,2582.972,75.07%,147428,0.286,515327.142983,999.932,22468,0.044,146,0.000,6579012,0.013,6580750,0.013,515362.018860,15.447,33.363935623
