,m-network-i(kb),m-network-o(kb),m-peak-memory(kb),s1-network-i(kb),s1-network-o(kb),s1-peak-memory(kb),s2-network-i(kb),s2-network-o(kb),s2-peak-memory(kb),m-branches,m-branches(M/sec),m-branches(%),m-branch-misses,m-branch-misses(% of all),m-branch-misses(%),m-bus-cycles,m-bus-cycles(M/sec),m-bus-cycles(%),m-cache-misses,m-cache-misses(% of all),m-cache-misses(%),m-cache-references,m-cache-references(M/sec),m-cache-references(%),m-cpu-cycles,m-cpu-cyclesGHz,m-cpu-cycles(%),m-instructions,m-instructions(per cycle),m-instructions(%),m-ref-cycles,m-ref-cycles(M/sec),m-ref-cycles(%),m-context-switches,m-context-switches(K/sec),m-cpu-clock,m-cpu-clock(M/sec),m-cpu-migrations,m-cpu-migrations(K/sec),m-emulation-faults,m-emulation-faults(K/sec),m-major-faults,m-major-faults(K/sec),m-minor-faults,m-minor-faults(M/sec),m-page-faults,m-page-faults(M/sec),m-task-clock(msec),m-CPUs,m-duration(s),s1-branches,s1-branches(M/sec),s1-branches(%),s1-branch-misses,s1-branch-misses(% of all),s1-branch-misses(%),s1-bus-cycles,s1-bus-cycles(M/sec),s1-bus-cycles(%),s1-cache-misses,s1-cache-misses(% of all),s1-cache-misses(%),s1-cache-references,s1-cache-references(M/sec),s1-cache-references(%),s1-cpu-cycles,s1-cpu-cyclesGHz,s1-cpu-cycles(%),s1-instructions,s1-instructions(per cycle),s1-instructions(%),s1-ref-cycles,s1-ref-cycles(M/sec),s1-ref-cycles(%),s1-context-switches,s1-context-switches(K/sec),s1-cpu-clock,s1-cpu-clock(M/sec),s1-cpu-migrations,s1-cpu-migrations(K/sec),s1-emulation-faults,s1-emulation-faults(K/sec),s1-major-faults,s1-major-faults(K/sec),s1-minor-faults,s1-minor-faults(M/sec),s1-page-faults,s1-page-faults(M/sec),s1-task-clock(msec),s1-CPUs,s2-branches,s2-branches(M/sec),s2-branches(%),s2-branch-misses,s2-branch-misses(% of all),s2-branch-misses(%),s2-bus-cycles,s2-bus-cycles(M/sec),s2-bus-cycles(%),s2-cache-misses,s2-cache-misses(% of all),s2-cache-misses(%),s2-cache-references,s2-cache-references(M/sec),s2-cache-references(%),s2-cpu-cycles,s2-cpu-cyclesGHz,s2-cpu-cycles(%),s2-instructions,s2-instructions(per cycle),s2-instructions(%),s2-ref-cycles,s2-ref-cycles(M/sec),s2-ref-cycles(%),s2-context-switches,s2-context-switches(K/sec),s2-cpu-clock,s2-cpu-clock(M/sec),s2-cpu-migrations,s2-cpu-migrations(K/sec),s2-emulation-faults,s2-emulation-faults(K/sec),s2-major-faults,s2-major-faults(K/sec),s2-minor-faults,s2-minor-faults(M/sec),s2-page-faults,s2-page-faults(M/sec),s2-task-clock(msec),s2-CPUs
s1-cache-references(%),0.006198473435693492,0.008952728444758034,-0.0283718611000352,0.006185198749231434,0.004743453496936797,-0.028437817678632123,0.007172276045655685,0.007682879681118751,-0.03591555853904738,-0.005139594888812662,0.004729740591401784,0.02807866489307057,0.0015315506063513383,0.02387401986035616,0.009871450424071376,-0.003828280959636772,0.017869481405469612,-0.01624874272530763,-0.006675821982581234,-0.02284517865573758,-0.007586301365129466,0.036601473744384015,0.03610319872502033,-0.012715207690290116,-0.011323599352841126,-0.009101289186651816,-0.0025209127233006513,-0.002552895388211845,,0.006785064676313604,-0.004143782698874278,0.00018439580401321287,0.01440703138148855,0.007247373744195141,-0.0016928457823060994,-0.004229080503880803,-0.007001708118110409,0.0021057285490745843,0.00673449592173994,,,-0.022156824800109113,-0.0030417849728347096,-0.0014397812967587614,-0.00274325370696594,-0.001440070636784423,-0.002652005185270734,-0.004225169375221086,-0.02144918406973568,0.01474516996822132,0.051856198631192056,0.12071585246216036,0.16371365516505504,0.009864778938368072,,-0.3258745335727178,0.013571676219597663,-0.007449131041763395,-0.04115990109209325,0.013700689144699534,0.043003482080093795,-0.006808453242414887,-0.025427474319930827,-0.11050161341798631,1.0,0.010996673640786707,0.007523567584979836,0.11989890526869516,0.011206512925119594,,0.039983723821184605,0.013564565877863135,-0.007486982405783056,0.007381890867658137,0.0059660436529747245,-0.024083364277783053,0.014733923756567919,0.011935227427319738,0.008878524402554102,-0.015318403679933866,,,0.0100166719436347,,0.006122290389162232,-0.027876708827219786,0.00612308616756686,-0.027791948050251328,0.014733041272833215,-0.007707333954979017,0.008523749561828142,-0.013198799866123751,-0.002289403460283204,0.01336323656550282,,0.010231575149718982,0.010547764959733759,-0.02190667282217717,0.045063033707035856,0.0037214984916179943,0.012211740899457426,-0.007460156793020628,0.0071287969904312975,0.0014868366634048812,0.013517994362539103,0.011744622092954514,0.008739018388364361,-0.04077829095143238,0.010498950556703909,,0.01249676051592155,0.010535815147810693,-0.02198278343686234,0.03710041546859327,0.006595957701438108,-0.015944713563048798,0.014809286956472167,-0.03110066595866333,0.0077975037257182155,-0.016282822678045872,,,0.005206532318300046,,0.008083167660930413,-0.0213684681243422,0.008085672239671396,-0.02121441959227532,0.014811490413651169,0.0006859747932831096
s1-cpu-cycles,0.967383879627988,0.42575404059612,-0.33371472300984206,0.9648247377939917,0.9640269533276533,-0.33513291256973154,0.9601869472352509,0.96887001469399,-0.3366068658486733,0.6252823383888744,-0.11487609601308146,-0.05206801837414764,0.7978057768867313,-0.02087188137435789,-0.05074957330570584,0.39372835066112727,0.015017475998304374,-0.029066150380280077,0.015366967065991796,-0.023099836415968092,-0.041700038801030376,-0.008858329294589535,-0.03203315341249653,-0.01751265376937348,-0.011454477664306597,-0.08833564376209732,-0.030371873315166015,0.6612569242104027,,-0.04112196299703308,0.3937576931502742,0.016017598132270994,-0.032724125505337945,0.9042044831100757,0.23436149581876528,0.39758177899971064,-0.6086705890605947,0.7896919299587595,0.4505512030483531,,,0.006502318692086849,0.01031614357341189,0.3203409717580208,0.15661903389837334,0.320344512711353,0.15655490000801942,0.39814502392313894,-0.7124318441461671,0.8333849812343281,0.9204959030336581,0.19829713089943773,-0.003550593976275924,0.9196747119936114,,0.00036677349821599334,0.7366426859987573,-0.4567128100142459,0.036241637490586336,0.8242407669490289,0.03260228773026119,0.0017323148410102636,0.9581312734588269,0.2563345567767621,0.010996673640786707,1.0,0.4007765030705994,0.002465093459803204,0.9471037893549277,,0.08290115567823082,0.7366309548432202,-0.4566107720884772,0.15925163893304567,0.9725015723930943,-0.013232462716551832,0.8334436979363566,-0.15405596392803456,0.9667362519153585,-0.29083450267876304,,,0.002798344972152055,,0.7567255525701729,-0.3764668286295016,0.7567891009020548,-0.37683897461768423,0.8334437260109298,-0.6732474397207663,0.8740045519739811,0.16965043207326516,-0.043693810763623726,0.9142134398867515,,0.0397591680358543,0.718429924001633,-0.49042788532561976,0.023564935131483958,0.7818618393831612,-0.0369630620931102,0.006930652386054711,0.9553070904143239,0.33023203152259073,-0.0036532428714731845,0.9843220515249407,0.35434143016301084,-0.0064465173341626695,0.9412748436754402,,0.07898359049385432,0.7184780733972436,-0.4904177669270079,0.16495068417367167,0.9695532583586399,-0.1153688355363547,0.8334901336834217,-0.06959562285853368,0.9592614076323753,-0.3003382683656042,,,0.0068091104524417075,,0.758903823826828,-0.3810102891992674,0.7589603153787375,-0.38105965549820114,0.8334916799215518,-0.6154079562436863
s1-cpu-cyclesGHz,0.2556601526847352,0.03549234776443661,-0.018858681172148013,0.2567600687356961,0.2595518095651163,-0.00888003589195774,0.25683064004972744,0.25534452357122706,-0.011722340019780474,0.08357751100765884,0.02070922167122672,-0.0020065716770963932,0.12260922303176659,0.02534224772778703,-0.03917949368623077,0.02753802088416463,0.006652738974951659,-0.028323676531293532,0.023485466488620068,-0.010458521928134148,-0.015491320534460416,-0.00016555527518963365,-0.00114262856031288,0.009579371941001223,-0.02902696313994558,-0.029578146376783097,0.006812997832089255,0.08574593887710659,,0.004703370440976619,0.0274112482233324,0.0035848526208984706,-0.011574698955589244,0.12780599100499115,0.052106469215627865,0.027673237372126135,-0.10135708718134424,0.10630805932402508,0.07604870663400706,,,-0.011276301745625503,0.03767007829829309,-0.019981908921192698,-0.04359583957441084,-0.01998134360010971,-0.04369289490134584,0.02776234600762573,0.030610650364269017,0.0217678604284046,0.29980717641651305,0.4326684556861058,-0.018623479385001772,0.14013758943831456,,0.015854076548341017,0.0014239471725292507,0.01601145749136918,0.0021961415464956634,0.28809538651609207,0.002378520957351289,-0.03907630808195611,0.3304249005443604,0.605679574327529,0.007523567584979836,0.4007765030705994,1.0,0.00012785319935520615,0.17011251566095506,,0.0016076025671010073,0.0014402621068510895,0.016168468141508983,0.012679378521418469,0.23627648602081605,0.34242368036898957,0.02182612146703391,0.010527899830349881,0.21652235400811692,0.24657499281919296,,,0.05665051070587836,,0.02502410445884151,0.013325597243735159,0.025051999219045513,0.01308194556399633,0.02182570912169469,0.03828849944222305,0.3112761898600722,0.4251888673770128,-0.002584570037230158,0.13915011818298573,,0.0009337990459957155,0.0025369338716918362,0.04512480988496292,0.012123047292283591,0.2856604863095567,-0.023146267544767674,-0.005109590949491455,0.3303540308434806,0.6137950134537383,-0.018098089183303266,0.346729117246391,0.7689749696013836,0.014956911885991383,0.16389798575189846,,-0.038700926768044944,0.002554612637706575,0.045220780853019386,0.001398221283446103,0.2411121914802949,0.3137383402748789,0.021899723195414996,-0.000671228063659541,0.23361311839677615,0.25987563889257986,,,0.004716276889504211,,0.02938181995059782,0.023792803587363662,0.029407922907206032,0.024180736026848,0.0219003362432575,0.03561386768809531
s1-cpu-cycles(%),0.0016940222401750356,-0.01695613490724565,0.046696491012096955,0.005006439617225435,-0.0011790465992807453,0.04538233242801193,-0.0007451142971872468,0.004932972559819926,0.04715017431098827,-0.0021064266626251655,0.047777444195010337,0.007744783993671565,0.003969229365021026,0.017561229935588164,-0.003124679277794847,-0.031343843987254136,-0.022652684649625165,-0.011798918560979985,-0.015534573724982839,-0.00703190215469714,0.029629873595111298,0.009127973180735676,0.011859506010576077,0.0037896061206444424,0.0077840031795096375,0.014894748988309883,-0.013731730413804414,0.007211856488921358,,-0.004564050295323787,-0.030815396984172627,0.004997338294612573,-0.0006704509575578458,-0.0017845559495625733,0.02741128132629824,-0.03128355508895757,-0.024187192150396167,-0.004075617796964556,0.02584558748703758,,,-0.019650962320650448,-0.027838393770219298,-0.022286381127662843,-0.010264290508321262,-0.022287870733115667,-0.010308419996159826,-0.03127545219293402,-0.0008947349147268508,0.01221536319443164,-0.04571006881953554,-0.12246973543340174,-0.059372167506357994,0.005462973319579386,,-0.37172363052160046,0.02601649495720125,0.03280366861814676,-0.37497229752248973,0.09004140334138845,0.2668698318636129,0.007126292646595207,-0.08550648955631038,-0.2739110360334541,0.11989890526869516,0.002465093459803204,0.00012785319935520615,1.0,0.009913854346894827,,0.11685219261218249,0.026082324483404282,0.03308321627686079,-0.044448336088871776,0.0055501925021115735,0.020294327494531455,0.012300815917052548,-0.013408948304318845,0.006454099685683434,0.012039194049771914,,,0.03002617000560703,,0.02774347123005547,0.038410391081041904,0.027740762341610232,0.039775680212770295,0.012301293373741425,0.024902398314919617,0.01615671456316627,0.01104605707592101,-0.011621729706556123,0.007020701451213489,,0.014553821633721176,0.015724188912212098,-0.002541562819107321,0.0060897361714644434,-0.0014016571676621055,-0.006597711048160812,-0.006511935631506485,0.00023114058367588831,0.0036952544462352864,0.00046933911516034566,-0.002942889796938789,-0.02115887719370838,-0.017806105794363942,0.007025471083047814,,0.013588406013643457,0.015661352276537754,-0.002790587143605127,-0.02115773638211224,0.008420285458537537,0.0382590371421818,0.012452578429715214,0.04440683749595297,0.008825982416740792,0.01712326482128856,,,0.021293396835031484,,0.012565029286435327,0.0170692637252328,0.012565046963972523,0.016404652316269492,0.012448999561486294,-0.003408093379980527
s1-instructions,0.9349187443745705,0.40748563470643623,-0.3748563915431874,0.9380337519785776,0.9327457385569978,-0.37540027534051423,0.9346954637251702,0.9411126293696495,-0.36549339066237035,0.6390688368246895,-0.12237054222300327,-0.06349137108803708,0.8084074549933676,-0.027094059213501026,-0.053697400743712494,0.40629960329382914,0.007510517919023104,-0.024995410756463134,0.0008632652739872134,-0.018096060992937615,-0.036366618784051105,-0.018267791087680958,-0.04118475084927338,-0.012999518401155591,0.008668119939656172,-0.0743389072120764,-0.030737206125098074,0.6732916373168026,,-0.04284791050020912,0.406386355126229,0.01048096208673335,-0.030476160380922483,0.9236579595504499,0.23427556056330012,0.4104418017960745,-0.6188022221835691,0.7917742195655924,0.44190104218243054,,,0.003766740816704184,0.00412590135204766,0.3321779655689274,0.16408578414201377,0.3321807434158845,0.1640842122856688,0.41101500743105984,-0.7429196975651212,0.9114124182606259,0.8885211928762984,0.09645413129092578,-0.005687325015589866,0.973186065209009,,-0.0010186586346235948,0.8644672579044024,-0.39099405411184024,0.04151223369330758,0.7900380679989898,0.03320283077456641,0.009445463739591169,0.9229942460140402,0.11671433878396711,0.011206512925119594,0.9471037893549277,0.17011251566095506,0.009913854346894827,1.0,,0.08765808490875214,0.8644454992249581,-0.3909828520652432,0.16714268101459093,0.9604771776040727,-0.09671557058742879,0.9114605196061273,-0.16540177521549312,0.9736733436374757,-0.33403551769532835,,,-0.005331117059536682,,0.8587379149475417,-0.3650489609188693,0.8587934033332926,-0.3652957813035948,0.911460742399042,-0.6983642688465462,0.8419659778161978,0.07475943158569673,-0.04613999349870724,0.9574804739456915,,0.04176541348281213,0.8317831615527317,-0.49658953423469465,0.02318137730686065,0.7605072496091503,-0.031062802248147073,0.00028665621472195223,0.9174864144693695,0.19358302940671035,0.007346375873721518,0.9455575071524426,0.17950128660532474,-0.012882570710520711,0.9770521524632652,,0.09121588113541206,0.8318188297850988,-0.4965812225932186,0.17432082164000964,0.9534504756083031,-0.20077842013453662,0.911466530328519,-0.08632764929575609,0.9537730869133383,-0.37015325039635744,,,0.0026702613813272386,,0.833971962652193,-0.42478928886354744,0.8340213448472896,-0.42496142597913406,0.9114681882744963,-0.6297245636766322
s1-instructions(per cycle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1-instructions(%),0.07803961271696247,0.041674022203208025,-0.03782876722372802,0.07474670262964105,0.07699798522391652,-0.039168279689838735,0.07807399398171413,0.07736038220543277,-0.03283416883205309,0.06593309075106907,-0.0030279643876592543,0.048570192351429384,0.07892250564968921,-0.009715819701063373,0.033369752750489735,0.03332183124190435,0.02233045683634067,-0.012714034922367036,-0.016526960523662294,-0.028568211363437776,-0.009910740180902223,0.02988935839488597,0.028411031196312355,-0.0457626019333908,-0.0005098032120342736,-0.005115402381885705,-0.0282506552067079,0.07325632670876463,,0.0025477298883297152,0.0321828898042334,-0.04175160143217968,0.00995438313340772,0.08873817604831448,0.06016717061919896,0.03330529107052082,-0.05134629390276929,0.07818552397512137,0.04712391347928837,,,0.0066022274131675605,0.04312099576976235,0.05678232143582403,0.04554186308627974,0.05678254903711526,0.04558082172607524,0.03335601034562364,-0.10393856609256087,0.09265413371105603,0.09067254925938469,0.03355133777398525,0.025981993339015314,0.09115848659377343,,-0.07466973724933694,0.0838007443948852,-0.04797631849751639,-0.14370270335145627,0.02231162718237248,-0.08675223761014585,-0.025966796467493877,0.08223531649448435,-0.0007548061806153867,0.039983723821184605,0.08290115567823082,0.0016076025671010073,0.11685219261218249,0.08765808490875214,,1.0,0.08373726149428909,-0.048359837423622196,0.3350423160668539,0.0799977230424065,-0.06157684066726555,0.09260268511243828,-0.013447597001039893,0.07823562321662444,-0.0905204699705766,,,0.01190719553532366,,0.08478395786282515,-0.05228823191779188,0.08478788268164673,-0.051939582778020514,0.09260211354384033,-0.07624363224433366,0.08075151671027452,0.013957610407380625,-0.004629453148103555,0.07967726266471253,,-0.005308187638040019,0.07395566353291738,-0.08812982506693087,-0.023277614281404742,0.050871492318814264,-0.01628247019850831,0.016284039153267614,0.07997739008653046,-6.52199878328714e-05,0.011230612563807188,0.07793587553292627,-0.020782786835427558,0.026876518447066896,0.07899815594635852,,0.11399880668833812,0.07390235432025308,-0.08846842985670862,0.08034569308237897,0.07776845861127253,-0.07298474937132053,0.09264729003898989,0.032729691408296235,0.07434912145580753,-0.08931728888829679,,,-0.002515903587750117,,0.07259996788891762,-0.069552993437138,0.07260329115207732,-0.06985251318666956,0.09264418706872868,-0.09927586000901478
s1-ref-cycles,0.6706023096168603,0.3159297368171794,-0.3512156157034727,0.6839166491586611,0.6608719390055048,-0.3650476533076522,0.6650530390806149,0.6847518878295931,-0.35932666426100673,0.5448774098747996,-0.093899422263231,-0.06838041780221756,0.6795336767926384,-0.028067101369234928,-0.05954805044811596,0.33730005659266515,-0.0021679541165321443,-0.028677044215609404,-0.021224294171128377,-0.017099269511065548,-0.011116654794134347,-0.017001556169420045,-0.034917027241261306,0.006442388939881416,0.035651413667976285,-0.04017115501019749,-0.02349432191633111,0.5704086385433494,,-0.035612920173313904,0.33740629735944794,0.0018196583339269326,-0.028301438701315358,0.8019433777895417,0.22061978165336293,0.3409269521412204,-0.5479272079149557,0.6754588444135874,0.38862042420625625,,,0.0127549906525026,0.006344917725569681,0.28110394298288055,0.145133463785196,0.2811074770255248,0.14505353068731278,0.34142493821171915,-0.7184753954284735,0.9410968234641133,0.7082354725034604,0.0028211032775557273,-0.0059196452721963855,0.8897551926478873,,-0.008091337426232748,0.9999989854369946,-0.23954579453282188,0.03791343950839021,0.5680347990735098,1.405623862565042e-05,0.012544100535479752,0.7349454737662331,-0.0043948396909782765,0.013564565877863135,0.7366309548432202,0.0014402621068510895,0.026082324483404282,0.8644454992249581,,0.08373726149428909,1.0,-0.2394944716164683,0.1649984899665978,0.7324598558481094,-0.33718508568579053,0.9411033680589724,-0.15440476644449122,0.7828459358373969,-0.480476724435152,,,-0.01076035817215989,,0.9217681142757248,-0.3287321007035166,0.9217848132371291,-0.32903249282663083,0.9411032401880741,-0.6707865480689943,0.6631722864525104,-0.01181163659216252,-0.04434959227080181,0.8762688718944939,,0.04485450102966761,0.9637119436707607,-0.3981840497102603,0.02969328112876416,0.600587319737136,-0.030305647888991264,0.007133478106703906,0.7133547657018466,0.05776974388720211,0.006110830371200899,0.74033327670638,0.019816275221110024,-0.028516490182052052,0.8637312188224336,,0.08738999492607555,0.9637084055419887,-0.3982552624476914,0.168659650309596,0.7219413297740653,-0.4001167380812688,0.9410880493127279,-0.07174714345409779,0.7551396880879183,-0.4960733296740864,,,-0.0010237288922258993,,0.8888767781657315,-0.39396120678634833,0.888895169528122,-0.39415762222857836,0.9410869706462953,-0.6115885795318553
s1-ref-cycles(M/sec),-0.4428910698292962,-0.3780081076742575,0.08138188716860781,-0.43375284957558463,-0.436254243475598,0.04923294199756519,-0.4289357991751997,-0.43696535853466545,0.08709714494718036,-0.42302673412498826,0.15461279716345178,-0.007162280494073703,-0.49125282825862565,0.1184643713110526,-0.02318631859026686,-0.31977503861126155,-0.0771719994461229,0.014677676367486068,-0.002174208916235557,0.01324374601967661,0.04545644166604373,-0.004195471067224869,0.01831568773048437,0.06282086596029074,0.007264515806533074,0.07145932885766117,0.05426201970594962,-0.447601717899483,,0.0480287691617704,-0.31981982123489405,-0.0806322727835391,0.027483011420582276,-0.537210837682833,-0.0796150356835275,-0.32170115992341464,0.2551304666456375,-0.5000541655194433,-0.23433160699873307,,,-0.03851137743878148,0.03823604259493971,-0.3099860401880525,-0.19102750585235181,-0.3099901719105791,-0.19118173960120588,-0.32197794354171383,0.5228808856899843,-0.4933458637311989,-0.43642265685914605,0.0161477232807818,-0.028963434063643205,-0.3639312836755604,,0.01408898855317548,-0.23955630275463838,0.9999673314734855,-0.0379972912191795,-0.3573271673474692,-0.007187402195818826,-0.0025836732196599602,-0.4464084761815452,0.03113469477054555,-0.007486982405783056,-0.4566107720884772,0.016168468141508983,0.03308321627686079,-0.3909828520652432,,-0.048359837423622196,-0.2394944716164683,1.0,-0.07483425802592011,-0.4415510711654888,0.35203133213844723,-0.4934940587240937,0.12637413167376169,-0.40620437309180624,0.5648052754125565,,,0.006171271299458646,,-0.3243062791085986,0.4629997668029983,-0.32432842048648547,0.46333075740940677,-0.49349470053891803,0.5342583893947505,-0.42235030007179586,0.009157947745818806,-0.0073187480909233235,-0.4266414681313083,,0.005018094033735226,-0.3465240526541846,0.46337461351986026,-0.0008108820853282903,-0.3223808177623939,-0.002720901236613632,-0.012292909732720198,-0.4463643256745024,-0.0007035075875966637,0.03313596480457406,-0.4617770496479835,0.00549617414169,-0.016746980055918882,-0.4521940143618431,,-0.05979795682116714,-0.3466086804624406,0.46330655510062607,-0.10729786261315431,-0.4447242196999406,0.35640709958013794,-0.49340548092530007,0.005384052765143752,-0.41893143585958187,0.44576028425441333,,,-0.030570448820290863,,-0.4657729679600528,0.1715886101599069,-0.4657829540226258,0.17160246351726624,-0.4934038012021701,0.5188178668633889
s1-ref-cycles(%),0.1510523026222733,0.04762698768349276,-0.05365570496991052,0.1470330848367563,0.1480222119937216,-0.05888879383764864,0.14725720385376945,0.15059090517018062,-0.05793440179479819,0.12416195761885356,-0.05342729848977572,-0.009442540412082874,0.15347275570128205,-0.009520040735020765,-0.03391889503145305,0.09823689938112334,0.03246907427481536,-0.0506846239893935,-0.02163060196066424,-0.047905729850192855,-0.028202507360637744,0.029135238598082494,0.022330584845819193,0.012546607226890502,0.009357026240397031,-0.012372908326581424,0.02738620599428028,0.1260385418090296,,0.01705683174427636,0.0979608032262661,0.01953878880930091,0.018165762944210594,0.17449807849907978,0.05169548349591559,0.0986590966115745,-0.09947526975333783,0.15390288700401947,0.06848011861243514,,,0.0010445096549073685,0.01717731322597524,0.09137812392557976,0.05592404949937162,0.09137919704601515,0.05598818067529853,0.09876010331744647,-0.14601188329320539,0.17654656340494843,0.14387876789513762,-0.010631280494165419,-0.018186377789207318,0.16677087813726896,,0.033781467019711846,0.16506970547542166,-0.07447108436055162,0.11802540316051788,0.1644971597529677,0.07656860092356269,0.03844812666701206,0.15628248372474776,0.008289033657882784,0.007381890867658137,0.15925163893304567,0.012679378521418469,-0.044448336088871776,0.16714268101459093,,0.3350423160668539,0.1649984899665978,-0.07483425802592011,1.0,0.15883150318524872,-0.049760124749250186,0.1763842418174996,-0.01050239113596943,0.15861617035798914,-0.1009463558998713,,,-0.023847039210716042,,0.16850496273056523,-0.062524558971371,0.16850925483435675,-0.06236178454885434,0.1763828810836096,-0.17266592478310822,0.1287394425895281,-0.024353943247234847,-0.03729716223585536,0.15925337551007795,,0.03326850860236628,0.15780793054936584,-0.11236687750457376,-0.01980826286658079,0.14020384732466612,0.029674096010202638,0.004277184254908127,0.15873164705384119,0.02204162444464831,0.008295851973391883,0.16014751473284455,0.013462929033590372,-0.006084427774505269,0.16570752736860067,,0.10933579595168641,0.15777763683570434,-0.1126041432592693,0.1627880960504463,0.15445888539695615,-0.082039429820575,0.17644808583339294,0.011044283345013372,0.160931809029894,-0.08143490891911723,,,-0.012925400165486087,,0.1636892347516736,-0.07362776876391613,0.16369471971865773,-0.0744362677884711,0.17644618696366288,-0.1452553037613729
s1-context-switches,0.9887064014308579,0.4273806398189022,-0.3060721398480804,0.986515147186646,0.9843024022385002,-0.3095361658940737,0.980262866856138,0.9908901152720823,-0.30938281100311005,0.6288847833444895,-0.12087054990165133,-0.05114454457901359,0.8036423787139451,-0.019418405159342744,-0.04427555773664636,0.40048911815770627,0.013612618326772354,-0.02467694189431715,0.012308782908596315,-0.020420778087477633,-0.044056384547934584,-0.00965565246732718,-0.0330559885596616,-0.021384175867280586,-0.00841219214009481,-0.08655553579799344,-0.02874306371952119,0.6655444681660142,,-0.04084289596977653,0.4005260521409608,0.014694424348979836,-0.026404691590248688,0.9086131044324519,0.2275808215574488,0.40443018591596464,-0.6102187394264559,0.7968208507575172,0.4523385339777436,,,0.0041966369176022825,0.0023718390983606392,0.3232040256692405,0.15772284885621538,0.3232067491989629,0.157664255520013,0.4049962423262671,-0.7022808301531731,0.8259262836390902,0.9098238343897528,0.13919313494245503,-0.0007025594242649436,0.9343095029098528,,-0.0028238365461386726,0.7324787707487955,-0.441592134511205,0.03850372056459876,0.8253278133879455,0.04190398727722922,0.012648857787710783,0.943995906583141,0.16841375205120493,0.0059660436529747245,0.9725015723930943,0.23627648602081605,0.0055501925021115735,0.9604771776040727,,0.0799977230424065,0.7324598558481094,-0.4415510711654888,0.15883150318524872,1.0,0.05929412281161873,0.8259780311585977,-0.13567612000520107,0.9857684873476117,-0.2610188798187752,,,-0.008090487383931718,,0.7672210584119707,-0.3398753443925277,0.7672859025788429,-0.3402218787929484,0.8259769957926252,-0.6763664563381465,0.8580116902868,0.10547780125375314,-0.04572797311613374,0.926188593482196,,0.03969219636764748,0.7104044243290101,-0.4861930836106725,0.02234693305450713,0.7723567776491774,-0.03159633850328297,0.009770772666301678,0.9397121184469469,0.23991337232174073,0.003995952391923143,0.9670349908755045,0.23767622175628775,-0.004975618795176252,0.9521149095824315,,0.08588232617964409,0.71044928753479,-0.4862061412898562,0.1642355682251957,0.9905108781429475,-0.07651768957915438,0.8260271170699496,-0.05095293241733732,0.972980972026165,-0.2857893233435534,,,0.006486286312589881,,0.7657083737515382,-0.3516409031230646,0.7657658954052782,-0.35170590597751994,0.8260273004159515,-0.6201845860312033
s1-context-switches(K/sec),0.06331410716646016,-0.18146382324690458,0.2879447256717507,0.06497771531646865,0.07044429504358786,0.2985372992076044,0.06597140194063167,0.06238942673517631,0.30603002260408213,-0.15526752735438495,0.0753831422271308,0.0283925298389162,-0.15175425797173303,0.0798074827242505,0.006886422607066611,-0.12872634157724389,-0.020325727396267534,0.0006905809247041251,0.016424871890539823,0.021659354890481708,-0.01780062987707218,-0.0027507499097741794,0.005948877948555889,0.0008189753094224865,-0.026774967397134974,0.00701521933923564,0.03345268805762771,-0.16072061187224213,,0.03506328696781229,-0.12886793278442427,-0.02484180439286089,0.03920598674545808,-0.19499651899285778,-0.03946743983023454,-0.12974967137909998,0.09510313993060654,-0.15963226526634794,-0.05747719440235054,,,-0.04901929324045656,0.01654629456148967,-0.18538587947360016,-0.14777015695907933,-0.18539168086292554,-0.14784671524285836,-0.12984691594632966,0.47362177423152807,-0.3697677271405922,-0.035348778971583734,0.2108936990749503,-0.0033065639002403816,-0.1313085441872153,,-0.0019033240864311713,-0.33715417168602624,0.3522529311151879,-0.0011350330809808266,0.058012276222082014,0.04562343517209919,0.0032960362765984564,-0.03169566195705132,0.26735944309915277,-0.024083364277783053,-0.013232462716551832,0.34242368036898957,0.020294327494531455,-0.09671557058742879,,-0.06157684066726555,-0.33718508568579053,0.35203133213844723,-0.049760124749250186,0.05929412281161873,1.0,-0.3697676572556107,0.2109172280470024,-0.007510676824594501,0.7419996841725294,,,0.018907046165955878,,-0.24339319524745753,0.4273086078995676,-0.24337467574217486,0.42730645925991917,-0.3697749254126256,0.39464573944515746,-0.030587874994201868,0.18435937425470436,0.00777124165494942,-0.13533349965252572,,-0.014794746473705418,-0.3353755257308032,0.370312601722613,0.008321110916242849,0.00752395717204442,0.006137845892230954,0.006089542066941685,-0.028158196589930993,0.2354596951306846,0.020039265455361246,-0.030670270111403823,0.301748097770194,0.014004513058033373,-0.11159639685577712,,-0.05948182055454569,-0.33539666762764414,0.3703057269929556,-0.07930785866912307,0.04062293959715133,0.8080343831834214,-0.3696568966965864,0.140365515301814,0.009048022895916908,0.6854707353818514,,,-0.002876367221238689,,-0.25921550418940886,0.40201048444991605,-0.25919764502761744,0.40278794199429063,-0.36966477796591946,0.35580696797739636
