,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction,m-network-i(kb),m-network-o(kb),m-peak-memory(kb),s1-network-i(kb),s1-network-o(kb),s1-peak-memory(kb),s2-network-i(kb),s2-network-o(kb),s2-peak-memory(kb),m-branches,m-branches(M/sec),m-branches(%),m-branch-misses,m-branch-misses(% of all),m-branch-misses(%),m-bus-cycles,m-bus-cycles(M/sec),m-bus-cycles(%),m-cache-misses,m-cache-misses(% of all),m-cache-misses(%),m-cache-references,m-cache-references(M/sec),m-cache-references(%),m-cpu-cycles,m-cpu-cyclesGHz,m-cpu-cycles(%),m-instructions,m-instructions(per cycle),m-instructions(%),m-ref-cycles,m-ref-cycles(M/sec),m-ref-cycles(%),m-context-switches,m-context-switches(K/sec),m-cpu-clock,m-cpu-clock(M/sec),m-cpu-migrations,m-cpu-migrations(K/sec),m-emulation-faults,m-emulation-faults(K/sec),m-major-faults,m-major-faults(K/sec),m-minor-faults,m-minor-faults(M/sec),m-page-faults,m-page-faults(M/sec),m-task-clock(msec),m-CPUs,m-duration(s),s1-branches,s1-branches(M/sec),s1-branches(%),s1-branch-misses,s1-branch-misses(% of all),s1-branch-misses(%),s1-bus-cycles,s1-bus-cycles(M/sec),s1-bus-cycles(%),s1-cache-misses,s1-cache-misses(% of all),s1-cache-misses(%),s1-cache-references,s1-cache-references(M/sec),s1-cache-references(%),s1-cpu-cycles,s1-cpu-cyclesGHz,s1-cpu-cycles(%),s1-instructions,s1-instructions(per cycle),s1-instructions(%),s1-ref-cycles,s1-ref-cycles(M/sec),s1-ref-cycles(%),s1-context-switches,s1-context-switches(K/sec),s1-cpu-clock,s1-cpu-clock(M/sec),s1-cpu-migrations,s1-cpu-migrations(K/sec),s1-emulation-faults,s1-emulation-faults(K/sec),s1-major-faults,s1-major-faults(K/sec),s1-minor-faults,s1-minor-faults(M/sec),s1-page-faults,s1-page-faults(M/sec),s1-task-clock(msec),s1-CPUs,s2-branches,s2-branches(M/sec),s2-branches(%),s2-branch-misses,s2-branch-misses(% of all),s2-branch-misses(%),s2-bus-cycles,s2-bus-cycles(M/sec),s2-bus-cycles(%),s2-cache-misses,s2-cache-misses(% of all),s2-cache-misses(%),s2-cache-references,s2-cache-references(M/sec),s2-cache-references(%),s2-cpu-cycles,s2-cpu-cyclesGHz,s2-cpu-cycles(%),s2-instructions,s2-instructions(per cycle),s2-instructions(%),s2-ref-cycles,s2-ref-cycles(M/sec),s2-ref-cycles(%),s2-context-switches,s2-context-switches(K/sec),s2-cpu-clock,s2-cpu-clock(M/sec),s2-cpu-migrations,s2-cpu-migrations(K/sec),s2-emulation-faults,s2-emulation-faults(K/sec),s2-major-faults,s2-major-faults(K/sec),s2-minor-faults,s2-minor-faults(M/sec),s2-page-faults,s2-page-faults(M/sec),s2-task-clock(msec),s2-CPUs
m-network-i(kb),0.001779463513960084,0.015961755692079194,-0.014886484605158236,0.004367825513154079,0.023083776833782384,0.03748269389333139,-0.01063105905965521,0.037913863026052395,0.044097394295362274,-0.04878938571588357,-0.02449684551715356,-0.25259809788671506,0.027623076360119323,0.030326777673302444,0.008798629883426749,0.004593442333600402,-0.14203822111618652,0.015770485437849206,0.036431685621471394,0.0009312289487477884,1.0,0.43438074941252014,-0.3189645754398338,0.9889305412404978,0.9952096072733104,-0.32352290098071856,0.9879777949411493,0.9965463583944857,-0.32418331126271915,0.6035354281696154,-0.10638961235147947,-0.0511607004311019,0.7795949371589311,-0.008704963757076578,-0.04063200461153822,0.37752647134403233,0.008429866011005607,-0.018437880369951285,0.019194130852976665,-0.01822214595092633,-0.04053021448471951,-0.010252299671205146,-0.03225981702859385,-0.020649153203777793,-0.015283599215841518,-0.08700055113688628,-0.029544901296456358,0.6416657935132734,,-0.04056505938753888,0.3775267324461304,0.007605350589387967,-0.02804833056258153,0.8790101511310199,0.22920791003989308,0.3813164508448169,-0.5995114876647845,0.778835701345774,0.45376274879053047,,,0.004660485340072992,0.0021863974994073892,0.30984764884185234,0.1532853164948056,0.3098499113844829,0.15324540538119666,0.381868978780698,-0.6791084689765633,0.7757187791300744,0.9024477797929241,0.14939170506109611,0.0017985808464370695,0.8994413437930375,,-0.0033320554090994626,0.6706208744468496,-0.44295203793738774,0.032216621032223614,0.828075648475212,0.04524327307011204,0.008024573068029906,0.9347313078933575,0.18159916017388242,0.006198473435693492,0.967383879627988,0.2556601526847352,0.0016940222401750356,0.9349187443745705,,0.07803961271696247,0.6706023096168603,-0.4428910698292962,0.1510523026222733,0.9887064014308579,0.06331410716646016,0.7757632547036307,-0.14648891830760863,0.9757489573893797,-0.22473519244445161,,,-0.010159215695806564,,0.7001660349729955,-0.36028879685343934,0.7002382738614756,-0.36058356136312225,0.7757634109958531,-0.6405367911071346,0.8487613625184897,0.11539343431453626,-0.045581930010118586,0.8921274324560957,,0.03987474829826225,0.6493979500306165,-0.47733471215918544,0.022961152803883337,0.7709889443268011,-0.032142327369662695,0.008414274114011416,0.9344602176857771,0.25328426115924263,0.005058635101389849,0.9612982871044355,0.2559084943547575,-0.006636581459688752,0.9254604898126018,,0.08476544375885894,0.6494388907062579,-0.4773564857252644,0.159163637988067,0.9867132949260086,-0.04894408747707211,0.7758284643574818,-0.06773175701729635,0.9704962174356965,-0.24752636105207504,,,0.007400949146809108,,0.7024098335710822,-0.3648370722229935,0.7024735680835575,-0.36489687143957156,0.7758303952762925,-0.5839877994987397
m-network-o(kb),0.031398593548808224,-0.0002616465947346287,-0.020337273762803466,-0.0077671732848575295,-0.0271356354395592,0.052027665962756334,0.013096839389393928,0.03989336557238352,0.027819779358224064,-0.02940682404565596,0.005008011035390384,-0.12023516876638532,0.008320025368265548,-0.19116886084401108,0.01315140767924548,0.008104446682725308,-0.07052319223887865,0.007430490484846464,0.0341403509187936,-0.015468775633699418,0.43438074941252014,1.0,-0.13265848337089012,0.4313278151388731,0.4297495883244774,-0.1535565334158871,0.4372308342113841,0.42896530140070416,-0.15531144565024177,0.2770708009309548,-0.06853144632792015,0.007366624275145796,0.3470137731204114,-0.032928823550024695,0.015956706823166994,0.18590675145639932,0.03159438661166205,0.0021838235582112477,0.029807294721372782,0.012472256382940255,-0.03941870914739197,0.011160259498595866,-0.0011427849035535007,-0.04445592154730026,-0.026102880548872318,-0.06118022170989813,-0.024204631120585497,0.2929560179689575,,-0.024242949663600123,0.18519420246026433,-0.006688460288691327,-0.00018006359501559734,0.40429657179577205,0.08918302062492112,0.1872625702849717,-0.26820999597303924,0.3785240424390682,0.22215752479936704,,,0.0822360741898796,0.004456408631240468,0.17292435340737305,0.09613244089545936,0.1729260478480628,0.09603219378017076,0.18751352418026507,-0.43242696251233514,0.3844155814549336,0.3912666141874277,0.0005454264662801632,-0.010202822851159579,0.4107292036848122,,0.014732602205468558,0.31597288078887587,-0.37797265820099346,0.015115902282010159,0.36077594974596183,0.0292314439577939,0.010539382567511978,0.41782944145716006,0.026048089183569247,0.008952728444758034,0.42575404059612,0.03549234776443661,-0.01695613490724565,0.40748563470643623,,0.041674022203208025,0.3159297368171794,-0.3780081076742575,0.04762698768349276,0.4273806398189022,-0.18146382324690458,0.38436460096613917,-0.07021998244365352,0.4138765353325192,-0.3384789853509833,,,-0.014844663775966101,,0.34504908854325295,-0.23899319622914028,0.34507333332171225,-0.2392611697115048,0.3843628357813216,-0.43236709135731866,0.3847241786093934,0.02511471694260517,-0.009582157500414128,0.41046688369262363,,0.01769530432876979,0.3084655997813418,-0.37432959592817205,0.04349839485094572,0.33177891301406315,-0.008827805748502962,0.011527780648575802,0.41550741668318636,0.05917205542253057,-0.004814970008758764,0.42370039130866255,0.038620715916117924,-0.030770802704806477,0.4053113689179317,,0.027213166515594973,0.30850569500037933,-0.37425460073146416,0.06940767583962508,0.42899420548718015,-0.20549975181510824,0.3844033755257799,-0.027113409834220666,0.4050879165387126,-0.33106425308801685,,,-0.0017335521024356081,,0.3427823333382279,-0.23742852503948816,0.34280454772643165,-0.2375802862167506,0.3844030643064181,-0.38439385297687334
m-peak-memory(kb),-0.023062562540138644,0.0014737647407113389,0.00577686869751906,0.0019085704800435265,0.003096197839346711,-0.032376806604295115,0.03595246537750417,-0.010295591960244497,-0.04666975667599875,0.0015646822900868826,0.11252600671885575,0.9193869414795195,0.0008128186774723799,-0.032844120410527144,-0.011410959169440803,0.05794942074247283,-0.0002371019345363892,0.02335348334625704,0.012817422548270898,-0.01113108096715913,-0.3189645754398338,-0.13265848337089012,1.0,-0.31985277160185244,-0.31936351105602523,0.9639718858869076,-0.32297448101352716,-0.3217914696822762,0.9612217420617091,-0.22919781995153485,0.015449105188106932,0.05203301977401013,-0.2906431837133375,0.014257902821736031,0.023805011318666674,-0.12894343900919605,0.019297769086098485,-0.016469388861227726,0.04836939118907866,-0.009786423554407977,-0.013432508326935585,0.024851851800201878,0.03129319694358156,-0.006470343468329143,-0.06290197636809286,-0.03658385746977978,0.025643043836637496,-0.237438276517835,,0.03968402168207718,-0.12880126580072676,0.030477069448743732,0.04151692456969157,-0.35846529162104446,-0.1441037796137287,-0.130650497089149,0.2546542873165257,-0.2592339863344417,-0.1443264175473628,,,-0.030474305420940945,-0.009687294120970155,-0.03403209970860043,0.03428635486988904,-0.03403301719856775,0.03423689757552039,-0.1308745280174676,0.3378161364106533,-0.3718331439822318,-0.3187858199056272,-0.011927351500601141,0.014891839384665694,-0.32739612619531944,,-0.029213873812889892,-0.35119365799210156,0.0815531391472026,0.0037659594996918835,-0.2623135698489514,0.006271723560640389,0.019728494471013987,-0.3351293752014545,-0.02814618648004717,-0.0283718611000352,-0.33371472300984206,-0.018858681172148013,0.046696491012096955,-0.3748563915431874,,-0.03782876722372802,-0.3512156157034727,0.08138188716860781,-0.05365570496991052,-0.3060721398480804,0.2879447256717507,-0.3717862068858337,0.3873394880143218,-0.3618673331490998,0.10070946263263432,,,0.037908458859917546,,-0.09848614648421936,0.7689374914924492,-0.09855683611557357,0.7684152179056075,-0.3718060259410967,0.08378151280280492,-0.2909777882505354,0.013689597129552413,0.05573458893968474,-0.30206977888242487,,-0.04891591760415266,-0.3267625280944571,0.17885725523850998,-0.02072835734411947,-0.2547793562676633,0.015132632308873755,0.025317777583981974,-0.3336693848080179,-0.05549409654767216,-0.0263570330723067,-0.33987219586984646,-0.04254667381286707,0.018433166512992868,-0.36187802021964227,,-0.029693613628281518,-0.3268091850951734,0.17868696696470163,-0.10173132350741534,-0.28986977712647655,0.3608139949205567,-0.37162493232985516,0.5747641782785649,-0.34338687781343197,0.15335636328272972,,,0.029639422809296604,,-0.10201080345260276,0.7777872071172265,-0.10207430071539043,0.7778568146473996,-0.3716683125022312,-0.08042392445484994
s1-network-i(kb),4.053507903133496e-05,0.01712239586690527,-0.015067703705885073,0.009180372792407316,0.017450105401653045,0.029305969878935172,-0.0023720106012581656,0.03741049564735318,0.04756329434972443,-0.042419173745190844,-0.028333651212650843,-0.2510893707617285,0.029952731669639198,0.025393824425688303,0.003176653153731921,0.003429200687511451,-0.13685450669774513,0.012608254532434755,0.04292028641843673,-0.00435057186561489,0.9889305412404978,0.4313278151388731,-0.31985277160185244,1.0,0.9899907250391599,-0.3164598430950434,0.9872427459496241,0.9961692033494668,-0.32147864489247596,0.6059619362284906,-0.11727053144696674,-0.04997528333758685,0.7768410811949557,-0.015662482775709283,-0.04109352579430298,0.386309643297668,0.015515645508138302,-0.01885607377493794,0.01452439836977942,-0.02170535163439828,-0.04290579857919942,-0.008283700850683869,-0.031337132145243626,-0.024316998593036925,-0.011379626781875063,-0.08530104285236663,-0.030455881057167743,0.642698253947204,,-0.04043307281024712,0.3862348645749254,0.011402304919444141,-0.027926881462699883,0.8771024872601346,0.21723067594943007,0.39005834591758926,-0.5913217662646778,0.7737014418992901,0.43999904412775626,,,0.004706067246397595,0.0021777648734445493,0.312108647557127,0.15207386950958754,0.3121110238229267,0.15202387015617994,0.3906073237963373,-0.6703054295292467,0.779951514970358,0.9003599715801656,0.14859174613700118,-0.002352334218825351,0.8983277161908354,,-0.0010522471619536344,0.6839460871123193,-0.43379276078816104,0.03393152380194103,0.8303589292325119,0.04679877828383711,0.010517323302190872,0.929546779541641,0.17860555628046437,0.006185198749231434,0.9648247377939917,0.2567600687356961,0.005006439617225435,0.9380337519785776,,0.07474670262964105,0.6839166491586611,-0.43375284957558463,0.1470330848367563,0.986515147186646,0.06497771531646865,0.7800179092320227,-0.1471498690760493,0.9776609331888407,-0.2150682887189174,,,-0.012634382841608288,,0.7115390300011385,-0.3565089030169654,0.7116092343579784,-0.3567536897136014,0.7800179759144559,-0.635364139477152,0.8461929271973994,0.11486186224504616,-0.04241227117197601,0.9024279519784186,,0.03704694718745252,0.6630178033565364,-0.4639127378360464,0.025087808539719238,0.7711428944061529,-0.03030849576430722,0.008185097713497305,0.9308055935100644,0.2522585356445238,0.004738393319661289,0.9567363506055279,0.25232965481217506,-0.0061743840353676634,0.93260342856787,,0.08074614323473941,0.6630731485968193,-0.4638852490814547,0.15591330146878418,0.9840363972425816,-0.03785937789632458,0.7800584414931818,-0.06834449147082647,0.9753557900459994,-0.22014487939834845,,,0.008297453958833396,,0.7175313854942923,-0.3438439726792477,0.7175945909741372,-0.3438550594153563,0.780060398168352,-0.5785096285321121
s1-network-o(kb),0.002644361893148591,0.01575508667633041,-0.011423241977413547,0.004319811856202485,0.02253738712638926,0.03466633706138412,-0.0052501320938595315,0.03438492116461681,0.04876446345741472,-0.0453223127362334,-0.025839197742243344,-0.25185691810248917,0.02733227325380798,0.030396002121979227,0.006941795506659909,0.005071441980537139,-0.14252019747849448,0.013155167855786779,0.042249385123405196,-0.003102172171243579,0.9952096072733104,0.4297495883244774,-0.31936351105602523,0.9899907250391599,1.0,-0.32003987720795807,0.9960251713012434,0.9922586028092876,-0.31984297997603983,0.6061439848837625,-0.11443577576981112,-0.051102609745783824,0.7792810903205106,-0.01436385069636485,-0.04023733323183599,0.3848450895086406,0.013245069620386704,-0.01750459368762738,0.015596569762338967,-0.018625945400356888,-0.041194385165605585,-0.010965818602374512,-0.033683679172559405,-0.022914990896179665,-0.012046633248513416,-0.085649567878437,-0.03269661040352438,0.6435566036800565,,-0.044157341254993016,0.3848200444422908,0.010856985751677128,-0.031191348610623403,0.8763220634125976,0.2206882784529064,0.3886253499539488,-0.5919571992567666,0.7746969764413004,0.44318241799245556,,,0.002043041746434114,0.0019827318568897013,0.3144736899786525,0.15422024846644972,0.3144761762494101,0.15418719496106315,0.38917411726687184,-0.6706654590034652,0.7677074862431018,0.8983450494964412,0.15032596739501985,-0.0003630631119003142,0.8909324321676213,,-4.8219553894171794e-05,0.6608950037923961,-0.43630139958808384,0.032826015821203786,0.8239289086445797,0.04610921532376575,0.009703055160815604,0.9322103845270254,0.1844048034687137,0.004743453496936797,0.9640269533276533,0.2595518095651163,-0.0011790465992807453,0.9327457385569978,,0.07699798522391652,0.6608719390055048,-0.436254243475598,0.1480222119937216,0.9843024022385002,0.07044429504358786,0.7677540403033498,-0.14539437119872722,0.9710589279334275,-0.21308246277049095,,,-0.009565019424482459,,0.6945002259563933,-0.352701898895164,0.6945724495102814,-0.35295414154156673,0.7677541676538011,-0.6357204908291697,0.8475318759936936,0.1176077616165493,-0.047572027023770565,0.8891942081094084,,0.04252708972726247,0.636834476557904,-0.4799285566714259,0.024879061522841736,0.7590834922724635,-0.03488675753244842,0.007197935089636907,0.9382117268727868,0.26080352229521364,0.005589461330335948,0.9597929165901272,0.26026983502939266,-0.010356803988958762,0.9189453713889182,,0.08306451085050166,0.6368838735123248,-0.4799176890949772,0.15632736710448916,0.9881492564122688,-0.031681042999139895,0.7678091963529016,-0.06862438288190957,0.9712738447894796,-0.22868901425739036,,,0.00842197750507205,,0.6947419255999638,-0.36135818824070026,0.6948056166297819,-0.36137700773625053,0.7678113443215548,-0.5782215585256848
s1-peak-memory(kb),-0.017826198959684837,0.0076245402438514754,0.01196088694292,0.005162688545244193,0.005284259840953041,-0.035424064528147586,0.024359223274390353,-0.010296708519803478,-0.04457335515793426,0.003794788377272589,0.059004212641372095,0.9087887255766978,-0.005957757431586803,-0.030314729748257222,-0.00792150879070467,0.04457232684803303,0.0011349733484829956,0.012717029648241262,0.009253194638165842,-0.010976109647015612,-0.32352290098071856,-0.1535565334158871,0.9639718858869076,-0.3164598430950434,-0.32003987720795807,1.0,-0.32168939909673266,-0.32283229678385106,0.9793110792607111,-0.22305427245602719,0.009488108145326789,0.04585970501219708,-0.283645246380313,0.011301564859035183,0.02173847607197228,-0.12232175213442238,0.019307160624387,-0.014339957944416745,0.054097965715001695,0.0033423729432444154,-0.013834957404207732,0.01155081668499448,0.017400692357002655,-0.003358237040027822,-0.06239895412195971,-0.037340905013162645,0.02253702578146286,-0.23352110704854018,,0.03427425377302017,-0.12217768014570683,0.031151727504551904,0.030554289377510938,-0.3544546447026616,-0.15263941681030824,-0.12395582764307697,0.25476217139368335,-0.27434157481131194,-0.16960310779496646,,,-0.042986265271023054,-0.015419845149158166,-0.07452897608593306,-0.014650719754478245,-0.0745301044065103,-0.014603142541291754,-0.12417812008303893,0.3589511210697488,-0.37596458773931696,-0.3187043433885711,-0.0016656834929612795,0.020033640694592177,-0.35377709962595527,,-0.0335205979221364,-0.36503127860969037,0.049368795645572075,0.007149917667773347,-0.2651694190111002,0.006512657499023355,0.01324775864184379,-0.3360931532799583,-0.020010158314071175,-0.028437817678632123,-0.33513291256973154,-0.00888003589195774,0.04538233242801193,-0.37540027534051423,,-0.039168279689838735,-0.3650476533076522,0.04923294199756519,-0.05888879383764864,-0.3095361658940737,0.2985372992076044,-0.3759257252468182,0.3736502743466087,-0.36122961175342355,0.13777461653240008,,,0.05018986759985239,,-0.11755398327043434,0.7496029814414067,-0.11762138848338882,0.7490973600079294,-0.37594442949927764,0.11379570116461232,-0.29051942797670804,0.023089262027642114,0.06636739282382659,-0.31759525503340114,,-0.06390246199289598,-0.3321089881419746,0.1881253496286413,-0.025198290183115687,-0.257236027485908,0.016054771797076203,0.027220115487087852,-0.3353880176523498,-0.050863410842618445,-0.02184006145146143,-0.3402415766923924,-0.02956102759849222,0.03591048103947104,-0.3549491593547354,,-0.02813991159402932,-0.33213479771241555,0.1880758565936756,-0.09264831234002818,-0.29250280148797114,0.3751744219133708,-0.37577507995973963,0.5602646952524615,-0.3390870584867763,0.19655657977804256,,,0.037596648850174164,,-0.10149290556745477,0.801977056257477,-0.10155402565552343,0.8022522060638472,-0.3758171984570141,-0.05177322546210327
s2-network-i(kb),0.004251320067172439,0.015733284983824408,-0.010013676897562496,0.010883788583984432,0.022086741400647016,0.02971906146897407,-0.0054419840819651,0.031585787654203494,0.05155975849956241,-0.042797528239775104,-0.02494225543512388,-0.25461693578114075,0.026179799631049962,0.02752159386831701,0.008096383917070262,0.006666926841259981,-0.14082118808075472,0.007976523097185327,0.044806695465283874,-0.0026285308963354937,0.9879777949411493,0.4372308342113841,-0.32297448101352716,0.9872427459496241,0.9960251713012434,-0.32168939909673266,1.0,0.9890652696439773,-0.32019016531706657,0.6021927173384496,-0.1133682741021505,-0.04988678708534912,0.775087251732624,-0.012851139917810164,-0.038528812400713736,0.3828238806971748,0.010817748492177922,-0.01640101162997062,0.015093859731359578,-0.01687606811619094,-0.03975041083513511,-0.012427902328922226,-0.03510642742919172,-0.024846087222196257,-0.010519151312053974,-0.08402212123335237,-0.034751443713864925,0.63919397495353,,-0.04539546227113798,0.3827690015284773,0.006471028834147054,-0.031653096012959854,0.8727308011192633,0.2214515173087638,0.386625919168243,-0.590082943503814,0.7653784022241965,0.43526207715188003,,,0.0014241703209064054,0.004819782606244386,0.31326539808412907,0.15294853754529686,0.31326784028258825,0.15291139448903673,0.3871726371223646,-0.6718314996083993,0.7684289895861672,0.8928728002980842,0.1466583835981215,-0.0037415108023684837,0.8870030105976605,,0.0024923684168748532,0.665081879265579,-0.42894606490873954,0.03284973279935253,0.8208501188835103,0.04558869006753062,0.010270991021947574,0.9287729850612161,0.18270669830514463,0.007172276045655685,0.9601869472352509,0.25683064004972744,-0.0007451142971872468,0.9346954637251702,,0.07807399398171413,0.6650530390806149,-0.4289357991751997,0.14725720385376945,0.980262866856138,0.06597140194063167,0.7684777715423753,-0.14576947110975091,0.9693476499734822,-0.20784220122193345,,,-0.008669509431403467,,0.6990304394767723,-0.34780429634288557,0.6991018111267193,-0.3480015113573974,0.7684779195887366,-0.6348264688499013,0.8470831884885811,0.1181299969599669,-0.04838729444346026,0.8871491727166329,,0.04423940432289535,0.6375815415937263,-0.4846136701718478,0.028006470817628228,0.7586432463711542,-0.035034266921347666,0.006367854099739726,0.9340811159467571,0.2602020365611634,0.004020413686956392,0.9558527029246259,0.25784232308251687,-0.013082847921800854,0.9159247767469114,,0.08013451698126398,0.6376346301578769,-0.48458234595860455,0.15333984006903084,0.9850417132513187,-0.02934114853466934,0.7685138365963301,-0.07052098900643292,0.9698251361120169,-0.22087871000053363,,,0.008478212000560799,,0.6942555431894132,-0.3636672889415212,0.6943185399010432,-0.36358657729909666,0.7685160947399159,-0.5759676524252783
s2-network-o(kb),0.0008324020483516665,0.016776598546732156,-0.015655203254898414,0.009609438528090767,0.020799809052663973,0.03211117794788936,-0.008921923405859719,0.037761515998409594,0.045181401018119,-0.04596790396170664,-0.025839550563169757,-0.2538993147057858,0.02858831124585121,0.02924638650707542,0.007028981713349006,0.004390855232156709,-0.13885275608888728,0.013155861586648556,0.03833976121356352,0.00022649154031482963,0.9965463583944857,0.42896530140070416,-0.3217914696822762,0.9961692033494668,0.9922586028092876,-0.32283229678385106,0.9890652696439773,1.0,-0.325508727612118,0.6038436428946465,-0.10833709083622228,-0.05060272315524228,0.778976443541168,-0.009039586429467573,-0.040871163362656567,0.37916677549440136,0.008807732622742715,-0.018768615058789313,0.017842989554991705,-0.019437726481273294,-0.040766459522021264,-0.009790131904954738,-0.03206340448887916,-0.022018565905755218,-0.013779248699897547,-0.08600160006452567,-0.029520401917714174,0.6415118534044054,,-0.039599498461265814,0.3791357910507564,0.006611049308123865,-0.027144347315640905,0.8801447509266596,0.22765321086038895,0.38296405118928517,-0.5994020366515604,0.7760608333228547,0.44890458925851673,,,0.004477224329978284,0.003360017621096232,0.3091153427562361,0.15185593173348114,0.309117553228236,0.15180740202041307,0.38351705320855944,-0.6788722191716778,0.7831838160925609,0.903677137935159,0.14841480646170468,-0.000681807694780595,0.903287959020376,,-0.002661172732408551,0.6847761323287075,-0.4370071837014208,0.03294046207460681,0.8322038437088782,0.04547938281119919,0.008794540965875848,0.934552902091008,0.1795386950076358,0.007682879681118751,0.96887001469399,0.25534452357122706,0.004932972559819926,0.9411126293696495,,0.07736038220543277,0.6847518878295931,-0.43696535853466545,0.15059090517018062,0.9908901152720823,0.06238942673517631,0.783240629070186,-0.14779111823684468,0.9811294865130461,-0.21999276490087463,,,-0.011197956259291013,,0.71172374476247,-0.3594927146659026,0.7117949400860751,-0.3597559170605065,0.7832407834768936,-0.6395446059470968,0.8502421900692406,0.11512949209380188,-0.043792553307428234,0.9002654672027465,,0.038203089519824984,0.6633449186459481,-0.47075719728035936,0.024200666465844036,0.7780895064262,-0.030345852044017553,0.008374309090815709,0.9322905545876228,0.2509815712368304,0.004160962344562755,0.960960361233424,0.25310442872238964,-0.005689911269523632,0.9333688186247527,,0.08260070347537671,0.6633911492864385,-0.4707597569998487,0.15791824318990996,0.9866749435127451,-0.04701550366573421,0.7832896357015703,-0.06869022082908793,0.9753844079981312,-0.23587418561807452,,,0.007563293598287819,,0.7147134932791238,-0.35661851157717994,0.714776971645951,-0.35662828547207504,0.7832915575636636,-0.5827869144971097
s2-peak-memory(kb),-0.015485217965947812,0.007682031699007714,0.015044322323382788,0.00045206831870931666,0.013099454332296463,-0.03395688270172521,0.023702446893728378,-0.009949941945910706,-0.0508830226135327,0.0015124490678485706,0.057725388250413665,0.9105907641075133,-0.01169036574846835,-0.03130397545219796,0.002018579146176653,0.047010191890342515,0.007808444326892094,0.014046951697352459,0.00747292059065461,-0.012165441400558766,-0.32418331126271915,-0.15531144565024177,0.9612217420617091,-0.32147864489247596,-0.31984297997603983,0.9793110792607111,-0.32019016531706657,-0.325508727612118,1.0,-0.22387778373952766,0.011998533504610576,0.04822464007683023,-0.28593068154361617,0.010352484502447334,0.02207111610415102,-0.12472672464106471,0.020997760381918473,-0.014348351555580155,0.052352043578157016,0.0034819980476375367,-0.015325340337816403,0.01063387414088444,0.016812894537284087,-0.005906679856178522,-0.05979321198827874,-0.03426347692388134,0.02229114017317138,-0.23440009332061015,,0.03694199152376532,-0.12475261735034836,0.023334108499926835,0.03403825590679867,-0.35753309079735324,-0.14947531164294517,-0.12640893650414942,0.255746302636838,-0.2799073490288102,-0.1739333290594834,,,-0.034540968698135735,-0.008697170112212932,-0.07593010123572579,-0.015379882534987354,-0.07593150155426807,-0.015287297982243094,-0.12663231655515442,0.3604839756813244,-0.37696625206294454,-0.31977831689908165,-0.0025695186784832455,0.018050051926235017,-0.349623771669728,,-0.03152725554677164,-0.35929933591029767,0.08731175896768407,0.008392847490774005,-0.2657030426111365,0.008273821131951903,0.016976471721928572,-0.33635782588322627,-0.01830228532691881,-0.03591555853904738,-0.3366068658486733,-0.011722340019780474,0.04715017431098827,-0.36549339066237035,,-0.03283416883205309,-0.35932666426100673,0.08709714494718036,-0.05793440179479819,-0.30938281100311005,0.30603002260408213,-0.37694199677542245,0.3779334421324544,-0.35897690160971646,0.15272425522027808,,,0.06627708473443117,,-0.10113523856527086,0.795597877417794,-0.10120214245632488,0.7951492529170047,-0.37696094639437877,0.11392504956233791,-0.2922419883690952,0.021291713912447163,0.06103644657118177,-0.32437790584943155,,-0.05690866718063054,-0.3374522361079438,0.1635716562853639,-0.027707276300551736,-0.2568804152858296,0.018861919844562085,0.024213149206199654,-0.33574746260315635,-0.04937359151201419,-0.02209335050560419,-0.34064176469115043,-0.027409715791459247,0.02782844444233732,-0.36602348059087686,,-0.029584498867883,-0.3374802916147935,0.1635121887546697,-0.09628739978951256,-0.29503086482883056,0.3675602713974763,-0.3767838361899691,0.5543481364612775,-0.34569388102736165,0.17476946603859922,,,0.029476555225856967,,-0.11909540570729292,0.7598886638834282,-0.11915680045660915,0.7602839622791718,-0.3768254717928144,-0.04493486078346596
